"key_ID","parliament_ID","session_ID","sitting_ID","item_ID","sitting_date","item_number","member_text","text","notice_date","constituency","member_ID","member"
1509,"41","41-2","41-2-205","41-2-Q-1311",2015-05-01,"Q-1311","Ms. Doré Lefebvre (Alfred-Pellan)","Q-13112 — April 30, 2015  — Ms. Doré Lefebvre (Alfred-Pellan) — With regard to the advisory council created by the government in 2012 mandated to promote women on the boards of public and private corporations: (a) in total, how many individuals are on this advisory council, broken down by (i) gender, (ii) name, (iii) position; (b) when did the meetings take place; (c) what were the subjects discussed by this council; (d) what is the expected date for this council’s report; (e) what was discussed during this council’s meetings with respect to (i) pay equity, (ii) the representation of women on the boards of public and private corporations; and (f) can the government table the minutes of this advisory council’s meetings?",2015-04-30,"Alfred-Pellan",172,"Rosane Doré Lefebvre"
1510,"41","41-2","41-2-205","41-2-Q-1312",2015-05-01,"Q-1312","Ms. Doré Lefebvre (Alfred-Pellan)","Q-13122 — April 30, 2015  — Ms. Doré Lefebvre (Alfred-Pellan) — With regard to the Canada Post service reductions announced in December 2013: (a) what are the planned locations for community mailboxes in Laval; (b) how many employees were assigned to Laval before the elimination of home delivery was announced; (c) how many Canada Post employees will be required following the mailbox transition; (d) what was the volume of mail sent in the last ten years (i) from Laval to another destination, (ii) to Laval; (e) how many complaints have been received concerning (i) the transition from home delivery to community mailboxes, (ii) the location of community mailboxes in Laval; (f) how many complaints resulted in (i) an opened file, (ii) a change of location of these community mailboxes; (g) what steps are being taken to look after the needs of (i) persons with mobility impairments, (ii) seniors; (h) will current post offices still be active following the transition to community mailboxes; (i) what recourse will be available to residents affected by the location of mailboxes they consider to be dangerous or harmful; (j) what recourse was or continues to be available to residents affected by the installation of a community mailbox over the last 30 years, excluding the current transition; and (k) how many customer service employees at Canada Post, broken down by language of service, are assigned to complaints concerning the installation of community mailboxes from (i) across Canada, (ii) Quebec, (iii) Laval, (iv) the residents of Alfred-Pellan?",2015-04-30,"Alfred-Pellan",172,"Rosane Doré Lefebvre"
1511,"41","41-2","41-2-205","41-2-Q-1313",2015-05-01,"Q-1313","Mr. Norlock (Northumberland—Quinte West)","Q-13132 — April 30, 2015  — Mr. Norlock (Northumberland—Quinte West) — With regard to government funding in the riding of Northumberland—Quinte West, for each fiscal year since 2007-2008 inclusively: (a) what are the details of all grants, contributions, and loans to any organization, body, or group, broken down by (i) name of the recipient, (ii) municipality of the recipient, (iii) date on which the funding was received, (iv) amount received, (v) department or agency providing the funding, (vi) program under which the grant, contribution, or loan was made, (vii) nature or purpose; and (b) for each grant, contribution and loan identified in (a), was a press release issued to announce it and, if so, what is the (i) date, (ii) headline of the press release?",2015-04-30,"Northumberland—Quinte West",402,"Rick Norlock"
1512,"41","41-2","41-2-205","41-2-Q-1314",2015-05-01,"Q-1314","Ms. Turmel (Hull—Aylmer)","Q-13142 — April 30, 2015  — Ms. Turmel (Hull—Aylmer) — With regard to the employees of the government and all federal public agencies: (a) in the National Capital Region, (i) what was the total number of jobs since fiscal year 2011-2012, broken down by year, (ii) what was the number of temporary jobs since fiscal year 2011-2012, broken down by year, (iii) what was the number of jobs filled by employment agencies since fiscal year 2011-2012, broken down by year; and (b) at the national level, (i) what was the total number of jobs since fiscal year 2011-2012, broken down by year, (ii) what was the number of temporary jobs since fiscal year 2011-2012, broken down by year, (iii) what was the number of jobs filled by employment agencies since fiscal year 2011-2012, broken down by year?",2015-04-30,"Hull—Aylmer",546,"Nycole Turmel"
1513,"41","41-2","41-2-205","41-2-Q-1315",2015-05-01,"Q-1315","Ms. Turmel (Hull—Aylmer)","Q-13152 — April 30, 2015  — Ms. Turmel (Hull—Aylmer) — With regard to the government’s processing of immigration applications, in particular the parents and grandparents super visa category: (a) what is the total average cost to government and time required to complete a single application; (b) how long did it take for the quota for parents and grandparents super visas to be reached; (c) how many applications for fiscal year 2015 were received; and (d) how many applications were rejected?",2015-04-30,"Hull—Aylmer",546,"Nycole Turmel"
1514,"41","41-2","41-2-205","41-2-Q-1316",2015-05-01,"Q-1316","Mr. Dion (Saint-Laurent—Cartierville)","Q-13162 — April 30, 2015  — Mr. Dion (Saint-Laurent—Cartierville) — With regard to contracts under $10 000 granted by the Department of Fisheries and Oceans since February 5, 2015: what are the (a) vendors' names; (b) contracts' reference numbers; (c) dates of the contracts; (d) descriptions of the services provided; (e) delivery dates; (f) original contracts' values; and (g) final contracts' values, if different from the original contracts' values?",2015-04-30,"Saint-Laurent—Cartierville",169,"Stéphane Dion"
1515,"41","41-2","41-2-205","41-2-Q-1317",2015-05-01,"Q-1317","Mr. Dion (Saint-Laurent—Cartierville)","Q-13172 — April 30, 2015  — Mr. Dion (Saint-Laurent—Cartierville) — With regard to contracts under $10 000 granted by Canadian Heritage since January 30, 2015: what are the (a) vendors' names; (b) contracts' reference numbers; (c) dates of the contracts; (d) descriptions of the services provided; (e) delivery dates; (f) original contracts' values; and (g) final contracts' values, if different from the original contracts' values?",2015-04-30,"Saint-Laurent—Cartierville",169,"Stéphane Dion"
1516,"41","41-2","41-2-205","41-2-Q-1318",2015-05-01,"Q-1318","Mr. Dion (Saint-Laurent—Cartierville)","Q-13182 — April 30, 2015  — Mr. Dion (Saint-Laurent—Cartierville) — With regard to contracts under $10 000 granted by Natural Resources Canada since February 5, 2015: what are the (a) vendors' names; (b) contracts' reference numbers; (c) dates of the contracts; (d) descriptions of the services provided; (e) delivery dates; (f) original contracts' values; and (g) final contracts' values, if different from the original contracts' values?",2015-04-30,"Saint-Laurent—Cartierville",169,"Stéphane Dion"
1517,"41","41-2","41-2-205","41-2-M-603",2015-05-01,"M-603","Mr. Goldring (Edmonton East)","M-603 — April 30, 2015 — Mr. Goldring (Edmonton East) — That, in the opinion of the House, the government should consider encouraging the employment of body-worn cameras and police cruiser dashboard cameras as essential policing tools of investigative assistance by all police forces across Canada, with the objective of: (a) decreasing instances of police and public violence; (b) lowering crime rates and ensuring the effective use of policing hours; and (c) decreasing courtroom time and costs.",2015-04-30,"Edmonton East",233,"Peter Goldring"
1518,"41","41-2","41-2-206","41-2-Q-1319",2015-05-04,"Q-1319","Mr. Harris (St. John's East)","Q-13192 — May 1, 2015  — Mr. Harris (St. John's East) — With regard to the United Nations Chiefs of Defence Conference of March 26-27, 2015, at the United Nations headquarters in New York City, and the absence of Chief of Defence Staff of the Canadian Armed Forces, General Thomas Lawson, from the Conference: (a) what was the reason for General Lawson’s absence; (b) which members of the Canadian Armed Forces and the Department of Foreign Affairs, Trade and Development were present at the Conference; and (c) what measures were taken to communicate Canada’s priorities and concerns with regard to international peacekeeping to those present at the Conference?",2015-05-01,"St. John's East",254,"Jack Harris"
1519,"41","41-2","41-2-206","41-2-Q-1320",2015-05-04,"Q-1320","Mr. Cuzner (Cape Breton—Canso)","Q-13202 — May 1, 2015  — Mr. Cuzner (Cape Breton—Canso) — With regard to materials prepared for past or current parliamentary secretaries or their staff from April 1, 2009, to March 31, 2011: for every briefing document or docket prepared, what is the (i) date, (ii) title or subject matter, (iii) department’s internal tracking number?",2015-05-01,"Cape Breton—Canso",148,"Rodger Cuzner"
1520,"41","41-2","41-2-206","41-2-Q-1321",2015-05-04,"Q-1321","Ms. Ashton (Churchill)","Q-13212 — May 1, 2015  — Ms. Ashton (Churchill) — With regard to government funding for the constituency of Churchill for each fiscal year since 2007-2008 inclusively: (a) what are the details of all grants, contributions and loans to any organization, body or group, broken down by (i) the name of the recipient, (ii) the municipality in which the recipient is located, (iii) the date on which funding was received, (iv) the amount received, (v) the department or agency providing the funding, (vi) the program under which the grant, contribution or loan was made, (vii) the nature or purpose; and (b) for each grant, contribution and loan identified in (a), was a press release issued to announce it and, if so, what is the (i) date, (ii) headline of the press release?",2015-05-01,"Churchill",26,"Niki Ashton"
1521,"41","41-2","41-2-206","41-2-Q-1322",2015-05-04,"Q-1322","Mr. McKay (Scarborough—Guildwood)","Q-13222 — May 1, 2015  — Mr. McKay (Scarborough—Guildwood) — With regard to the government's Federal Sustainable Development Strategy (FSDS): (a) by what percentage of 2005 levels are federal departments and agencies currently committed to reducing their greenhouse gas (GHG) emissions by 2020; (b) as of the most recent year on record, by what percentage have federal departments and agencies reduced their emissions compared to 2005 levels; (c) what were the total, government-wide greenhouse gas emissions for the federal government in the most recent year on record; (d) how much of the government's overall GHG emissions are actually subject to the targets set under the FSDS' Green Government Operations Initiative; (e) why has the federal government not released a FSDS progress report since 2013; and (f) when will the government release its next FSDS progress report?",2015-05-01,"Scarborough—Guildwood",366,"John McKay"
1522,"41","41-2","41-2-206","41-2-Q-1323",2015-05-04,"Q-1323","Mr. McKay (Scarborough—Guildwood)","Q-13232 — May 1, 2015  — Mr. McKay (Scarborough—Guildwood) — With regard to lapsed spending by Environment Canada, Parks Canada and the Canadian Environmental Assessment Agency: (a) how much has each department and agency lapsed in each of fiscal years 2006-2007 to 2014-2015 inclusive, broken down on a program-by-program basis; and (b) what are the answers to (a), provided in digital .csv format?",2015-05-01,"Scarborough—Guildwood",366,"John McKay"
1523,"41","41-2","41-2-207","41-2-Q-1324",2015-05-05,"Q-1324","Ms. Liu (Rivière-des-Mille-Îles)","Q-13242 — May 4, 2015  — Ms. Liu (Rivière-des-Mille-Îles) — With regard to government funding for the constituency of Rivière-des-Mille-Îles for each fiscal year since 2007-2008 inclusively: (a) what are the details of all grants, contributions and loans to any organization, body, or group, broken down by (i) the name of the recipient, (ii) the municipality in which the recipient is located, (iii) the date on which funding was received, (iv) the amount received, (v) the department or agency providing the funding, (vi) the program under which the grant, contribution or loan was made, (vii) the nature or purpose; and (b) for each grant, contribution and loan identified in (a), was a press release issued to announce it and, if so, what is the (i) date, (ii) headline, (iii) file number of the press release?",2015-05-04,"Rivière-des-Mille-Îles",328,"Laurin Liu"
1524,"41","41-2","41-2-207","41-2-Q-1325",2015-05-05,"Q-1325","Ms. Duncan (Etobicoke North)","Q-13252 — May 4, 2015  — Ms. Duncan (Etobicoke North) — With respect to the Action Plan for Women Entrepreneurs identified in the 2015 Budget: (a) what consultations were undertaken for the development of the action plan; (b) for each consultation in (a),(i) what was the date, (ii) what was the location, (iii) what organizations and individuals were consulted, (iv) which briefings or submissions were included as part of the consultation process; (c) what are the specific components of the action plan; (d) for each specific component of the action plan, how much funding was allocated; (e) what is the development cost of the online platform to foster networking; (f) what is the advertising cost for the “Just One Pledge” campaign to encourage mentorship and championing, and what forms of advertising are being considered; (g) what is the process for identifying women who are looking for mentors, and for linking these women with mentors who have taken the “Just One Pledge”; (h) what follow-up and tracking will be undertaken to measure the success of the program, and when will the reporting of results take place; (i) what is the government's definition of an “enhanced” trade mission, and what funding will be provided for such a missions; (j) what is the selection process for companies led by women entrepreneurs for enhanced trade missions; (k) how many enhanced trade missions is the government planning to undertake, and, for each mission planned, (i) to what countries, (ii) what are the goals; (l) what will be the specific criteria required to access the Business Development Bank of Canada’s financing for women-owned businesses; (m) what consultations were undertaken to develop the criteria for financing, and for each consultation, what were the (i) dates, (ii) locations, (iii) organizations and individuals consulted; and (n) what is the timing for the national forum, (i) how many women are expected to participate, (ii) will financing be provided for travel and accommodation, (iii) what funding is being allocated for the forum?",2015-05-04,"Etobicoke North",184,"Kirsty Duncan"
1525,"41","41-2","41-2-207","41-2-Q-1326",2015-05-05,"Q-1326","Mr. Hayes (Sault Ste. Marie)","Q-13262 — May 4, 2015  — Mr. Hayes (Sault Ste. Marie) — With regard to government funding for the constituency of Sault Ste. Marie for each fiscal year since 2007-2008 inclusively: (a) what are the details of all grants, contributions and loans to any organization, body or group, broken down by (i) the name of the recipient, (ii) the municipality in which the recipient is located, (iii) the date on which funding was received, (iv) the amount received, (v) the department or agency providing the funding, (vi) the program under which the grant, contribution or loan was made, (vii) the nature or purpose; and (b) for each grant, contribution and loan identified in (a), was a press release issued to announce it and, if so, what is the (i) date, (ii) headline of the press release?",2015-05-04,"Sault Ste. Marie",260,"Bryan Hayes"
1526,"41","41-2","41-2-207","41-2-Q-1327",2015-05-05,"Q-1327","Mr. Reid (Lanark—Frontenac—Lennox and Addington)","Q-13272 — May 4, 2015  — Mr. Reid (Lanark—Frontenac—Lennox and Addington) — With respect to the monument The Valiants Memorial, located in Ottawa: (a) what process was used to determine the figures depicted in the monument; (b) what criteria were used to select the individuals depicted in the monument; (c) what criteria were used to determine whether to depict a figure with a bust or a full-body statue; (d) were other figures that are not depicted in the monument considered for inclusion in the monument and, if so, for which figures was this the case; (e) were other figures that are not depicted in the monument selected or otherwise endorsed for inclusion but ultimately not included and, if so, for which figures was this the case; (f) if the response to (e) is affirmative, for each figure what were the reasons provided to prioritize the figures that are depicted in the monument over the figures that were excluded; (g) for each figure depicted in the monument, provide the reasons used to select that figure, including any reasons used to select that figure rather than another figure that was considered for inclusion but that does not appear; (h) for each figure considered but not depicted in the monument, provide the reasons used to justify the rejection of that figure; (i) what criteria were used to determine the citations that accompany each figure depicted in the monument; (j) what sources or materials were used to inform the citations that accompany each figure depicted in the monument; (k) for each figure depicted in the monument, were other citations, in whole or in part, considered; (l) what were the reasons for selecting the site on which the monument is located; (m) were other sites considered for the location of the monument and, if so, what other sites were considered; and (n) if the response to (m) is affirmative, what were the reasons for not selecting each rejected site that was considered for the monument?",2015-05-04,"Lanark—Frontenac—Lennox and Addington",463,"Scott Reid"
1527,"41","41-2","41-2-207","41-2-Q-1328",2015-05-05,"Q-1328","Mr. Garneau (Westmount—Ville-Marie)","Q-13282 — May 4, 2015  — Mr. Garneau (Westmount—Ville-Marie) — With regard to contracts under $10 000 granted by Foreign Affairs, Trade and Development Canada since February 2, 2015: what are the (a) vendors' names; (b) contracts' reference numbers; (c) dates of the contracts; (d) descriptions of the services provided; (e) delivery dates; (f) original contracts' values; and (g) final contracts' values, if different from the original contracts' values?",2015-05-04,"Westmount—Ville-Marie",219,"Marc Garneau"
1528,"41","41-2","41-2-207","41-2-Q-1329",2015-05-05,"Q-1329","Mr. Garneau (Westmount—Ville-Marie)","Q-13292 — May 4, 2015  — Mr. Garneau (Westmount—Ville-Marie) — With regard to materials prepared for past or current deputy heads of departments, crown corporations and agencies or their staff from April 1, 2007, to March 31, 2009: for every briefing document or docket prepared, what is (i) the date, (ii) the title or subject matter, (iii) the department’s internal tracking number?",2015-05-04,"Westmount—Ville-Marie",219,"Marc Garneau"
1529,"41","41-2","41-2-207","41-2-Q-1330",2015-05-05,"Q-1330","Mr. Hsu (Kingston and the Islands)","Q-13302 — May 4, 2015  — Mr. Hsu (Kingston and the Islands) — With regard to contracts under $10 000 granted by Agriculture and Agri-Food Canada since February 4, 2015: what are the (a) vendors' names; (b) contracts' reference numbers; (c) dates of the contracts; (d) descriptions of the services provided; (e) delivery dates; (f) original contracts' values; and (g) final contracts' values, if different from the original contracts' values?",2015-05-04,"Kingston and the Islands",270,"Ted Hsu"
1530,"41","41-2","41-2-207","41-2-Q-1331",2015-05-05,"Q-1331","Mr. Hsu (Kingston and the Islands)","Q-13312 — May 4, 2015  — Mr. Hsu (Kingston and the Islands) — With regard to contracts under $10 000 granted by Public Safety Canada since February 5, 2015: what are the (a) vendors' names; (b) contracts' reference numbers; (c) dates of the contracts; (d) descriptions of the services provided; (e) delivery dates; (f) original contracts' values; and (g) final contracts' values, if different from the original contracts' values?",2015-05-04,"Kingston and the Islands",270,"Ted Hsu"
1531,"41","41-2","41-2-207","41-2-Q-1332",2015-05-05,"Q-1332","Ms. Jones (Labrador)","Q-13322 — May 4, 2015  — Ms. Jones (Labrador) — With regard to materials prepared for past or current assistant deputy ministers or their staff from April 1, 2007, to March 31, 2009: for every briefing document or docket prepared, what is (i) the date, (ii) the title or the subject matter, (iii) the department's internal tracking number?",2015-05-04,"Labrador",282,"Yvonne Jones"
1532,"41","41-2","41-2-207","41-2-Q-1333",2015-05-05,"Q-1333","Ms. Jones (Labrador)","Q-13332 — May 4, 2015  — Ms. Jones (Labrador) — With regard to materials prepared for past or current deputy heads of departments, crown corporations and agencies or their staff from April 1, 2009, to March 31, 2011: for every briefing document or docket prepared, what is (i) the date, (ii) the title or subject matter, (iii) the department’s internal tracking number?",2015-05-04,"Labrador",282,"Yvonne Jones"
1533,"41","41-2","41-2-207","41-2-Q-1334",2015-05-05,"Q-1334","Mr. Bélanger (Ottawa—Vanier)","Q-13342 — May 4, 2015  — Mr. Bélanger (Ottawa—Vanier) — With regard to the Interprovincial Transit Strategy in the National Capital Region, developed and released in 2013 by the National Capital Commission, the City of Ottawa, the City of Gatineau and the Société de transport de l’Outaouais: what measures have been taken by government departments and other government agencies, since the release of the strategy, to promote or fulfill each of the strategy’s five pillars?",2015-05-04,"Ottawa—Vanier",45,"Mauril Bélanger"
1534,"41","41-2","41-2-207","41-2-Q-1335",2015-05-05,"Q-1335","Mr. Bélanger (Ottawa—Vanier)","Q-13352 — May 4, 2015  — Mr. Bélanger (Ottawa—Vanier) — With respect to the proposed Memorial to the Victims of Communism in Ottawa: (a) was an environmental assessment of the selected site performed and, if so, what was the timeframe to carry out the assessment; (b) what are the names of the external firms or consultants that were consulted for this environmental assessment; and (c) how much was paid to each firm or consultant?",2015-05-04,"Ottawa—Vanier",45,"Mauril Bélanger"
1535,"41","41-2","41-2-207","41-2-M-604",2015-05-05,"M-604","Mr. Kramp (Prince Edward—Hastings)","M-604 — May 4, 2015 — Mr. Kramp (Prince Edward—Hastings) — That, in the opinion of the House, the government should continue to take strong actions to fight cancer and raise awareness of sarcoma cancer by: (a) working with stakeholders, such as the Canadian Partnership Against Cancer and the provinces and territories, to improve cancer care for all Canadians; (b) supporting world-class research through the Canadian Institutes for Health Research; (c) recognizing that sarcoma cancer tragically took the life of Canadian hero Terry Fox; (d) recognizing that 1 200 Canadians are expected to be diagnosed with this disease every year; and (e) proclaiming the third week of June in each and every year Sarcoma Cancer Awareness Week, as advocated for by the Sarcoma Cancer Foundation of Canada.",2015-05-04,"Prince Edward—Hastings",300,"Daryl Kramp"
1536,"41","41-2","41-2-208","41-2-Q-1336",2015-05-06,"Q-1336","Mr. Lapointe (Montmagny—L'Islet—Kamouraska—Rivière-du-Loup)","Q-13362 — May 5, 2015  — Mr. Lapointe (Montmagny—L'Islet—Kamouraska—Rivière-du-Loup) — With regard to questions Q-1165 and Q-269: (a) what is the state of repayment and outstanding debt at PurGenesis to the Economic Development Agency of Canada (EDAC) regarding the loans of $500 000 on September 29, 2008, and $87 000 on April 14, 2011; (b) what is the state of repayment and outstanding debt for the Agriculture and Agri-Food Canada (AAFC) loan of $2 948 715 between 2009 and 2013; and (c) were other contributions, repayable or not, made to PurGenesis by the government, and if so, what is the state of repayment and outstanding debt?",2015-05-05,"Montmagny—L'Islet—Kamouraska—Rivière-du-Loup",308,"François Lapointe"
1537,"41","41-2","41-2-208","41-2-Q-1337",2015-05-06,"Q-1337","Mr. Tremblay (Montmorency—Charlevoix—Haute-Côte-Nord)","Q-13372 — May 5, 2015  — Mr. Tremblay (Montmorency—Charlevoix—Haute-Côte-Nord) — With regard to the Skills Link program for the province of Quebec and, more specifically, the Quebec City area, the riding of Beauport—Limoilou, and the riding of Montmorency—Charlevoix—Haute-Côte-Nord: (a) in the years 2011, 2012, 2013, and 2014, (i) what was the total number of projects submitted and the total number approved, (ii) what was the total number and breakdown of applications submitted for all projects, (iii) what was the total number and breakdown of funding contributions for approved projects; (b) for each rejected project, why was it rejected; (c) for the answers in (a) that pertain to the riding of Beauport–Limoilou, what are the answers broken down by borough; (d) for the answers in (a) that pertain to the riding of Montmorency–Charlevoix–Haute-Côte-Nord, what are the answers broken down by (i) regional county municipality (RCM) of Île d'Orléans, (ii) RCM of Côte-de-Beaupré, (iii) RCM of Charlevoix-Ouest, (iv) RCM of Charlevoix-Est, (v) RCM of Haute-Côte-Nord; and (e) for the answers in (a) that pertain to the Quebec City area, what are the answers broken down by borough?",2015-05-05,"Montmorency—Charlevoix—Haute-Côte-Nord",541,"Jonathan Tremblay"
1538,"41","41-2","41-2-208","41-2-Q-1338",2015-05-06,"Q-1338","Mr. Tremblay (Montmorency—Charlevoix—Haute-Côte-Nord)","Q-13382 — May 5, 2015  — Mr. Tremblay (Montmorency—Charlevoix—Haute-Côte-Nord) — With regard to the ports and wharves divestiture program: (a) how many ports and wharves have been divested since the creation of the program for the Province of Quebec; (b) how many ports and wharves are currently being divested; (c) what ports or wharves have been divested or are currently being divested, broken down by regional county municipality; and (d) among the divested ports and wharves, (i) how many were upgraded as identified by the government, (ii) what were the amounts allocated to do so?",2015-05-05,"Montmorency—Charlevoix—Haute-Côte-Nord",541,"Jonathan Tremblay"
1539,"41","41-2","41-2-208","41-2-Q-1339",2015-05-06,"Q-1339","Mr. Tremblay (Montmorency—Charlevoix—Haute-Côte-Nord)","Q-13392 — May 5, 2015  — Mr. Tremblay (Montmorency—Charlevoix—Haute-Côte-Nord) — With regard to government investments in the constituency of Montmorency—Charlevoix—Haute-Côte-Nord for regional economic development: what investments have been made since 2006, broken down by (i) regional county municipality, (ii) details of each project?",2015-05-05,"Montmorency—Charlevoix—Haute-Côte-Nord",541,"Jonathan Tremblay"
1540,"41","41-2","41-2-208","41-2-Q-1340",2015-05-06,"Q-1340","Mr. Easter (Malpeque)","Q-13402 — May 5, 2015  — Mr. Easter (Malpeque) — With regard to contracts under $10 000 granted by Shared Services Canada since February 5, 2015: what are the (a) vendors' names; (b) contracts' reference numbers; (c) dates of the contracts; (d) descriptions of the services provided; (e) delivery dates; (f) original contracts' values; and (g) final contracts' values, if different from the original contracts' values?",2015-05-05,"Malpeque",188,"Wayne Easter"
1541,"41","41-2","41-2-208","41-2-Q-1341",2015-05-06,"Q-1341","Mr. Calkins (Wetaskiwin)","Q-13412 — May 5, 2015  — Mr. Calkins (Wetaskiwin) — With regard to government funding in the riding of Portage—Lisgar, for each fiscal year since 2007-2008 inclusively: (a) what are the details of all grants, contributions, and loans to any organization, body, or group, broken down by (i) name of the recipient, (ii) municipality of the recipient, (iii) date on which the funding was received, (iv) amount received, (v) department or agency providing the funding, (vi) program under which the grant, contribution, or loan was made, (vii) nature or purpose; and (b) for each grant, contribution and loan identified in (a), was a press release issued to announce it and, if so, what is the (i) date, (ii) headline, (iii) file number of the press release?",2015-05-05,"Wetaskiwin",101,"Blaine Calkins"
1542,"41","41-2","41-2-208","41-2-Q-1342",2015-05-06,"Q-1342","Mr. Harris (St. John's East)","Q-13422 — May 5, 2015  — Mr. Harris (St. John's East) — With regard to Canadian Armed Forces (CAF) members and veterans suffering from post-traumatic stress disorder from sexual assaults during their service, as well as Veterans Affairs Canada (VAC) disability awards and pensions administered since 1998: (a) how many applications for veterans disability awards have been made by veterans with post-traumatic stress disorder resulting from sexual assaults during their service; (b) what are the reporting requirements for members of the CAF filing claims to receive VAC disability awards or pension due to post-traumatic-stress disorder resulting from sexual assaults during their service; (c) how many veterans have been granted VAC disability awards or pensions due to post-traumatic stress disorder from sexual assaults during their service; and (d) how many CAF members have been medically released or discharged due to post-traumatic stress disorder from sexual assaults during their service?",2015-05-05,"St. John's East",254,"Jack Harris"
1543,"41","41-2","41-2-209","41-2-Q-1343",2015-05-07,"Q-1343","Ms. Leslie (Halifax)","Q-13432 — May 6, 2015  — Ms. Leslie (Halifax) — With regard to the protection of Lancaster Sound: (a) when does the government plan to complete the first phase of the feasibility study which was announced six years ago; (b) what is the timeframe in which the government expects the feasibility study be completed; (c) will the government respect the Nunavut Planning Commission’s ruling to stop additional shipping through the Lancaster Sound region until the Interim Management Plan for the Lancaster Sound Marine Conservation Area is in place; and (d) who has lobbied the government against the development of the Lancaster Sound National Marine Conservation Area?",2015-05-06,"Halifax",324,"Megan Leslie"
1544,"41","41-2","41-2-209","41-2-Q-1344",2015-05-07,"Q-1344","Mr. Sopuck (Dauphin—Swan River—Marquette)","Q-13442 — May 6, 2015  — Mr. Sopuck (Dauphin—Swan River—Marquette) — With regard to government funding in the riding of Selkirk—Interlake, for each fiscal year since 2007-2008 inclusively: (a) what are the details of all grants, contributions, and loans to any organization, body, or group, broken down by (i) name of the recipient, (ii) municipality of the recipient, (iii) date on which the funding was received, (iv) amount received, (v) department or agency providing the funding, (vi) program under which the grant, contribution, or loan was made, (vii) nature or purpose; and (b) for each grant, contribution and loan identified in (a), was a press release issued to announce it and, if so, what is the (i) date, (ii) headline of the press release?",2015-05-06,"Dauphin—Swan River—Marquette",508,"Robert Sopuck"
1545,"41","41-2","41-2-209","41-2-Q-1345",2015-05-07,"Q-1345","Mr. Sopuck (Dauphin—Swan River—Marquette)","Q-13452 — May 6, 2015  — Mr. Sopuck (Dauphin—Swan River—Marquette) — With regard to government funding in the riding of Dauphin—Swan River—Marquette, for each fiscal year since 2007-2008 inclusively: (a) what are the details of all grants, contributions, and loans to any organization, body, or group, broken down by (i) name of the recipient, (ii) municipality of the recipient, (iii) date on which the funding was received, (iv) amount received, (v) department or agency providing the funding, (vi) program under which the grant, contribution, or loan was made, (vii) nature or purpose; and (b) for each grant, contribution and loan identified in (a), was a press release issued to announce it and, if so, what is the (i) date, (ii) headline of the press release?",2015-05-06,"Dauphin—Swan River—Marquette",508,"Robert Sopuck"
1546,"41","41-2","41-2-209","41-2-Q-1346",2015-05-07,"Q-1346","Mr. Stewart (Burnaby—Douglas)","Q-13462 — May 6, 2015  — Mr. Stewart (Burnaby—Douglas) — With regard to government spending in the constituency of Burnaby—Douglas: what was the total amount of government funding, from fiscal year 2011-2012 up to and including the current fiscal year, broken down by (i) the date the funds were received in the riding, (ii) the dollar amount of the expenditure, (iii) the program through which the funding was allocated, (iv) the department responsible, (v) the designated recipient?",2015-05-06,"Burnaby—Douglas",517,"Kennedy Stewart"
1547,"41","41-2","41-2-209","41-2-Q-1347",2015-05-07,"Q-1347","Mr. Stewart (Burnaby—Douglas)","Q-13472 — May 6, 2015  — Mr. Stewart (Burnaby—Douglas) — With regard to government spending in the municipality of Burnaby, British Columbia: what was the total amount of government funding, from fiscal year 2011-2012 up to and including the current fiscal year, broken down by (i) the date the funds were received in the riding, (ii) the dollar amount of the expenditure, (iii) the program through which the funding was allocated, (iv) the department responsible, (v) the designated recipient?",2015-05-06,"Burnaby—Douglas",517,"Kennedy Stewart"
1548,"41","41-2","41-2-209","41-2-M-605",2015-05-07,"M-605","Mr. Allen (Tobique—Mactaquac)","M-605 — May 6, 2015 — Mr. Allen (Tobique—Mactaquac) — That, in the opinion of the House, the government should appoint an independent advisory panel of tax experts to conduct a comprehensive review of personal, corporate, sales, and excise taxes, and provide detailed recommendations for consideration to the government with an objective of a tax system that: (a) is perceived as fair, internationally competitive, less complex than the current tax system, intelligible to Canadians and minimizes the burden of tax compliance on all taxpayers and that; (b) builds upon the work completed by the independent advisory panel of tax experts created by the government on November 30, 2007, that undertook a review of Canada’s international tax system and provided recommendations for consideration to the government to improve the fairness, economic efficiency and competitiveness of Canada’s system of international taxation; (c) is consistent with the Red Tape Reduction Commission, created by the government on January 13, 2011, that undertook a review of federal regulatory requirements for businesses and provided recommendations for consideration to the government to reduce the burden of regulatory compliance on businesses on a long-term basis; (d) draws on the experience of the United Kingdom’s Office of Tax Simplification that was tasked with collecting evidence and reducing the burden of tax compliance on both businesses and individual taxpayers by conducting inquiries into complex areas of the tax system and providing its government with independent advice and recommendations for reform on areas of complexity in the tax system that could be simplified; and (e) is consistent with the House of Commons Standing Committee on Finance’s previous recommendations in pre-budget reports that the federal government explore ways to simplify the Income Tax Act to reduce its complexity and burden on Canadian taxpayers.",2015-05-06,"Tobique—Mactaquac",13,"Mike Allen"
