"key_ID","parliament_ID","session_ID","question_ID","question_number","member_ID","member_name","constituency","event_ID","date","event"
754,"39","39-2","39-2-Q-130","Q-130",280,"Marlene Jennings","Notre-Dame-de-Grâce—Lachine",1,2007-11-15,"Notice"
755,"39","39-2","39-2-Q-130","Q-130",280,"Marlene Jennings","Notre-Dame-de-Grâce—Lachine",2,2008-01-28,"Made an Order for Return and answer tabled"
756,"39","39-2","39-2-Q-131","Q-131",146,"Roy Cullen","Etobicoke North",1,2007-11-15,"Notice"
757,"39","39-2","39-2-Q-131","Q-131",146,"Roy Cullen","Etobicoke North",2,2008-01-28,"Made an Order for Return and answer tabled"
758,"39","39-2","39-2-Q-132","Q-132",271,"Charles Hubbard","Miramichi",1,2007-11-16,"Notice"
759,"39","39-2","39-2-Q-132","Q-132",271,"Charles Hubbard","Miramichi",2,2008-01-28,"Made an Order for Return and answer tabled"
760,"39","39-2","39-2-Q-133","Q-133",56,"Dennis Bevington","Northwest Territories",1,2007-11-16,"Notice"
761,"39","39-2","39-2-Q-133","Q-133",56,"Dennis Bevington","Northwest Territories",2,2008-01-28,"Made an Order for Return and answer tabled"
762,"39","39-2","39-2-Q-134","Q-134",45,"Mauril Bélanger","Ottawa—Vanier",1,2007-11-16,"Notice"
763,"39","39-2","39-2-Q-134","Q-134",45,"Mauril Bélanger","Ottawa—Vanier",2,2008-02-12,"Answered"
764,"39","39-2","39-2-Q-135","Q-135",352,"Keith Martin","Esquimalt—Juan de Fuca",1,2007-11-19,"Notice"
765,"39","39-2","39-2-Q-135","Q-135",352,"Keith Martin","Esquimalt—Juan de Fuca",2,2007-12-12,"Answered"
766,"39","39-2","39-2-Q-136","Q-136",492,"Judy A. Sgro","York West",1,2007-11-19,"Notice"
767,"39","39-2","39-2-Q-136","Q-136",492,"Judy A. Sgro","York West",2,2008-01-28,"Answered"
768,"39","39-2","39-2-Q-137","Q-137",168,"Ruby Dhalla","Brampton—Springdale",1,2007-11-19,"Notice"
769,"39","39-2","39-2-Q-137","Q-137",168,"Ruby Dhalla","Brampton—Springdale",2,2007-12-12,"Answered"
770,"39","39-2","39-2-Q-138","Q-138",181,"Gilles Duceppe","Laurier—Sainte-Marie",1,2007-11-20,"Notice"
771,"39","39-2","39-2-Q-138","Q-138",181,"Gilles Duceppe","Laurier—Sainte-Marie",2,2008-01-28,"Made an Order for Return and answer tabled"
772,"39","39-2","39-2-Q-139","Q-139",34,"Larry Bagnell","Yukon",1,2007-11-20,"Notice"
773,"39","39-2","39-2-Q-139","Q-139",34,"Larry Bagnell","Yukon",2,2007-12-12,"Answered"
774,"39","39-2","39-2-Q-140","Q-140",34,"Larry Bagnell","Yukon",1,2007-11-20,"Notice"
775,"39","39-2","39-2-Q-140","Q-140",34,"Larry Bagnell","Yukon",2,2007-12-12,"Answered"
776,"39","39-2","39-2-Q-141","Q-141",34,"Larry Bagnell","Yukon",1,2007-11-20,"Notice"
777,"39","39-2","39-2-Q-141","Q-141",34,"Larry Bagnell","Yukon",2,2008-01-28,"Answered"
778,"39","39-2","39-2-Q-142","Q-142",365,"Joe McGuire","Egmont",1,2007-11-21,"Notice"
779,"39","39-2","39-2-Q-142","Q-142",365,"Joe McGuire","Egmont",2,2007-12-12,"Answered"
780,"39","39-2","39-2-Q-143","Q-143",488,"Andy Scott","Fredericton",1,2007-11-22,"Notice"
781,"39","39-2","39-2-Q-143","Q-143",488,"Andy Scott","Fredericton",2,2007-12-12,"Answered"
782,"39","39-2","39-2-Q-144","Q-144",317,"Dominic LeBlanc","Beauséjour",1,2007-11-22,"Notice"
783,"39","39-2","39-2-Q-144","Q-144",317,"Dominic LeBlanc","Beauséjour",2,2007-12-12,"Answered"
784,"39","39-2","39-2-Q-145","Q-145",112,"Bill Casey","Cumberland—Colchester—Musquodoboit Valley",1,2007-11-23,"Notice"
785,"39","39-2","39-2-Q-145","Q-145",112,"Bill Casey","Cumberland—Colchester—Musquodoboit Valley",2,2008-01-28,"Answered"
786,"39","39-2","39-2-Q-146","Q-146",112,"Bill Casey","Cumberland—Colchester—Musquodoboit Valley",1,2007-11-23,"Notice"
787,"39","39-2","39-2-Q-146","Q-146",112,"Bill Casey","Cumberland—Colchester—Musquodoboit Valley",2,2008-01-28,"Answered"
788,"39","39-2","39-2-Q-147","Q-147",73,"Ken Boshcoff","Thunder Bay—Rainy River",1,2007-11-27,"Notice"
789,"39","39-2","39-2-Q-147","Q-147",73,"Ken Boshcoff","Thunder Bay—Rainy River",2,2008-01-28,"Made an Order for Return and answer tabled"
790,"39","39-2","39-2-Q-148","Q-148",112,"Bill Casey","Cumberland—Colchester—Musquodoboit Valley",1,2007-11-28,"Notice"
791,"39","39-2","39-2-Q-148","Q-148",112,"Bill Casey","Cumberland—Colchester—Musquodoboit Valley",2,2008-01-28,"Made an Order for Return and answer tabled"
792,"39","39-2","39-2-Q-149","Q-149",361,"John McCallum","Markham—Unionville",1,2007-11-29,"Notice"
793,"39","39-2","39-2-Q-149","Q-149",361,"John McCallum","Markham—Unionville",2,2008-01-28,"Made an Order for Return and answer tabled"
794,"39","39-2","39-2-Q-150","Q-150",421,"Pierre Paquette","Joliette",1,2007-12-03,"Notice"
795,"39","39-2","39-2-Q-150","Q-150",421,"Pierre Paquette","Joliette",2,2008-01-28,"Made an Order for Return and answer tabled"
796,"39","39-2","39-2-Q-151","Q-151",393,"Shawn Murphy","Charlottetown",1,2007-12-03,"Notice"
797,"39","39-2","39-2-Q-151","Q-151",393,"Shawn Murphy","Charlottetown",2,2008-01-28,"Made an Order for Return and answer tabled"
798,"39","39-2","39-2-Q-152","Q-152",393,"Shawn Murphy","Charlottetown",1,2007-12-03,"Notice"
799,"39","39-2","39-2-Q-152","Q-152",393,"Shawn Murphy","Charlottetown",2,2008-01-28,"Answered"
800,"39","39-2","39-2-Q-153","Q-153",363,"Alexa McDonough","Halifax",1,2007-12-03,"Notice"
801,"39","39-2","39-2-Q-153","Q-153",363,"Alexa McDonough","Halifax",2,2008-01-28,"Answered"
802,"39","39-2","39-2-Q-154","Q-154",531,"Robert Thibault","West Nova",1,2007-12-04,"Notice"
803,"39","39-2","39-2-Q-154","Q-154",531,"Robert Thibault","West Nova",2,2008-01-28,"Made an Order for Return and answer tabled"
804,"39","39-2","39-2-Q-155","Q-155",365,"Joe McGuire","Egmont",1,2007-12-04,"Notice"
805,"39","39-2","39-2-Q-155","Q-155",365,"Joe McGuire","Egmont",2,2008-01-28,"Made an Order for Return and answer tabled"
806,"39","39-2","39-2-Q-156","Q-156",381,"Maria Minna","Beaches—East York",1,2007-12-04,"Notice"
807,"39","39-2","39-2-Q-156","Q-156",381,"Maria Minna","Beaches—East York",2,2008-01-28,"Made an Order for Return and answer tabled"
808,"39","39-2","39-2-Q-157","Q-157",381,"Maria Minna","Beaches—East York",1,2007-12-04,"Notice"
809,"39","39-2","39-2-Q-157","Q-157",381,"Maria Minna","Beaches—East York",2,2008-01-28,"Made an Order for Return and answer tabled"
810,"39","39-2","39-2-Q-158","Q-158",381,"Maria Minna","Beaches—East York",1,2007-12-04,"Notice"
811,"39","39-2","39-2-Q-158","Q-158",381,"Maria Minna","Beaches—East York",2,2007-12-12,"Answered"
812,"39","39-2","39-2-Q-159","Q-159",46,"Catherine Bell","Vancouver Island North",1,2007-12-05,"Notice"
813,"39","39-2","39-2-Q-159","Q-159",46,"Catherine Bell","Vancouver Island North",2,2008-02-14,"Made an Order for Return and answer tabled"
814,"39","39-2","39-2-Q-160","Q-160",355,"Tony Martin","Sault Ste. Marie",1,2007-12-10,"Notice"
815,"39","39-2","39-2-Q-160","Q-160",355,"Tony Martin","Sault Ste. Marie",2,2008-02-08,"Made an Order for Return and answer tabled"
816,"39","39-2","39-2-Q-161","Q-161",355,"Tony Martin","Sault Ste. Marie",1,2007-12-10,"Notice"
817,"39","39-2","39-2-Q-161","Q-161",355,"Tony Martin","Sault Ste. Marie",2,2008-03-14,"Answered"
818,"39","39-2","39-2-Q-162","Q-162",73,"Ken Boshcoff","Thunder Bay—Rainy River",1,2007-12-11,"Notice"
819,"39","39-2","39-2-Q-162","Q-162",73,"Ken Boshcoff","Thunder Bay—Rainy River",2,2008-01-28,"Answered"
820,"39","39-2","39-2-Q-163","Q-163",513,"Lloyd St. Amand","Brant",1,2007-12-12,"Notice"
821,"39","39-2","39-2-Q-163","Q-163",513,"Lloyd St. Amand","Brant",2,2008-01-28,"Answered"
822,"39","39-2","39-2-Q-164","Q-164",283,"Peter Julian","Burnaby—New Westminster",1,2007-12-12,"Notice"
823,"39","39-2","39-2-Q-164","Q-164",283,"Peter Julian","Burnaby—New Westminster",2,2008-01-28,"Made an Order for Return and answer tabled"
824,"39","39-2","39-2-Q-165","Q-165",120,"Chris Charlton","Hamilton Mountain",1,2007-12-12,"Notice"
825,"39","39-2","39-2-Q-165","Q-165",120,"Chris Charlton","Hamilton Mountain",2,2008-02-13,"Answered"
826,"39","39-2","39-2-Q-166","Q-166",120,"Chris Charlton","Hamilton Mountain",1,2007-12-12,"Notice"
827,"39","39-2","39-2-Q-166","Q-166",120,"Chris Charlton","Hamilton Mountain",2,2008-02-13,"Made an Order for Return and answer tabled"
828,"39","39-2","39-2-Q-167","Q-167",463,"Scott Reid","Lanark—Frontenac—Lennox and Addington",1,2008-01-24,"Notice"
829,"39","39-2","39-2-Q-167","Q-167",463,"Scott Reid","Lanark—Frontenac—Lennox and Addington",2,2008-02-28,"Made an Order for Return and answer tabled"
830,"39","39-2","39-2-Q-168","Q-168",566,"Judy Wasylycia-Leis","Winnipeg North",1,2008-01-24,"Notice"
831,"39","39-2","39-2-Q-168","Q-168",566,"Judy Wasylycia-Leis","Winnipeg North",2,2008-03-03,"Answered"
832,"39","39-2","39-2-Q-169","Q-169",365,"Joe McGuire","Egmont",1,2008-01-24,"Notice"
833,"39","39-2","39-2-Q-169","Q-169",365,"Joe McGuire","Egmont",2,2008-03-07,"Made an Order for Return and answer tabled"
834,"39","39-2","39-2-Q-169","Q-169",365,"Joe McGuire","Egmont",3,2008-05-09,"Made an Order for Return and supplementary answer tabled"
835,"39","39-2","39-2-Q-170","Q-170",530,"Louise Thibault","Rimouski-Neigette—Témiscouata—Les Basques",1,2008-01-24,"Notice"
836,"39","39-2","39-2-Q-170","Q-170",530,"Louise Thibault","Rimouski-Neigette—Témiscouata—Les Basques",2,2008-03-05,"Answered"
837,"39","39-2","39-2-Q-171","Q-171",355,"Tony Martin","Sault Ste. Marie",1,2008-01-24,"Notice"
838,"39","39-2","39-2-Q-171","Q-171",355,"Tony Martin","Sault Ste. Marie",2,2008-05-01,"Made an Order for Return and answer tabled"
839,"39","39-2","39-2-Q-172","Q-172",355,"Tony Martin","Sault Ste. Marie",1,2008-01-24,"Notice"
840,"39","39-2","39-2-Q-172","Q-172",355,"Tony Martin","Sault Ste. Marie",2,2008-02-14,"Answered"
841,"39","39-2","39-2-Q-173","Q-173",153,"Libby Davies","Vancouver East",1,2008-01-24,"Notice"
842,"39","39-2","39-2-Q-173","Q-173",153,"Libby Davies","Vancouver East",2,2008-03-07,"Made an Order for Return and answer tabled"
843,"39","39-2","39-2-Q-174","Q-174",393,"Shawn Murphy","Charlottetown",1,2008-01-24,"Notice"
844,"39","39-2","39-2-Q-174","Q-174",393,"Shawn Murphy","Charlottetown",2,2008-02-13,"Answered"
845,"39","39-2","39-2-Q-175","Q-175",187,"Rick Dykstra","St. Catharines",1,2008-01-24,"Notice"
846,"39","39-2","39-2-Q-175","Q-175",187,"Rick Dykstra","St. Catharines",2,2008-05-06,"Withdrawn"
847,"39","39-2","39-2-Q-176","Q-176",187,"Rick Dykstra","St. Catharines",1,2008-01-24,"Notice"
848,"39","39-2","39-2-Q-176","Q-176",187,"Rick Dykstra","St. Catharines",2,2008-02-13,"Made an Order for Return and answer tabled"
849,"39","39-2","39-2-Q-177","Q-177",187,"Rick Dykstra","St. Catharines",1,2008-01-24,"Notice"
850,"39","39-2","39-2-Q-177","Q-177",187,"Rick Dykstra","St. Catharines",2,2008-02-13,"Made an Order for Return and answer tabled"
851,"39","39-2","39-2-Q-178","Q-178",187,"Rick Dykstra","St. Catharines",1,2008-01-24,"Notice"
852,"39","39-2","39-2-Q-178","Q-178",187,"Rick Dykstra","St. Catharines",2,2008-02-13,"Answered"
853,"39","39-2","39-2-Q-179","Q-179",11,"Omar Alghabra","Mississauga—Erindale",1,2008-01-28,"Notice"
854,"39","39-2","39-2-Q-179","Q-179",11,"Omar Alghabra","Mississauga—Erindale",2,2008-02-13,"Answered"
855,"39","39-2","39-2-Q-180","Q-180",351,"Wayne Marston","Hamilton East—Stoney Creek",1,2008-01-29,"Notice"
856,"39","39-2","39-2-Q-180","Q-180",351,"Wayne Marston","Hamilton East—Stoney Creek",2,2008-02-28,"Answered"
857,"39","39-2","39-2-Q-181","Q-181",562,"Mike Wallace","Burlington",1,2008-01-29,"Notice"
858,"39","39-2","39-2-Q-181","Q-181",562,"Mike Wallace","Burlington",2,2008-02-26,"Answered"
859,"39","39-2","39-2-Q-182","Q-182",112,"Bill Casey","Cumberland—Colchester—Musquodoboit Valley",1,2008-01-29,"Notice"
860,"39","39-2","39-2-Q-182","Q-182",112,"Bill Casey","Cumberland—Colchester—Musquodoboit Valley",2,2008-03-12,"Made an Order for Return and answer tabled"
861,"39","39-2","39-2-Q-183","Q-183",313,"Carole Lavallée","Saint-Bruno—Saint-Hubert",1,2008-01-30,"Notice"
862,"39","39-2","39-2-Q-183","Q-183",313,"Carole Lavallée","Saint-Bruno—Saint-Hubert",2,2008-03-14,"Answered"
863,"39","39-2","39-2-Q-184","Q-184",313,"Carole Lavallée","Saint-Bruno—Saint-Hubert",1,2008-01-30,"Notice"
864,"39","39-2","39-2-Q-184","Q-184",313,"Carole Lavallée","Saint-Bruno—Saint-Hubert",2,2008-03-14,"Answered"
865,"39","39-2","39-2-Q-185","Q-185",381,"Maria Minna","Beaches—East York",1,2008-02-01,"Notice"
866,"39","39-2","39-2-Q-185","Q-185",381,"Maria Minna","Beaches—East York",2,2008-03-31,"Made an Order for Return and answer tabled"
867,"39","39-2","39-2-Q-186","Q-186",449,"Penny Priddy","Surrey North",1,2008-02-06,"Notice"
868,"39","39-2","39-2-Q-186","Q-186",449,"Penny Priddy","Surrey North",2,2008-03-31,"Made an Order for Return and answer tabled"
869,"39","39-2","39-2-Q-187","Q-187",449,"Penny Priddy","Surrey North",1,2008-02-06,"Notice"
870,"39","39-2","39-2-Q-187","Q-187",449,"Penny Priddy","Surrey North",2,2008-03-03,"Made an Order for Return and answer tabled"
871,"39","39-2","39-2-Q-188","Q-188",357,"Irene Mathyssen","London—Fanshawe",1,2008-02-06,"Notice"
872,"39","39-2","39-2-Q-188","Q-188",357,"Irene Mathyssen","London—Fanshawe",2,2008-03-31,"Answered"
873,"39","39-2","39-2-Q-189","Q-189",357,"Irene Mathyssen","London—Fanshawe",1,2008-02-06,"Notice"
874,"39","39-2","39-2-Q-189","Q-189",357,"Irene Mathyssen","London—Fanshawe",2,2008-03-14,"Answered"
875,"39","39-2","39-2-Q-190","Q-190",357,"Irene Mathyssen","London—Fanshawe",1,2008-02-06,"Notice"
876,"39","39-2","39-2-Q-190","Q-190",357,"Irene Mathyssen","London—Fanshawe",2,2008-02-14,"Answered"
877,"39","39-2","39-2-Q-191","Q-191",148,"Rodger Cuzner","Cape Breton—Canso",1,2008-02-06,"Notice"
878,"39","39-2","39-2-Q-191","Q-191",148,"Rodger Cuzner","Cape Breton—Canso",2,2008-03-31,"Answered"
879,"39","39-2","39-2-Q-192","Q-192",148,"Rodger Cuzner","Cape Breton—Canso",1,2008-02-06,"Notice"
880,"39","39-2","39-2-Q-192","Q-192",148,"Rodger Cuzner","Cape Breton—Canso",2,2008-02-13,"Made an Order for Return and answer tabled"
881,"39","39-2","39-2-Q-193","Q-193",566,"Judy Wasylycia-Leis","Winnipeg North",1,2008-02-08,"Notice"
882,"39","39-2","39-2-Q-193","Q-193",566,"Judy Wasylycia-Leis","Winnipeg North",2,2008-03-31,"Made an Order for Return and answer tabled"
883,"39","39-2","39-2-Q-194","Q-194",140,"Irwin Cotler","Mount Royal",1,2008-02-11,"Notice"
884,"39","39-2","39-2-Q-194","Q-194",140,"Irwin Cotler","Mount Royal",2,2008-03-31,"Answered"
885,"39","39-2","39-2-Q-195","Q-195",475,"Todd Russell","Labrador",1,2008-02-12,"Notice"
886,"39","39-2","39-2-Q-195","Q-195",475,"Todd Russell","Labrador",2,2008-03-31,"Made an Order for Return and answer tabled"
887,"39","39-2","39-2-Q-196","Q-196",475,"Todd Russell","Labrador",1,2008-02-12,"Notice"
888,"39","39-2","39-2-Q-196","Q-196",475,"Todd Russell","Labrador",2,2008-03-31,"Made an Order for Return and answer tabled"
889,"39","39-2","39-2-Q-197","Q-197",475,"Todd Russell","Labrador",1,2008-02-12,"Notice"
890,"39","39-2","39-2-Q-197","Q-197",475,"Todd Russell","Labrador",2,2008-03-31,"Answered"
891,"39","39-2","39-2-Q-198","Q-198",475,"Todd Russell","Labrador",1,2008-02-12,"Notice"
892,"39","39-2","39-2-Q-198","Q-198",475,"Todd Russell","Labrador",2,2008-03-31,"Made an Order for Return and answer tabled"
893,"39","39-2","39-2-Q-199","Q-199",393,"Shawn Murphy","Charlottetown",1,2008-02-14,"Notice"
894,"39","39-2","39-2-Q-200","Q-200",140,"Irwin Cotler","Mount Royal",1,2008-02-14,"Notice"
895,"39","39-2","39-2-Q-200","Q-200",140,"Irwin Cotler","Mount Royal",2,2008-03-31,"Answered"
896,"39","39-2","39-2-Q-201","Q-201",428,"Glen Pearson","London North Centre",1,2008-02-21,"Notice"
897,"39","39-2","39-2-Q-201","Q-201",428,"Glen Pearson","London North Centre",2,2008-05-16,"Made an Order for Return and answer tabled"
898,"39","39-2","39-2-Q-202","Q-202",428,"Glen Pearson","London North Centre",1,2008-02-21,"Notice"
899,"39","39-2","39-2-Q-202","Q-202",428,"Glen Pearson","London North Centre",2,2008-05-28,"Made an Order for Return and answer tabled"
900,"39","39-2","39-2-Q-203","Q-203",231,"Yvon Godin","Acadie—Bathurst",1,2008-02-21,"Notice"
901,"39","39-2","39-2-Q-203","Q-203",231,"Yvon Godin","Acadie—Bathurst",2,2008-03-10,"Withdrawn"
902,"39","39-2","39-2-Q-204","Q-204",144,"Jean Crowder","Nanaimo—Cowichan",1,2008-02-21,"Notice"
903,"39","39-2","39-2-Q-204","Q-204",144,"Jean Crowder","Nanaimo—Cowichan",2,2008-04-04,"Made an Order for Return and answer tabled"
904,"39","39-2","39-2-Q-205","Q-205",280,"Marlene Jennings","Notre-Dame-de-Grâce—Lachine",1,2008-02-26,"Notice"
905,"39","39-2","39-2-Q-205","Q-205",280,"Marlene Jennings","Notre-Dame-de-Grâce—Lachine",2,2008-04-09,"Made an Order for Return and answer tabled"
906,"39","39-2","39-2-Q-206","Q-206",29,"Alex Atamanenko","British Columbia Southern Interior",1,2008-02-26,"Notice"
907,"39","39-2","39-2-Q-206","Q-206",29,"Alex Atamanenko","British Columbia Southern Interior",2,2008-04-09,"Made an Order for Return and answer tabled"
908,"39","39-2","39-2-Q-207","Q-207",166,"Paul Dewar","Ottawa Centre",1,2008-02-27,"Notice"
909,"39","39-2","39-2-Q-207","Q-207",166,"Paul Dewar","Ottawa Centre",2,2008-04-11,"Made an Order for Return and answer tabled"
910,"39","39-2","39-2-Q-208","Q-208",166,"Paul Dewar","Ottawa Centre",1,2008-02-27,"Notice"
911,"39","39-2","39-2-Q-208","Q-208",166,"Paul Dewar","Ottawa Centre",2,2008-04-10,"Made an Order for Return and answer tabled"
912,"39","39-2","39-2-Q-209","Q-209",484,"Francis Scarpaleggia","Lac-Saint-Louis",1,2008-02-29,"Notice"
913,"39","39-2","39-2-Q-209","Q-209",484,"Francis Scarpaleggia","Lac-Saint-Louis",2,2008-06-10,"Answered"
914,"39","39-2","39-2-Q-210","Q-210",484,"Francis Scarpaleggia","Lac-Saint-Louis",1,2008-02-29,"Notice"
915,"39","39-2","39-2-Q-210","Q-210",484,"Francis Scarpaleggia","Lac-Saint-Louis",2,2008-04-09,"Answered"
916,"39","39-2","39-2-Q-211","Q-211",484,"Francis Scarpaleggia","Lac-Saint-Louis",1,2008-02-29,"Notice"
917,"39","39-2","39-2-Q-211","Q-211",484,"Francis Scarpaleggia","Lac-Saint-Louis",2,2008-04-09,"Answered"
918,"39","39-2","39-2-Q-212","Q-212",566,"Judy Wasylycia-Leis","Winnipeg North",1,2008-03-03,"Notice"
919,"39","39-2","39-2-Q-212","Q-212",566,"Judy Wasylycia-Leis","Winnipeg North",2,2008-04-09,"Answered"
920,"39","39-2","39-2-Q-213","Q-213",381,"Maria Minna","Beaches—East York",1,2008-03-05,"Notice"
921,"39","39-2","39-2-Q-213","Q-213",381,"Maria Minna","Beaches—East York",2,2008-04-14,"Answered"
922,"39","39-2","39-2-Q-214","Q-214",500,"Scott Simms","Bonavista—Gander—Grand Falls—Windsor",1,2008-03-06,"Notice"
923,"39","39-2","39-2-Q-214","Q-214",500,"Scott Simms","Bonavista—Gander—Grand Falls—Windsor",2,2008-04-14,"Made an Order for Return and answer tabled"
924,"39","39-2","39-2-Q-215","Q-215",500,"Scott Simms","Bonavista—Gander—Grand Falls—Windsor",1,2008-03-06,"Notice"
925,"39","39-2","39-2-Q-215","Q-215",500,"Scott Simms","Bonavista—Gander—Grand Falls—Windsor",2,2008-05-14,"Made an Order for Return and answer tabled"
926,"39","39-2","39-2-Q-216","Q-216",319,"Derek Lee","Scarborough—Rouge River",1,2008-03-07,"Notice"
927,"39","39-2","39-2-Q-216","Q-216",319,"Derek Lee","Scarborough—Rouge River",2,2008-05-02,"Answered"
928,"39","39-2","39-2-Q-217","Q-217",231,"Yvon Godin","Acadie—Bathurst",1,2008-03-10,"Notice"
929,"39","39-2","39-2-Q-217","Q-217",231,"Yvon Godin","Acadie—Bathurst",2,2008-04-28,"Made an Order for Return and answer tabled"
930,"39","39-2","39-2-Q-218","Q-218",112,"Bill Casey","Cumberland—Colchester—Musquodoboit Valley",1,2008-03-11,"Notice"
931,"39","39-2","39-2-Q-218","Q-218",112,"Bill Casey","Cumberland—Colchester—Musquodoboit Valley",2,2008-04-18,"Made an Order for Return and answer tabled"
932,"39","39-2","39-2-Q-219","Q-219",112,"Bill Casey","Cumberland—Colchester—Musquodoboit Valley",1,2008-03-11,"Notice"
933,"39","39-2","39-2-Q-219","Q-219",112,"Bill Casey","Cumberland—Colchester—Musquodoboit Valley",2,2008-04-28,"Answered"
934,"39","39-2","39-2-Q-220","Q-220",471,"Pablo Rodriguez","Honoré-Mercier",1,2008-03-11,"Notice"
935,"39","39-2","39-2-Q-220","Q-220",471,"Pablo Rodriguez","Honoré-Mercier",2,2008-04-28,"Made an Order for Return and answer tabled"
936,"39","39-2","39-2-Q-221","Q-221",56,"Dennis Bevington","Northwest Territories",1,2008-03-12,"Notice"
937,"39","39-2","39-2-Q-221","Q-221",56,"Dennis Bevington","Northwest Territories",2,2008-04-18,"Answered"
938,"39","39-2","39-2-Q-222","Q-222",112,"Bill Casey","Cumberland—Colchester—Musquodoboit Valley",1,2008-03-27,"Notice"
939,"39","39-2","39-2-Q-222","Q-222",112,"Bill Casey","Cumberland—Colchester—Musquodoboit Valley",2,2008-05-06,"Answered"
940,"39","39-2","39-2-Q-223","Q-223",363,"Alexa McDonough","Halifax",1,2008-03-27,"Notice"
941,"39","39-2","39-2-Q-223","Q-223",363,"Alexa McDonough","Halifax",2,2008-05-09,"Made an Order for Return and answer tabled"
942,"39","39-2","39-2-Q-224","Q-224",363,"Alexa McDonough","Halifax",1,2008-03-27,"Notice"
943,"39","39-2","39-2-Q-224","Q-224",363,"Alexa McDonough","Halifax",2,2008-05-12,"Made an Order for Return and answer tabled"
944,"39","39-2","39-2-Q-225","Q-225",363,"Alexa McDonough","Halifax",1,2008-03-27,"Notice"
945,"39","39-2","39-2-Q-225","Q-225",363,"Alexa McDonough","Halifax",2,2008-05-07,"Made an Order for Return and answer tabled"
946,"39","39-2","39-2-Q-226","Q-226",146,"Roy Cullen","Etobicoke North",1,2008-03-27,"Notice"
947,"39","39-2","39-2-Q-226","Q-226",146,"Roy Cullen","Etobicoke North",2,2008-05-06,"Made an Order for Return and answer tabled"
948,"39","39-2","39-2-Q-227","Q-227",112,"Bill Casey","Cumberland—Colchester—Musquodoboit Valley",1,2008-03-27,"Notice"
949,"39","39-2","39-2-Q-227","Q-227",112,"Bill Casey","Cumberland—Colchester—Musquodoboit Valley",2,2008-05-06,"Answered"
950,"39","39-2","39-2-Q-228","Q-228",146,"Roy Cullen","Etobicoke North",1,2008-03-27,"Notice"
951,"39","39-2","39-2-Q-228","Q-228",146,"Roy Cullen","Etobicoke North",2,2008-05-06,"Answered"
952,"39","39-2","39-2-Q-229","Q-229",56,"Dennis Bevington","Northwest Territories",1,2008-03-31,"Notice"
953,"39","39-2","39-2-Q-229","Q-229",56,"Dennis Bevington","Northwest Territories",2,2008-05-02,"Answered"
954,"39","39-2","39-2-Q-230","Q-230",56,"Dennis Bevington","Northwest Territories",1,2008-04-01,"Notice"
955,"39","39-2","39-2-Q-230","Q-230",56,"Dennis Bevington","Northwest Territories",2,2008-05-13,"Answered"
956,"39","39-2","39-2-Q-231","Q-231",22,"Charlie Angus","Timmins—James Bay",1,2008-04-03,"Notice"
957,"39","39-2","39-2-Q-231","Q-231",22,"Charlie Angus","Timmins—James Bay",2,2008-05-26,"Made an Order for Return and answer tabled"
958,"39","39-2","39-2-Q-232","Q-232",353,"Pat Martin","Winnipeg Centre",1,2008-04-03,"Notice"
959,"39","39-2","39-2-Q-232","Q-232",353,"Pat Martin","Winnipeg Centre",2,2008-05-07,"Answered"
960,"39","39-2","39-2-Q-233","Q-233",363,"Alexa McDonough","Halifax",1,2008-04-07,"Notice"
961,"39","39-2","39-2-Q-233","Q-233",363,"Alexa McDonough","Halifax",2,2008-05-26,"Made an Order for Return and answer tabled"
962,"39","39-2","39-2-Q-234","Q-234",146,"Roy Cullen","Etobicoke North",1,2008-04-07,"Notice"
963,"39","39-2","39-2-Q-234","Q-234",146,"Roy Cullen","Etobicoke North",2,2008-05-15,"Made an Order for Return and answer tabled"
964,"39","39-2","39-2-Q-235","Q-235",280,"Marlene Jennings","Notre-Dame-de-Grâce—Lachine",1,2008-04-08,"Notice"
965,"39","39-2","39-2-Q-235","Q-235",280,"Marlene Jennings","Notre-Dame-de-Grâce—Lachine",2,2008-05-16,"Answered"
966,"39","39-2","39-2-Q-236","Q-236",343,"Gurbax Malhi","Bramalea—Gore—Malton",1,2008-04-08,"Notice"
967,"39","39-2","39-2-Q-236","Q-236",343,"Gurbax Malhi","Bramalea—Gore—Malton",2,2008-05-26,"Made an Order for Return and answer tabled"
968,"39","39-2","39-2-Q-237","Q-237",22,"Charlie Angus","Timmins—James Bay",1,2008-04-09,"Notice"
969,"39","39-2","39-2-Q-237","Q-237",22,"Charlie Angus","Timmins—James Bay",2,2008-05-26,"Made an Order for Return and answer tabled"
970,"39","39-2","39-2-Q-238","Q-238",22,"Charlie Angus","Timmins—James Bay",1,2008-04-10,"Notice"
971,"39","39-2","39-2-Q-238","Q-238",22,"Charlie Angus","Timmins—James Bay",2,2008-05-26,"Made an Order for Return and answer tabled"
972,"39","39-2","39-2-Q-239","Q-239",480,"Michael Savage","Dartmouth—Cole Harbour",1,2008-04-14,"Notice"
973,"39","39-2","39-2-Q-239","Q-239",480,"Michael Savage","Dartmouth—Cole Harbour",2,2008-05-26,"Made an Order for Return and answer tabled"
974,"39","39-2","39-2-Q-240","Q-240",480,"Michael Savage","Dartmouth—Cole Harbour",1,2008-04-14,"Notice"
