"","committee_acronym","parliament_number","session_number","date_change","position","first_name","last_name","full_name"
"189.4","SCHP","41","2","2014-02-05","Member","Pierre","Nantel","Pierre Nantel"
"189.5","SCHP","41","2","2014-02-05","Member","John","Weston","John Weston"
"190.1","SCHP","41","2","2015-08-02","Chair","Gordon","Brown","Gordon Brown"
"190.2","SCHP","41","2","2015-08-02","Member","Stéphane","Dion","Stéphane Dion"
"190.3","SCHP","41","2","2015-08-02","Member","Rick","Dykstra","Rick Dykstra"
"190.4","SCHP","41","2","2015-08-02","Member","Pierre","Nantel","Pierre Nantel"
"190.5","SCHP","41","2","2015-08-02","Member","John","Weston","John Weston"
"191.1","SCHP","42","1","2016-02-04","Chair","Hedy","Fry","Hedy Fry"
"191.2","SCHP","42","1","2016-02-04","Member","Larry","Maguire","Larry Maguire"
"191.3","SCHP","42","1","2016-02-04","Member","Pierre","Nantel","Pierre Nantel"
"191.4","SCHP","42","1","2016-02-04","Member","Seamus","O'Regan","Seamus O'Regan"
"191.5","SCHP","42","1","2016-02-04","Member","Darrell","Samson","Darrell Samson"
"192.1","SCHP","42","1","2017-09-18","Chair","Hedy","Fry","Hedy Fry"
"192.2","SCHP","42","1","2017-09-18","Member","Pierre","Nantel","Pierre Nantel"
"192.3","SCHP","42","1","2017-09-18","Member","Peter","Van Loan","Peter Van Loan"
"193.1","SCHP","42","1","2018-02-05","Member","Pierre","Nantel","Pierre Nantel"
"193.2","SCHP","42","1","2018-02-05","Member","Peter","Van Loan","Peter Van Loan"
"194.1","SCHP","42","1","2018-02-06","Chair","Julie","Dabrusin","Julie Dabrusin"
"194.2","SCHP","42","1","2018-02-06","Member","Julie","Dzerowicz","Julie Dzerowicz"
"194.3","SCHP","42","1","2018-02-06","Member","Gordie","Hogg","Gordie Hogg"
"194.4","SCHP","42","1","2018-02-06","Member","Pierre","Nantel","Pierre Nantel"
"194.5","SCHP","42","1","2018-02-06","Member","Peter","Van Loan","Peter Van Loan"
"195.1","SCHP","42","1","2018-09-19","Chair","Julie","Dabrusin","Julie Dabrusin"
"195.2","SCHP","42","1","2018-09-19","Member","Gordie","Hogg","Gordie Hogg"
"195.3","SCHP","42","1","2018-09-19","Member","Pierre","Nantel","Pierre Nantel"
"195.4","SCHP","42","1","2018-09-19","Member","Peter","Van Loan","Peter Van Loan"
"196.1","SCHP","42","1","2018-10-03","Chair","Julie","Dabrusin","Julie Dabrusin"
"196.2","SCHP","42","1","2018-10-03","Member","Gordie","Hogg","Gordie Hogg"
"196.3","SCHP","42","1","2018-10-03","Member","Wayne","Long","Wayne Long"
"196.4","SCHP","42","1","2018-10-03","Member","Pierre","Nantel","Pierre Nantel"
"197.1","SCHP","42","1","2018-10-04","Chair","Julie","Dabrusin","Julie Dabrusin"
"197.2","SCHP","42","1","2018-10-04","Member","Steven","Blaney","Steven Blaney"
"197.3","SCHP","42","1","2018-10-04","Member","Gordie","Hogg","Gordie Hogg"
"197.4","SCHP","42","1","2018-10-04","Member","Wayne","Long","Wayne Long"
"197.5","SCHP","42","1","2018-10-04","Member","Pierre","Nantel","Pierre Nantel"
"198.1","SCHP","42","1","2019-09-11","Chair","Julie","Dabrusin","Julie Dabrusin"
"198.2","SCHP","42","1","2019-09-11","Member","Steven","Blaney","Steven Blaney"
"198.3","SCHP","42","1","2019-09-11","Member","Gordie","Hogg","Gordie Hogg"
"198.4","SCHP","42","1","2019-09-11","Member","Wayne","Long","Wayne Long"
"198.5","SCHP","42","1","2019-09-11","Member","Pierre","Nantel","Pierre Nantel"
"199.1","SCII","39","1","2006-05-15","Chair","Leon","Benoit","Leon Benoit"
"199.2","SCII","39","1","2006-05-15","Co-chair","Lui","Temelkovski","Lui Temelkovski"
"199.3","SCII","39","1","2006-05-15","Co-chair","Pierre A.","Paquette","Pierre A. Paquette"
"199.4","SCII","39","1","2006-05-15","Member","Ron","Cannan","Ron Cannan"
"199.5","SCII","39","1","2006-05-15","Member","Peter","Julian","Peter Julian"
"201.1","SCII","39","1","2006-09-28","Chair","Leon","Benoit","Leon Benoit"
"201.2","SCII","39","1","2006-09-28","Co-chair","Lui","Temelkovski","Lui Temelkovski"
"201.3","SCII","39","1","2006-09-28","Co-chair","Serge","Cardin","Serge Cardin"
"201.4","SCII","39","1","2006-09-28","Member","Ron","Cannan","Ron Cannan"
"201.5","SCII","39","1","2006-09-28","Member","Peter","Julian","Peter Julian"
"202.1","SCII","39","1","2007-09-14","Chair","Leon","Benoit","Leon Benoit"
"202.2","SCII","39","1","2007-09-14","Co-chair","Lui","Temelkovski","Lui Temelkovski"
"202.3","SCII","39","1","2007-09-14","Co-chair","Serge","Cardin","Serge Cardin"
"202.4","SCII","39","1","2007-09-14","Member","Ron","Cannan","Ron Cannan"
"202.5","SCII","39","1","2007-09-14","Member","Peter","Julian","Peter Julian"
"203.1","SCII","39","2","2007-11-15","Chair","Lee","Richardson","Lee Richardson"
"203.2","SCII","39","2","2007-11-15","Member","Serge","Cardin","Serge Cardin"
"203.3","SCII","39","2","2007-11-15","Member","Peter","Julian","Peter Julian"
"203.4","SCII","39","2","2007-11-15","Member","John","Maloney","John Maloney"
"204.1","SCII","39","2","2008-09-07","Chair","Lee","Richardson","Lee Richardson"
"204.2","SCII","39","2","2008-09-07","Member","Serge","Cardin","Serge Cardin"
"204.3","SCII","39","2","2008-09-07","Member","Peter","Julian","Peter Julian"
"204.4","SCII","39","2","2008-09-07","Member","John","Maloney","John Maloney"
"205.1","SCII","41","1","2011-06-23","Chair","Rob","Merrifield","Rob Merrifield"
"205.2","SCII","41","1","2011-06-23","Co-chair","Robert","Chisholm","Robert Chisholm"
"205.3","SCII","41","1","2011-06-23","Member","Wayne","Easter","Wayne Easter"
"205.4","SCII","41","1","2011-06-23","Member","Gerald","Keddy","Gerald Keddy"
"206.1","SCII","41","1","2011-11-02","Chair","Rob","Merrifield","Rob Merrifield"
"206.2","SCII","41","1","2011-11-02","Member","Wayne","Easter","Wayne Easter"
"206.3","SCII","41","1","2011-11-02","Member","Gerald","Keddy","Gerald Keddy"
"207.1","SCII","41","1","2012-04-26","Chair","Rob","Merrifield","Rob Merrifield"
"207.2","SCII","41","1","2012-04-26","Member","Wayne","Easter","Wayne Easter"
"207.3","SCII","41","1","2012-04-26","Member","Gerald","Keddy","Gerald Keddy"
"208.1","SCII","41","1","2012-04-27","Chair","Rob","Merrifield","Rob Merrifield"
"208.2","SCII","41","1","2012-04-27","Member","Wayne","Easter","Wayne Easter"
"208.3","SCII","41","1","2012-04-27","Member","Gerald","Keddy","Gerald Keddy"
"209.1","SCII","41","1","2012-05-02","Chair","Rob","Merrifield","Rob Merrifield"
"209.2","SCII","41","1","2012-05-02","Member","Don","Davies","Don Davies"
"209.3","SCII","41","1","2012-05-02","Member","Wayne","Easter","Wayne Easter"
"209.4","SCII","41","1","2012-05-02","Member","Gerald","Keddy","Gerald Keddy"
"210.1","SCII","41","1","2012-12-11","Chair","Rob","Merrifield","Rob Merrifield"
"210.2","SCII","41","1","2012-12-11","Member","Don","Davies","Don Davies"
"210.3","SCII","41","1","2012-12-11","Member","Wayne","Easter","Wayne Easter"
"210.4","SCII","41","1","2012-12-11","Member","Ed","Holder","Ed Holder"
"210.5","SCII","41","1","2012-12-11","Member","Gerald","Keddy","Gerald Keddy"
"211.1","SCII","41","1","2013-09-13","Chair","Rob","Merrifield","Rob Merrifield"
"211.2","SCII","41","1","2013-09-13","Member","Don","Davies","Don Davies"
"211.3","SCII","41","1","2013-09-13","Member","Wayne","Easter","Wayne Easter"
"211.4","SCII","41","1","2013-09-13","Member","Ed","Holder","Ed Holder"
"211.5","SCII","41","1","2013-09-13","Member","Gerald","Keddy","Gerald Keddy"
"212.1","SCII","41","2","2013-10-29","Chair","Rob","Merrifield","Rob Merrifield"
"212.2","SCII","41","2","2013-10-29","Member","Don","Davies","Don Davies"
"212.3","SCII","41","2","2013-10-29","Member","Erin","O'Toole","Erin O'Toole"
"213.1","SCII","41","2","2013-10-31","Chair","Rob","Merrifield","Rob Merrifield"
"213.2","SCII","41","2","2013-10-31","Member","Don","Davies","Don Davies"
"213.3","SCII","41","2","2013-10-31","Member","Erin","O'Toole","Erin O'Toole"
"213.4","SCII","41","2","2013-10-31","Member","Massimo","Pacetti","Massimo Pacetti"
"214.1","SCII","41","2","2014-02-09","Member","Don","Davies","Don Davies"
"214.2","SCII","41","2","2014-02-09","Member","Rob","Merrifield","Rob Merrifield"
"214.3","SCII","41","2","2014-02-09","Member","Erin","O'Toole","Erin O'Toole"
"214.4","SCII","41","2","2014-02-09","Member","Massimo","Pacetti","Massimo Pacetti"
"216.1","SCII","41","2","2014-02-11","Chair","Rob","Merrifield","Rob Merrifield"
"216.2","SCII","41","2","2014-02-11","Member","Don","Davies","Don Davies"
"216.3","SCII","41","2","2014-02-11","Member","Erin","O'Toole","Erin O'Toole"
"216.4","SCII","41","2","2014-02-11","Member","Massimo","Pacetti","Massimo Pacetti"
"217.1","SCII","41","2","2014-09-17","Member","Don","Davies","Don Davies"
"217.2","SCII","41","2","2014-09-17","Member","Erin","O'Toole","Erin O'Toole"
"217.3","SCII","41","2","2014-09-17","Member","Massimo","Pacetti","Massimo Pacetti"
"218.1","SCII","41","2","2014-09-30","Chair","Randy","Hoback","Randy Hoback"
"218.2","SCII","41","2","2014-09-30","Member","Don","Davies","Don Davies"
"218.3","SCII","41","2","2014-09-30","Member","Erin","O'Toole","Erin O'Toole"
"218.4","SCII","41","2","2014-09-30","Member","Massimo","Pacetti","Massimo Pacetti"
"219.1","SCII","41","2","2014-11-05","Chair","Randy","Hoback","Randy Hoback"
"219.2","SCII","41","2","2014-11-05","Member","Don","Davies","Don Davies"
"219.3","SCII","41","2","2014-11-05","Member","Erin","O'Toole","Erin O'Toole"
"220.1","SCII","41","2","2015-08-02","Chair","Randy","Hoback","Randy Hoback"
"220.2","SCII","41","2","2015-08-02","Member","Don","Davies","Don Davies"
"220.3","SCII","41","2","2015-08-02","Member","Erin","O'Toole","Erin O'Toole"
"221.1","SCII","42","1","2016-04-12","Chair","Mark","Eyking","Mark Eyking"
"221.2","SCII","42","1","2016-04-12","Member","Randy","Hoback","Randy Hoback"
"221.3","SCII","42","1","2016-04-12","Member","Karen","Ludwig","Karen Ludwig"
"221.4","SCII","42","1","2016-04-12","Member","Kyle","Peterson","Kyle Peterson"
"221.5","SCII","42","1","2016-04-12","Member","Tracey","Ramsey","Tracey Ramsey"
"222.1","SCII","42","1","2017-09-18","Chair","Mark","Eyking","Mark Eyking"
"222.2","SCII","42","1","2017-09-18","Member","Dean","Allison","Dean Allison"
"222.3","SCII","42","1","2017-09-18","Member","Karen","Ludwig","Karen Ludwig"
"222.4","SCII","42","1","2017-09-18","Member","Kyle","Peterson","Kyle Peterson"
"222.5","SCII","42","1","2017-09-18","Member","Tracey","Ramsey","Tracey Ramsey"
"223.1","SCII","42","1","2019-09-11","Chair","Mark","Eyking","Mark Eyking"
"223.2","SCII","42","1","2019-09-11","Member","Dean","Allison","Dean Allison"
"223.3","SCII","42","1","2019-09-11","Member","Karen","Ludwig","Karen Ludwig"
"223.4","SCII","42","1","2019-09-11","Member","Kyle","Peterson","Kyle Peterson"
"223.5","SCII","42","1","2019-09-11","Member","Tracey","Ramsey","Tracey Ramsey"
"224.1","SCIM","38","1","2004-12-07","Chair","Andrew","Telegdi","Andrew Telegdi"
"224.2","SCIM","38","1","2004-12-07","Co-chair","Inky","Mark","Inky Mark"
"224.3","SCIM","38","1","2004-12-07","Co-chair","Meili","Faille","Meili Faille"
"224.4","SCIM","38","1","2004-12-07","Member","Diane","Ablonczy","Diane Ablonczy"
"224.5","SCIM","38","1","2004-12-07","Member","Bill","Siksay","Bill Siksay"
"224.6","SCIM","38","1","2004-12-07","Member","Lui","Temelkovski","Lui Temelkovski"
"226.1","SCIM","38","1","2005-10-18","Chair","Andrew","Telegdi","Andrew Telegdi"
"226.2","SCIM","38","1","2005-10-18","Co-chair","Art","Hanger","Art Hanger"
"226.3","SCIM","38","1","2005-10-18","Co-chair","Meili","Faille","Meili Faille"
"226.4","SCIM","38","1","2005-10-18","Member","Diane","Ablonczy","Diane Ablonczy"
"226.5","SCIM","38","1","2005-10-18","Member","Bill","Siksay","Bill Siksay"
"226.6","SCIM","38","1","2005-10-18","Member","Lui","Temelkovski","Lui Temelkovski"
"227.1","SCIM","38","1","2005-11-29","Chair","Andrew","Telegdi","Andrew Telegdi"
"227.2","SCIM","38","1","2005-11-29","Co-chair","Art","Hanger","Art Hanger"
"227.3","SCIM","38","1","2005-11-29","Co-chair","Meili","Faille","Meili Faille"
"227.4","SCIM","38","1","2005-11-29","Member","Diane","Ablonczy","Diane Ablonczy"
"227.5","SCIM","38","1","2005-11-29","Member","Bill","Siksay","Bill Siksay"
"227.6","SCIM","38","1","2005-11-29","Member","Lui","Temelkovski","Lui Temelkovski"
"228.1","SCIM","39","1","2006-05-08","Chair","Norman E.","Doyle","Norman E. Doyle"
"228.2","SCIM","39","1","2006-05-08","Co-chair","Andrew","Telegdi","Andrew Telegdi"
"228.3","SCIM","39","1","2006-05-08","Co-chair","Meili","Faille","Meili Faille"
"228.4","SCIM","39","1","2006-05-08","Member","Bill","Siksay","Bill Siksay"
"230.1","SCIM","39","1","2006-09-26","Chair","Norman E.","Doyle","Norman E. Doyle"
"230.2","SCIM","39","1","2006-09-26","Co-chair","Meili","Faille","Meili Faille"
"230.3","SCIM","39","1","2006-09-26","Member","Bill","Siksay","Bill Siksay"
"230.4","SCIM","39","1","2006-09-26","Member","Andrew","Telegdi","Andrew Telegdi"
"231.1","SCIM","39","1","2006-10-17","Chair","Norman E.","Doyle","Norman E. Doyle"
"231.2","SCIM","39","1","2006-10-17","Co-chair","Meili","Faille","Meili Faille"
"231.3","SCIM","39","1","2006-10-17","Member","Raymonde","Folco","Raymonde Folco"
"231.4","SCIM","39","1","2006-10-17","Member","Rahim","Jaffer","Rahim Jaffer"
"231.5","SCIM","39","1","2006-10-17","Member","Bill","Siksay","Bill Siksay"
"231.6","SCIM","39","1","2006-10-17","Member","Andrew","Telegdi","Andrew Telegdi"
"232.1","SCIM","39","1","2006-10-26","Chair","Norman E.","Doyle","Norman E. Doyle"
"232.2","SCIM","39","1","2006-10-26","Co-chair","Andrew","Telegdi","Andrew Telegdi"
"232.3","SCIM","39","1","2006-10-26","Co-chair","Meili","Faille","Meili Faille"
"232.4","SCIM","39","1","2006-10-26","Member","Raymonde","Folco","Raymonde Folco"
"232.5","SCIM","39","1","2006-10-26","Member","Rahim","Jaffer","Rahim Jaffer"
"232.6","SCIM","39","1","2006-10-26","Member","Bill","Siksay","Bill Siksay"
"233.1","SCIM","39","1","2007-01-30","Chair","Norman E.","Doyle","Norman E. Doyle"
"233.2","SCIM","39","1","2007-01-30","Co-chair","Andrew","Telegdi","Andrew Telegdi"
"233.3","SCIM","39","1","2007-01-30","Co-chair","Meili","Faille","Meili Faille"
"233.4","SCIM","39","1","2007-01-30","Member","Omar","Alghabra","Omar Alghabra"
"233.5","SCIM","39","1","2007-01-30","Member","Rahim","Jaffer","Rahim Jaffer"
"233.6","SCIM","39","1","2007-01-30","Member","Bill","Siksay","Bill Siksay"
"234.1","SCIM","39","1","2007-04-26","Chair","Norman E.","Doyle","Norman E. Doyle"
"234.2","SCIM","39","1","2007-04-26","Co-chair","Andrew","Telegdi","Andrew Telegdi"
"234.3","SCIM","39","1","2007-04-26","Co-chair","Meili","Faille","Meili Faille"
"234.4","SCIM","39","1","2007-04-26","Member","Omar","Alghabra","Omar Alghabra"
"234.5","SCIM","39","1","2007-04-26","Member","Bill","Siksay","Bill Siksay"
"235.1","SCIM","39","1","2007-05-09","Chair","Norman E.","Doyle","Norman E. Doyle"
"235.2","SCIM","39","1","2007-05-09","Co-chair","Andrew","Telegdi","Andrew Telegdi"
"235.3","SCIM","39","1","2007-05-09","Co-chair","Meili","Faille","Meili Faille"
"235.4","SCIM","39","1","2007-05-09","Member","Omar","Alghabra","Omar Alghabra"
"235.5","SCIM","39","1","2007-05-09","Member","Barry","Devolin","Barry Devolin"
"235.6","SCIM","39","1","2007-05-09","Member","Bill","Siksay","Bill Siksay"
"236.1","SCIM","39","1","2007-09-14","Chair","Norman E.","Doyle","Norman E. Doyle"
"236.2","SCIM","39","1","2007-09-14","Co-chair","Andrew","Telegdi","Andrew Telegdi"
"236.3","SCIM","39","1","2007-09-14","Co-chair","Meili","Faille","Meili Faille"
"236.4","SCIM","39","1","2007-09-14","Member","Omar","Alghabra","Omar Alghabra"
"236.5","SCIM","39","1","2007-09-14","Member","Barry","Devolin","Barry Devolin"
"236.6","SCIM","39","1","2007-09-14","Member","Bill","Siksay","Bill Siksay"
"237.1","SCIM","39","2","2007-11-20","Chair","Norman E.","Doyle","Norman E. Doyle"
"237.2","SCIM","39","2","2007-11-20","Co-chair","Andrew","Telegdi","Andrew Telegdi"
"237.3","SCIM","39","2","2007-11-20","Co-chair","Meili","Faille","Meili Faille"
"237.4","SCIM","39","2","2007-11-20","Member","Olivia","Chow","Olivia Chow"
"237.5","SCIM","39","2","2007-11-20","Member","Jim","Karygiannis","Jim Karygiannis"
"237.6","SCIM","39","2","2007-11-20","Member","Ed","Komarnicki","Ed Komarnicki"
"238.1","SCIM","39","2","2008-01-30","Chair","Norman E.","Doyle","Norman E. Doyle"
"238.2","SCIM","39","2","2008-01-30","Co-chair","Andrew","Telegdi","Andrew Telegdi"
"238.3","SCIM","39","2","2008-01-30","Co-chair","Thierry","St-Cyr","Thierry St-Cyr"
"238.4","SCIM","39","2","2008-01-30","Member","Olivia","Chow","Olivia Chow"
"238.5","SCIM","39","2","2008-01-30","Member","Jim","Karygiannis","Jim Karygiannis"
"238.6","SCIM","39","2","2008-01-30","Member","Ed","Komarnicki","Ed Komarnicki"
"239.1","SCIM","39","2","2008-09-07","Chair","Norman E.","Doyle","Norman E. Doyle"
"239.2","SCIM","39","2","2008-09-07","Co-chair","Andrew","Telegdi","Andrew Telegdi"
"239.3","SCIM","39","2","2008-09-07","Co-chair","Thierry","St-Cyr","Thierry St-Cyr"
"239.4","SCIM","39","2","2008-09-07","Member","Olivia","Chow","Olivia Chow"
"239.5","SCIM","39","2","2008-09-07","Member","Jim","Karygiannis","Jim Karygiannis"
"239.6","SCIM","39","2","2008-09-07","Member","Ed","Komarnicki","Ed Komarnicki"
"240.1","SCIM","40","2","2009-02-03","Chair","David","Tilson","David Tilson"
"240.2","SCIM","40","2","2009-02-03","Member","Maurizio","Bevilacqua","Maurizio Bevilacqua"
"240.3","SCIM","40","2","2009-02-03","Member","Olivia","Chow","Olivia Chow"
"240.4","SCIM","40","2","2009-02-03","Member","Rick","Dykstra","Rick Dykstra"
"240.5","SCIM","40","2","2009-02-03","Member","Thierry","St-Cyr","Thierry St-Cyr"
"242.1","SCIM","40","2","2009-10-01","Chair","David","Tilson","David Tilson"
"242.2","SCIM","40","2","2009-10-01","Co-chair","Maurizio","Bevilacqua","Maurizio Bevilacqua"
"242.3","SCIM","40","2","2009-10-01","Co-chair","Thierry","St-Cyr","Thierry St-Cyr"
"242.4","SCIM","40","2","2009-10-01","Member","Olivia","Chow","Olivia Chow"
"242.5","SCIM","40","2","2009-10-01","Member","Rick","Dykstra","Rick Dykstra"
"243.1","SCIM","40","2","2009-12-30","Chair","David","Tilson","David Tilson"
"243.2","SCIM","40","2","2009-12-30","Co-chair","Maurizio","Bevilacqua","Maurizio Bevilacqua"
"243.3","SCIM","40","2","2009-12-30","Co-chair","Thierry","St-Cyr","Thierry St-Cyr"
"243.4","SCIM","40","2","2009-12-30","Member","Olivia","Chow","Olivia Chow"
"243.5","SCIM","40","2","2009-12-30","Member","Rick","Dykstra","Rick Dykstra"
"244.1","SCIM","40","3","2010-03-11","Chair","David","Tilson","David Tilson"
"244.2","SCIM","40","3","2010-03-11","Co-chair","Maurizio","Bevilacqua","Maurizio Bevilacqua"
"244.3","SCIM","40","3","2010-03-11","Co-chair","Thierry","St-Cyr","Thierry St-Cyr"
"244.4","SCIM","40","3","2010-03-11","Member","Olivia","Chow","Olivia Chow"
"244.5","SCIM","40","3","2010-03-11","Member","Rick","Dykstra","Rick Dykstra"
"246.1","SCIM","40","3","2010-09-29","Chair","David","Tilson","David Tilson"
"246.2","SCIM","40","3","2010-09-29","Co-chair","Borys","Wrzesnewskyj","Borys Wrzesnewskyj"
"246.3","SCIM","40","3","2010-09-29","Co-chair","Thierry","St-Cyr","Thierry St-Cyr"
"246.4","SCIM","40","3","2010-09-29","Member","Olivia","Chow","Olivia Chow"
"246.5","SCIM","40","3","2010-09-29","Member","Rick","Dykstra","Rick Dykstra"
"247.1","SCIM","40","3","2011-03-26","Chair","David","Tilson","David Tilson"
"247.2","SCIM","40","3","2011-03-26","Co-chair","Borys","Wrzesnewskyj","Borys Wrzesnewskyj"
"247.3","SCIM","40","3","2011-03-26","Co-chair","Thierry","St-Cyr","Thierry St-Cyr"
"247.4","SCIM","40","3","2011-03-26","Member","Olivia","Chow","Olivia Chow"
"247.5","SCIM","40","3","2011-03-26","Member","Rick","Dykstra","Rick Dykstra"
"248.1","SCIM","41","1","2011-06-23","Chair","David","Tilson","David Tilson"
"248.2","SCIM","41","1","2011-06-23","Member","Don","Davies","Don Davies"
"248.3","SCIM","41","1","2011-06-23","Member","Rick","Dykstra","Rick Dykstra"
"248.4","SCIM","41","1","2011-06-23","Member","Kevin","Lamoureux","Kevin Lamoureux"
"248.5","SCIM","41","1","2011-06-23","Member","Chungsen","Leung","Chungsen Leung"
"249.1","SCIM","41","1","2012-04-23","Chair","David","Tilson","David Tilson"
"249.2","SCIM","41","1","2012-04-23","Member","Rick","Dykstra","Rick Dykstra"
"249.3","SCIM","41","1","2012-04-23","Member","Kevin","Lamoureux","Kevin Lamoureux"
"249.4","SCIM","41","1","2012-04-23","Member","Chungsen","Leung","Chungsen Leung"
"249.5","SCIM","41","1","2012-04-23","Member","Jinny Jogindera","Sims","Jinny Jogindera Sims"
"250.1","SCIM","41","1","2012-09-20","Member","Rick","Dykstra","Rick Dykstra"
"250.2","SCIM","41","1","2012-09-20","Member","Kevin","Lamoureux","Kevin Lamoureux"
"250.3","SCIM","41","1","2012-09-20","Member","Chungsen","Leung","Chungsen Leung"
"250.4","SCIM","41","1","2012-09-20","Member","Jinny Jogindera","Sims","Jinny Jogindera Sims"
"250.5","SCIM","41","1","2012-09-20","Member","David","Tilson","David Tilson"
"251.1","SCIM","41","1","2012-09-26","Chair","David","Tilson","David Tilson"
"251.2","SCIM","41","1","2012-09-26","Member","Rick","Dykstra","Rick Dykstra"
"251.3","SCIM","41","1","2012-09-26","Member","Kevin","Lamoureux","Kevin Lamoureux"
"251.4","SCIM","41","1","2012-09-26","Member","Chungsen","Leung","Chungsen Leung"
"251.5","SCIM","41","1","2012-09-26","Member","Jinny Jogindera","Sims","Jinny Jogindera Sims"
"252.1","SCIM","41","1","2013-09-13","Chair","David","Tilson","David Tilson"
"252.2","SCIM","41","1","2013-09-13","Member","Rick","Dykstra","Rick Dykstra"
"252.3","SCIM","41","1","2013-09-13","Member","Kevin","Lamoureux","Kevin Lamoureux"
"252.4","SCIM","41","1","2013-09-13","Member","Chungsen","Leung","Chungsen Leung"
"252.5","SCIM","41","1","2013-09-13","Member","Jinny Jogindera","Sims","Jinny Jogindera Sims"
"253.1","SCIM","41","2","2013-10-29","Chair","David","Tilson","David Tilson"
"253.2","SCIM","41","2","2013-10-29","Member","Lysane","Blanchette-Lamothe","Lysane Blanchette-Lamothe"
"253.3","SCIM","41","2","2013-10-29","Member","Chungsen","Leung","Chungsen Leung"
"253.4","SCIM","41","2","2013-10-29","Member","John","McCallum","John McCallum"
"253.5","SCIM","41","2","2013-10-29","Member","Costas","Menegakis","Costas Menegakis"
"255.1","SCIM","41","2","2014-02-04","Chair","David","Tilson","David Tilson"
"255.2","SCIM","41","2","2014-02-04","Member","Lysane","Blanchette-Lamothe","Lysane Blanchette-Lamothe"
"255.3","SCIM","41","2","2014-02-04","Member","Chungsen","Leung","Chungsen Leung"
"255.4","SCIM","41","2","2014-02-04","Member","John","McCallum","John McCallum"
"255.5","SCIM","41","2","2014-02-04","Member","Costas","Menegakis","Costas Menegakis"
"256.1","SCIM","41","2","2014-11-19","Chair","David","Tilson","David Tilson"
"256.2","SCIM","41","2","2014-11-19","Member","Chungsen","Leung","Chungsen Leung"
"256.3","SCIM","41","2","2014-11-19","Member","John","McCallum","John McCallum"
"256.4","SCIM","41","2","2014-11-19","Member","Costas","Menegakis","Costas Menegakis"
"257.1","SCIM","41","2","2014-12-03","Chair","David","Tilson","David Tilson"
"257.2","SCIM","41","2","2014-12-03","Member","Pierre","Dionne Labelle","Pierre Dionne Labelle"
"257.3","SCIM","41","2","2014-12-03","Member","Chungsen","Leung","Chungsen Leung"
"257.4","SCIM","41","2","2014-12-03","Member","John","McCallum","John McCallum"
"257.5","SCIM","41","2","2014-12-03","Member","Costas","Menegakis","Costas Menegakis"
"258.1","SCIM","41","2","2014-12-29","Chair","David","Tilson","David Tilson"
"258.2","SCIM","41","2","2014-12-29","Member","Chungsen","Leung","Chungsen Leung"
"258.3","SCIM","41","2","2014-12-29","Member","John","McCallum","John McCallum"
"258.4","SCIM","41","2","2014-12-29","Member","Costas","Menegakis","Costas Menegakis"
"259.1","SCIM","41","2","2015-01-29","Chair","David","Tilson","David Tilson"
"259.2","SCIM","41","2","2015-01-29","Member","Lysane","Blanchette-Lamothe","Lysane Blanchette-Lamothe"
"259.3","SCIM","41","2","2015-01-29","Member","Chungsen","Leung","Chungsen Leung"
"259.4","SCIM","41","2","2015-01-29","Member","John","McCallum","John McCallum"
"259.5","SCIM","41","2","2015-01-29","Member","Costas","Menegakis","Costas Menegakis"
"260.1","SCIM","41","2","2015-08-02","Chair","David","Tilson","David Tilson"
"260.2","SCIM","41","2","2015-08-02","Member","Lysane","Blanchette-Lamothe","Lysane Blanchette-Lamothe"
"260.3","SCIM","41","2","2015-08-02","Member","Chungsen","Leung","Chungsen Leung"
"260.4","SCIM","41","2","2015-08-02","Member","John","McCallum","John McCallum"
"260.5","SCIM","41","2","2015-08-02","Member","Costas","Menegakis","Costas Menegakis"
"261.1","SCIM","42","1","2016-02-16","Chair","Borys","Wrzesnewskyj","Borys Wrzesnewskyj"
"261.2","SCIM","42","1","2016-02-16","Member","Jenny","Kwan","Jenny Kwan"
"261.3","SCIM","42","1","2016-02-16","Member","Marwan","Tabbara","Marwan Tabbara"
"261.4","SCIM","42","1","2016-02-16","Member","David","Tilson","David Tilson"
"261.5","SCIM","42","1","2016-02-16","Member","Salma","Zahid","Salma Zahid"
"262.1","SCIM","42","1","2016-09-29","Chair","Borys","Wrzesnewskyj","Borys Wrzesnewskyj"
"262.2","SCIM","42","1","2016-09-29","Member","Julie","Dzerowicz","Julie Dzerowicz"
"262.3","SCIM","42","1","2016-09-29","Member","Jenny","Kwan","Jenny Kwan"
"262.4","SCIM","42","1","2016-09-29","Member","David","Tilson","David Tilson"
"262.5","SCIM","42","1","2016-09-29","Member","Salma","Zahid","Salma Zahid"
"263.1","SCIM","42","1","2017-09-18","Member","Julie","Dzerowicz","Julie Dzerowicz"
"263.2","SCIM","42","1","2017-09-18","Member","Jenny","Kwan","Jenny Kwan"
"263.3","SCIM","42","1","2017-09-18","Member","Salma","Zahid","Salma Zahid"
"264.1","SCIM","42","1","2017-09-19","Member","Jenny","Kwan","Jenny Kwan"
"264.2","SCIM","42","1","2017-09-19","Member","Salma","Zahid","Salma Zahid"
"265.1","SCIM","42","1","2017-09-21","Chair","Robert","Oliphant","Robert Oliphant"
"265.2","SCIM","42","1","2017-09-21","Member","Jenny","Kwan","Jenny Kwan"
"265.3","SCIM","42","1","2017-09-21","Member","Michelle","Rempel","Michelle Rempel"
