"","parliament_number","session_number","chamber_number","committee_number","member_number","committee_name","committee_acronym","committee_ID","member_name","member_ID","constituency_name","constituency_ID","position","start_date","end_date","observation_mumber","parliament_path","chamber_path","committee_path","member_path","observation_path"
"737",39,1,1,11,226,"Health","HESA","/chamber-1/committee-11","Ken Dryden","/chamber-1/member-226","York Centre","/chamber-1/constituency-453","Member","2006-04-26","2007-01-31","737","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-11","/parliament-39/chamber-1/committee-11/member-226","/parliament-39/chamber-1/committee-11/member-226"
"738",39,1,1,1,238,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Rick Dykstra","/chamber-1/member-238","St. Catharines","/chamber-1/constituency-391","Associate Member","2006-04-26","2007-09-14","738","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-1","/parliament-39/chamber-1/committee-1/member-238","/parliament-39/chamber-1/committee-1/member-238"
"739",39,1,1,7,238,"Finance","FINA","/chamber-1/committee-7","Rick Dykstra","/chamber-1/member-238","St. Catharines","/chamber-1/constituency-391","Member","2006-04-26","2007-09-14","739","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-7","/parliament-39/chamber-1/committee-7/member-238","/parliament-39/chamber-1/committee-7/member-238"
"740",39,1,1,3,240,"Agriculture and Agri-Food","AGRI","/chamber-1/committee-3","Wayne Easter","/chamber-1/member-240","Malpeque","/chamber-1/constituency-230","Member","2006-04-26","2007-09-14","740","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-3","/parliament-39/chamber-1/committee-3/member-240","/parliament-39/chamber-1/committee-3/member-240"
"741",39,1,1,8,240,"Fisheries and Oceans","FOPO","/chamber-1/committee-8","Wayne Easter","/chamber-1/member-240","Malpeque","/chamber-1/constituency-230","Associate Member","2006-04-26","2007-09-14","741","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-8","/parliament-39/chamber-1/committee-8/member-240","/parliament-39/chamber-1/committee-8/member-240"
"742",39,1,1,1,247,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Ken Epp","/chamber-1/member-247","Edmonton—Sherwood Park","/chamber-1/constituency-134","Associate Member","2006-04-26","2007-09-14","742","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-1","/parliament-39/chamber-1/committee-1/member-247","/parliament-39/chamber-1/committee-1/member-247"
"743",39,1,1,3,249,"Agriculture and Agri-Food","AGRI","/chamber-1/committee-3","Mark Eyking","/chamber-1/member-249","Sydney—Victoria","/chamber-1/constituency-402","Associate Member","2006-04-26","2007-09-14","743","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-3","/parliament-39/chamber-1/committee-3/member-249","/parliament-39/chamber-1/committee-3/member-249"
"744",39,1,1,15,249,"International Trade","CIIT","/chamber-1/committee-15","Mark Eyking","/chamber-1/member-249","Sydney—Victoria","/chamber-1/constituency-402","Member","2006-04-26","2007-09-14","744","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-15","/parliament-39/chamber-1/committee-15/member-249","/parliament-39/chamber-1/committee-15/member-249"
"745",39,1,1,5,251,"Citizenship and Immigration","CIMM","/chamber-1/committee-5","Meili Faille","/chamber-1/member-251","Vaudreuil-Soulanges","/chamber-1/constituency-424","Member","2006-04-26","2006-09-21","745","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-5","/parliament-39/chamber-1/committee-5/member-251","/parliament-39/chamber-1/committee-5/member-251"
"746",39,1,1,5,251,"Citizenship and Immigration","CIMM","/chamber-1/committee-5","Meili Faille","/chamber-1/member-251","Vaudreuil-Soulanges","/chamber-1/constituency-424","Co-chair","2006-05-03","2007-09-14","746","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-5","/parliament-39/chamber-1/committee-5/member-251","/parliament-39/chamber-1/committee-5/member-251"
"747",39,1,1,23,251,"Status of Women","FEWO","/chamber-1/committee-23","Meili Faille","/chamber-1/member-251","Vaudreuil-Soulanges","/chamber-1/constituency-424","Associate Member","2006-04-26","2007-09-14","747","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-23","/parliament-39/chamber-1/committee-23/member-251","/parliament-39/chamber-1/committee-23/member-251"
"748",39,1,1,1,255,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Ed Fast","/chamber-1/member-255","Abbotsford","/chamber-1/constituency-1","Associate Member","2006-04-26","2007-09-14","748","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-1","/parliament-39/chamber-1/committee-1/member-255","/parliament-39/chamber-1/committee-1/member-255"
"749",39,1,1,4,255,"Canadian Heritage","CHPC","/chamber-1/committee-4","Ed Fast","/chamber-1/member-255","Abbotsford","/chamber-1/constituency-1","Member","2006-04-26","2007-09-14","749","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-4","/parliament-39/chamber-1/committee-4/member-255","/parliament-39/chamber-1/committee-4/member-255"
"750",39,1,1,1,262,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Brian Fitzpatrick","/chamber-1/member-262","Prince Albert","/chamber-1/constituency-319","Associate Member","2006-04-26","2007-09-14","750","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-1","/parliament-39/chamber-1/committee-1/member-262","/parliament-39/chamber-1/committee-1/member-262"
"751",39,1,1,21,262,"Public Accounts","PACP","/chamber-1/committee-21","Brian Fitzpatrick","/chamber-1/member-262","Prince Albert","/chamber-1/constituency-319","Member","2006-04-26","2006-09-21","751","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-21","/parliament-39/chamber-1/committee-21/member-262","/parliament-39/chamber-1/committee-21/member-262"
"752",39,1,1,21,262,"Public Accounts","PACP","/chamber-1/committee-21","Brian Fitzpatrick","/chamber-1/member-262","Prince Albert","/chamber-1/constituency-319","Co-chair","2006-05-04","2007-09-14","752","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-21","/parliament-39/chamber-1/committee-21/member-262","/parliament-39/chamber-1/committee-21/member-262"
"753",39,1,1,1,264,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Steven Fletcher","/chamber-1/member-264","Charleswood—St. James—Assiniboia","/chamber-1/constituency-88","Associate Member","2006-04-26","2007-09-14","753","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-1","/parliament-39/chamber-1/committee-1/member-264","/parliament-39/chamber-1/committee-1/member-264"
"754",39,1,1,11,264,"Health","HESA","/chamber-1/committee-11","Steven Fletcher","/chamber-1/member-264","Charleswood—St. James—Assiniboia","/chamber-1/constituency-88","Member","2006-04-26","2007-09-14","754","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-11","/parliament-39/chamber-1/committee-11/member-264","/parliament-39/chamber-1/committee-11/member-264"
"755",39,1,1,9,265,"Foreign Affairs and International Development","FAAE","/chamber-1/committee-9","Raymonde Folco","/chamber-1/member-265","Laval—Les Îles","/chamber-1/constituency-212","Associate Member","2006-04-26","2007-09-14","755","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-9","/parliament-39/chamber-1/committee-9/member-265","/parliament-39/chamber-1/committee-9/member-265"
"756",39,1,1,19,265,"Official Languages","LANG","/chamber-1/committee-19","Raymonde Folco","/chamber-1/member-265","Laval—Les Îles","/chamber-1/constituency-212","Co-chair","2006-05-09","2006-05-09","756","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-19","/parliament-39/chamber-1/committee-19/member-265","/parliament-39/chamber-1/committee-19/member-265"
"757",39,1,1,19,265,"Official Languages","LANG","/chamber-1/committee-19","Raymonde Folco","/chamber-1/member-265","Laval—Les Îles","/chamber-1/constituency-212","Member","2006-04-26","2007-09-14","757","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-19","/parliament-39/chamber-1/committee-19/member-265","/parliament-39/chamber-1/committee-19/member-265"
"758",39,1,1,9,267,"Foreign Affairs and International Development","FAAE","/chamber-1/committee-9","Joe Fontana","/chamber-1/member-267","London North Centre","/chamber-1/constituency-218","Associate Member","2006-04-26","2006-06-09","758","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-9","/parliament-39/chamber-1/committee-9/member-267","/parliament-39/chamber-1/committee-9/member-267"
"759",39,1,1,14,267,"Industry, Science and Technology","INDU","/chamber-1/committee-14","Joe Fontana","/chamber-1/member-267","London North Centre","/chamber-1/constituency-218","Member","2006-04-26","2006-06-09","759","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-14","/parliament-39/chamber-1/committee-14/member-267","/parliament-39/chamber-1/committee-14/member-267"
"760",39,1,1,16,277,"Justice and Human Rights","JUST","/chamber-1/committee-16","Carole Freeman","/chamber-1/member-277","Châteauguay—Saint-Constant","/chamber-1/constituency-92","Member","2006-04-26","2007-09-14","760","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-16","/parliament-39/chamber-1/committee-16/member-277","/parliament-39/chamber-1/committee-16/member-277"
"761",39,1,1,22,277,"Public Safety and National Security","SECU","/chamber-1/committee-22","Carole Freeman","/chamber-1/member-277","Châteauguay—Saint-Constant","/chamber-1/constituency-92","Associate Member","2007-01-30","2007-09-14","761","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-22","/parliament-39/chamber-1/committee-22/member-277","/parliament-39/chamber-1/committee-22/member-277"
"762",39,1,1,4,280,"Canadian Heritage","CHPC","/chamber-1/committee-4","Hedy Fry","/chamber-1/member-280","Vancouver Centre","/chamber-1/constituency-417","Associate Member","2006-04-26","2007-09-14","762","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-4","/parliament-39/chamber-1/committee-4/member-280","/parliament-39/chamber-1/committee-4/member-280"
"763",39,1,1,11,280,"Health","HESA","/chamber-1/committee-11","Hedy Fry","/chamber-1/member-280","Vancouver Centre","/chamber-1/constituency-417","Member","2006-04-26","2007-09-14","763","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-11","/parliament-39/chamber-1/committee-11/member-280","/parliament-39/chamber-1/committee-11/member-280"
"764",39,1,1,11,282,"Health","HESA","/chamber-1/committee-11","Christiane Gagnon","/chamber-1/member-282","Québec","/chamber-1/constituency-324","Member","2006-04-26","2006-09-21","764","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-11","/parliament-39/chamber-1/committee-11/member-282","/parliament-39/chamber-1/committee-11/member-282"
"765",39,1,1,11,282,"Health","HESA","/chamber-1/committee-11","Christiane Gagnon","/chamber-1/member-282","Québec","/chamber-1/constituency-324","Co-chair","2006-05-04","2007-09-14","765","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-11","/parliament-39/chamber-1/committee-11/member-282","/parliament-39/chamber-1/committee-11/member-282"
"766",39,1,1,25,282,"Veterans Affairs","ACVA","/chamber-1/committee-25","Christiane Gagnon","/chamber-1/member-282","Québec","/chamber-1/constituency-324","Associate Member","2006-04-26","2007-09-14","766","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-25","/parliament-39/chamber-1/committee-25/member-282","/parliament-39/chamber-1/committee-25/member-282"
"767",39,1,1,1,286,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Cheryl Gallant","/chamber-1/member-286","Renfrew—Nipissing—Pembroke","/chamber-1/constituency-333","Associate Member","2006-04-26","2007-09-14","767","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-1","/parliament-39/chamber-1/committee-1/member-286","/parliament-39/chamber-1/committee-1/member-286"
"768",39,1,1,23,286,"Status of Women","FEWO","/chamber-1/committee-23","Cheryl Gallant","/chamber-1/member-286","Renfrew—Nipissing—Pembroke","/chamber-1/constituency-333","Member","2006-04-26","2007-09-14","768","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-23","/parliament-39/chamber-1/committee-23/member-286","/parliament-39/chamber-1/committee-23/member-286"
"769",39,1,1,24,290,"Transport, Infrastructure and Communities","TRAN","/chamber-1/committee-24","Roger Gaudet","/chamber-1/member-290","Montcalm","/chamber-1/constituency-255","Associate Member","2006-04-26","2007-09-14","769","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-24","/parliament-39/chamber-1/committee-24/member-290","/parliament-39/chamber-1/committee-24/member-290"
"770",39,1,1,25,290,"Veterans Affairs","ACVA","/chamber-1/committee-25","Roger Gaudet","/chamber-1/member-290","Montcalm","/chamber-1/constituency-255","Member","2006-04-26","2007-09-14","770","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-25","/parliament-39/chamber-1/committee-25/member-290","/parliament-39/chamber-1/committee-25/member-290"
"771",39,1,1,2,291,"Access to Information, Privacy and Ethics","ETHI","/chamber-1/committee-2","Michel Gauthier","/chamber-1/member-291","Roberval—Lac-Saint-Jean","/chamber-1/constituency-342","Associate Member","2006-04-26","2007-01-30","771","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-2","/parliament-39/chamber-1/committee-2/member-291","/parliament-39/chamber-1/committee-2/member-291"
"772",39,1,1,6,303,"Environment and Sustainable Development","ENVI","/chamber-1/committee-6","John Godfrey","/chamber-1/member-303","Don Valley West","/chamber-1/constituency-119","Member","2006-04-26","2006-11-09","772","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-6","/parliament-39/chamber-1/committee-6/member-303","/parliament-39/chamber-1/committee-6/member-303"
"773",39,1,1,9,303,"Foreign Affairs and International Development","FAAE","/chamber-1/committee-9","John Godfrey","/chamber-1/member-303","Don Valley West","/chamber-1/constituency-119","Associate Member","2006-04-26","2007-09-14","773","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-9","/parliament-39/chamber-1/committee-9/member-303","/parliament-39/chamber-1/committee-9/member-303"
"774",39,1,1,1,305,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Yvon Godin","/chamber-1/member-305","Acadie—Bathurst","/chamber-1/constituency-4","Associate Member","2006-04-26","2007-09-14","774","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-1","/parliament-39/chamber-1/committee-1/member-305","/parliament-39/chamber-1/committee-1/member-305"
"775",39,1,1,19,305,"Official Languages","LANG","/chamber-1/committee-19","Yvon Godin","/chamber-1/member-305","Acadie—Bathurst","/chamber-1/constituency-4","Co-chair","2006-05-09","2007-09-14","775","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-19","/parliament-39/chamber-1/committee-19/member-305","/parliament-39/chamber-1/committee-19/member-305"
"776",39,1,1,20,305,"Procedure and House Affairs","PROC","/chamber-1/committee-20","Yvon Godin","/chamber-1/member-305","Acadie—Bathurst","/chamber-1/constituency-4","Member","2006-04-04","2007-09-14","776","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-20","/parliament-39/chamber-1/committee-20/member-305","/parliament-39/chamber-1/committee-20/member-305"
"777",39,1,1,1,307,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Peter Goldring","/chamber-1/member-307","Edmonton East","/chamber-1/constituency-125","Associate Member","2006-04-26","2007-09-14","777","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-1","/parliament-39/chamber-1/committee-1/member-307","/parliament-39/chamber-1/committee-1/member-307"
"778",39,1,1,9,307,"Foreign Affairs and International Development","FAAE","/chamber-1/committee-9","Peter Goldring","/chamber-1/member-307","Edmonton East","/chamber-1/constituency-125","Member","2006-04-26","2007-09-14","778","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-9","/parliament-39/chamber-1/committee-9/member-307","/parliament-39/chamber-1/committee-9/member-307"
"779",39,1,1,1,310,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Gary Goodyear","/chamber-1/member-310","Cambridge","/chamber-1/constituency-77","Associate Member","2006-04-26","2007-09-14","779","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-1","/parliament-39/chamber-1/committee-1/member-310","/parliament-39/chamber-1/committee-1/member-310"
"780",39,1,1,20,310,"Procedure and House Affairs","PROC","/chamber-1/committee-20","Gary Goodyear","/chamber-1/member-310","Cambridge","/chamber-1/constituency-77","Chair","2006-04-06","2007-09-14","780","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-20","/parliament-39/chamber-1/committee-20/member-310","/parliament-39/chamber-1/committee-20/member-310"
"781",39,1,1,20,310,"Procedure and House Affairs","PROC","/chamber-1/committee-20","Gary Goodyear","/chamber-1/member-310","Cambridge","/chamber-1/constituency-77","Member","2006-04-04","2006-04-04","781","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-20","/parliament-39/chamber-1/committee-20/member-310","/parliament-39/chamber-1/committee-20/member-310"
"782",39,1,1,1,314,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Jacques Gourde","/chamber-1/member-314","Lévis—Lotbinière","/chamber-1/constituency-217","Associate Member","2006-04-26","2007-09-14","782","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-1","/parliament-39/chamber-1/committee-1/member-314","/parliament-39/chamber-1/committee-1/member-314"
"783",39,1,1,3,314,"Agriculture and Agri-Food","AGRI","/chamber-1/committee-3","Jacques Gourde","/chamber-1/member-314","Lévis—Lotbinière","/chamber-1/constituency-217","Member","2006-04-26","2007-09-14","783","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-3","/parliament-39/chamber-1/committee-3/member-314","/parliament-39/chamber-1/committee-3/member-314"
"784",39,1,1,6,315,"Environment and Sustainable Development","ENVI","/chamber-1/committee-6","Bill Graham","/chamber-1/member-315","Toronto Centre","/chamber-1/constituency-411","Associate Member","2007-02-16","2007-06-19","784","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-6","/parliament-39/chamber-1/committee-6/member-315","/parliament-39/chamber-1/committee-6/member-315"
"785",39,1,1,5,317,"Citizenship and Immigration","CIMM","/chamber-1/committee-5","Raymond Gravel","/chamber-1/member-317","Repentigny","/chamber-1/constituency-334","Member","2007-01-30","2007-09-14","785","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-5","/parliament-39/chamber-1/committee-5/member-317","/parliament-39/chamber-1/committee-5/member-317"
"786",39,1,1,25,317,"Veterans Affairs","ACVA","/chamber-1/committee-25","Raymond Gravel","/chamber-1/member-317","Repentigny","/chamber-1/constituency-334","Associate Member","2007-01-30","2007-09-14","786","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-25","/parliament-39/chamber-1/committee-25/member-317","/parliament-39/chamber-1/committee-25/member-317"
"787",39,1,1,1,320,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Nina Grewal","/chamber-1/member-320","Fleetwood—Port Kells","/chamber-1/constituency-150","Associate Member","2006-04-26","2007-09-14","787","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-1","/parliament-39/chamber-1/committee-1/member-320","/parliament-39/chamber-1/committee-1/member-320"
"788",39,1,1,5,320,"Citizenship and Immigration","CIMM","/chamber-1/committee-5","Nina Grewal","/chamber-1/member-320","Fleetwood—Port Kells","/chamber-1/constituency-150","Member","2006-04-26","2007-09-14","788","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-5","/parliament-39/chamber-1/committee-5/member-320","/parliament-39/chamber-1/committee-5/member-320"
"789",39,1,1,5,323,"Citizenship and Immigration","CIMM","/chamber-1/committee-5","Albina Guarnieri","/chamber-1/member-323","Mississauga East—Cooksville","/chamber-1/constituency-245","Member","2006-04-26","2007-09-14","789","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-5","/parliament-39/chamber-1/committee-5/member-323","/parliament-39/chamber-1/committee-5/member-323"
"790",39,1,1,2,324,"Access to Information, Privacy and Ethics","ETHI","/chamber-1/committee-2","Monique Guay","/chamber-1/member-324","Rivière-du-Nord","/chamber-1/constituency-341","Associate Member","2007-01-30","2007-09-14","790","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-2","/parliament-39/chamber-1/committee-2/member-324","/parliament-39/chamber-1/committee-2/member-324"
"791",39,1,1,1,325,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Helena Guergis","/chamber-1/member-325","Simcoe—Grey","/chamber-1/constituency-381","Associate Member","2006-04-26","2007-09-14","791","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-1","/parliament-39/chamber-1/committee-1/member-325","/parliament-39/chamber-1/committee-1/member-325"
"792",39,1,1,15,325,"International Trade","CIIT","/chamber-1/committee-15","Helena Guergis","/chamber-1/member-325","Simcoe—Grey","/chamber-1/constituency-381","Member","2006-04-26","2007-09-14","792","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-15","/parliament-39/chamber-1/committee-15/member-325","/parliament-39/chamber-1/committee-15/member-325"
"793",39,1,1,2,327,"Access to Information, Privacy and Ethics","ETHI","/chamber-1/committee-2","Michel Guimond","/chamber-1/member-327","Montmorency—Charlevoix—Haute-Côte-Nord","/chamber-1/constituency-257","Associate Member","2006-04-26","2007-09-14","793","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-2","/parliament-39/chamber-1/committee-2/member-327","/parliament-39/chamber-1/committee-2/member-327"
"794",39,1,1,20,327,"Procedure and House Affairs","PROC","/chamber-1/committee-20","Michel Guimond","/chamber-1/member-327","Montmorency—Charlevoix—Haute-Côte-Nord","/chamber-1/constituency-257","Member","2006-04-04","2006-04-04","794","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-20","/parliament-39/chamber-1/committee-20/member-327","/parliament-39/chamber-1/committee-20/member-327"
"795",39,1,1,20,327,"Procedure and House Affairs","PROC","/chamber-1/committee-20","Michel Guimond","/chamber-1/member-327","Montmorency—Charlevoix—Haute-Côte-Nord","/chamber-1/constituency-257","Co-chair","2006-04-06","2007-09-14","795","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-20","/parliament-39/chamber-1/committee-20/member-327","/parliament-39/chamber-1/committee-20/member-327"
"796",39,1,1,1,330,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Art Hanger","/chamber-1/member-330","Calgary Northeast","/chamber-1/constituency-67","Associate Member","2006-04-26","2007-09-14","796","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-1","/parliament-39/chamber-1/committee-1/member-330","/parliament-39/chamber-1/committee-1/member-330"
"797",39,1,1,16,330,"Justice and Human Rights","JUST","/chamber-1/committee-16","Art Hanger","/chamber-1/member-330","Calgary Northeast","/chamber-1/constituency-67","Chair","2006-05-04","2007-09-14","797","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-16","/parliament-39/chamber-1/committee-16/member-330","/parliament-39/chamber-1/committee-16/member-330"
"798",39,1,1,16,330,"Justice and Human Rights","JUST","/chamber-1/committee-16","Art Hanger","/chamber-1/member-330","Calgary Northeast","/chamber-1/constituency-67","Member","2006-04-26","2006-09-21","798","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-16","/parliament-39/chamber-1/committee-16/member-330","/parliament-39/chamber-1/committee-16/member-330"
"799",39,1,1,1,337,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Richard Harris","/chamber-1/member-337","Cariboo—Prince George","/chamber-1/constituency-80","Associate Member","2006-04-26","2007-09-14","799","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-1","/parliament-39/chamber-1/committee-1/member-337","/parliament-39/chamber-1/committee-1/member-337"
"800",39,1,1,1,339,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Luc Harvey","/chamber-1/member-339","Louis-Hébert","/chamber-1/constituency-226","Associate Member","2006-04-26","2007-09-14","800","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-1","/parliament-39/chamber-1/committee-1/member-339","/parliament-39/chamber-1/committee-1/member-339"
"801",39,1,1,7,339,"Finance","FINA","/chamber-1/committee-7","Luc Harvey","/chamber-1/member-339","Louis-Hébert","/chamber-1/constituency-226","Member","2006-04-26","2007-09-14","801","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-7","/parliament-39/chamber-1/committee-7/member-339","/parliament-39/chamber-1/committee-7/member-339"
"802",39,1,1,1,342,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Laurie Hawn","/chamber-1/member-342","Edmonton Centre","/chamber-1/constituency-124","Associate Member","2006-04-26","2007-09-14","802","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-1","/parliament-39/chamber-1/committee-1/member-342","/parliament-39/chamber-1/committee-1/member-342"
"803",39,1,1,17,342,"National Defence","NDDN","/chamber-1/committee-17","Laurie Hawn","/chamber-1/member-342","Edmonton Centre","/chamber-1/constituency-124","Member","2006-04-26","2007-09-14","803","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-17","/parliament-39/chamber-1/committee-17/member-342","/parliament-39/chamber-1/committee-17/member-342"
"804",39,1,1,1,347,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Russ Hiebert","/chamber-1/member-347","South Surrey—White Rock—Cloverdale","/chamber-1/constituency-388","Associate Member","2006-04-26","2007-09-14","804","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-1","/parliament-39/chamber-1/committee-1/member-347","/parliament-39/chamber-1/committee-1/member-347"
"805",39,1,1,17,347,"National Defence","NDDN","/chamber-1/committee-17","Russ Hiebert","/chamber-1/member-347","South Surrey—White Rock—Cloverdale","/chamber-1/constituency-388","Member","2006-04-26","2007-09-14","805","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-17","/parliament-39/chamber-1/committee-17/member-347","/parliament-39/chamber-1/committee-17/member-347"
"806",39,1,1,1,348,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Jay Hill","/chamber-1/member-348","Prince George—Peace River","/chamber-1/constituency-321","Associate Member","2006-04-26","2007-09-14","806","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-1","/parliament-39/chamber-1/committee-1/member-348","/parliament-39/chamber-1/committee-1/member-348"
"807",39,1,1,20,348,"Procedure and House Affairs","PROC","/chamber-1/committee-20","Jay Hill","/chamber-1/member-348","Prince George—Peace River","/chamber-1/constituency-321","Member","2006-04-04","2007-09-14","807","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-20","/parliament-39/chamber-1/committee-20/member-348","/parliament-39/chamber-1/committee-20/member-348"
"808",39,1,1,1,350,"Aboriginal Affairs and Northern Development","AANO","/chamber-1/committee-1","Betty Hinton","/chamber-1/member-350","Kamloops—Thompson—Cariboo","/chamber-1/constituency-183","Associate Member","2006-04-26","2007-09-14","808","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-1","/parliament-39/chamber-1/committee-1/member-350","/parliament-39/chamber-1/committee-1/member-350"
"809",39,1,1,25,350,"Veterans Affairs","ACVA","/chamber-1/committee-25","Betty Hinton","/chamber-1/member-350","Kamloops—Thompson—Cariboo","/chamber-1/constituency-183","Member","2006-04-26","2007-09-14","809","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/committee-25","/parliament-39/chamber-1/committee-25/member-350","/parliament-39/chamber-1/committee-25/member-350"
