"","committee_acronym","parliament_number","session_number","date_change","position","full_name"
"49.82","BILI","41","1","2012-09-28","Associate Member","Joe Preston"
"49.83","BILI","41","1","2012-09-28","Associate Member","James Rajotte"
"49.84","BILI","41","1","2012-09-28","Associate Member","Scott Reid"
"49.85","BILI","41","1","2012-09-28","Associate Member","Michelle Rempel"
"49.86","BILI","41","1","2012-09-28","Associate Member","Blake Richards"
"49.87","BILI","41","1","2012-09-28","Associate Member","Greg Rickford"
"49.88","BILI","41","1","2012-09-28","Associate Member","Andrew Saxton"
"49.89","BILI","41","1","2012-09-28","Associate Member","Gary Schellenberger"
"49.90","BILI","41","1","2012-09-28","Associate Member","Kyle Seeback"
"49.91","BILI","41","1","2012-09-28","Associate Member","Bev Shipley"
"49.92","BILI","41","1","2012-09-28","Associate Member","Devinder Shory"
"49.93","BILI","41","1","2012-09-28","Associate Member","Joy Smith"
"49.94","BILI","41","1","2012-09-28","Associate Member","Robert Sopuck"
"49.95","BILI","41","1","2012-09-28","Associate Member","Kevin Sorenson"
"49.96","BILI","41","1","2012-09-28","Associate Member","Brian Storseth"
"49.97","BILI","41","1","2012-09-28","Associate Member","Mark Strahl"
"49.98","BILI","41","1","2012-09-28","Associate Member","David Sweet"
"49.99","BILI","41","1","2012-09-28","Associate Member","David Tilson"
"49.100","BILI","41","1","2012-09-28","Associate Member","Lawrence Toet"
"49.101","BILI","41","1","2012-09-28","Associate Member","Brad Trost"
"49.102","BILI","41","1","2012-09-28","Associate Member","Bernard Trottier"
"49.103","BILI","41","1","2012-09-28","Associate Member","Susan Truppe"
"49.104","BILI","41","1","2012-09-28","Associate Member","Merv Tweed"
"49.105","BILI","41","1","2012-09-28","Associate Member","Dave Van Kesteren"
"49.106","BILI","41","1","2012-09-28","Associate Member","Maurice Vellacott"
"49.107","BILI","41","1","2012-09-28","Associate Member","Mike Wallace"
"49.108","BILI","41","1","2012-09-28","Associate Member","Mark Warawa"
"49.109","BILI","41","1","2012-09-28","Associate Member","Chris Warkentin"
"49.110","BILI","41","1","2012-09-28","Associate Member","Jeff Watson"
"49.111","BILI","41","1","2012-09-28","Associate Member","John Weston"
"49.112","BILI","41","1","2012-09-28","Associate Member","Rodney Weston"
"49.113","BILI","41","1","2012-09-28","Associate Member","David Wilks"
"49.114","BILI","41","1","2012-09-28","Associate Member","John Williamson"
"49.115","BILI","41","1","2012-09-28","Associate Member","Stephen Woodworth"
"49.116","BILI","41","1","2012-09-28","Associate Member","Bob Zimmer"
"49.117","BILI","41","1","2012-09-28","Associate Member","Mauril Bélanger"
"49.118","BILI","41","1","2012-09-28","Associate Member","Ted Hsu"
"50.1","BILI","41","1","2013-01-28","Associate Member","Eve Adams"
"50.2","BILI","41","1","2013-01-28","Associate Member","Mark Adler"
"50.3","BILI","41","1","2013-01-28","Associate Member","Dan Albas"
"50.4","BILI","41","1","2013-01-28","Associate Member","Harold Albrecht"
"50.5","BILI","41","1","2013-01-28","Associate Member","Chris Alexander"
"50.6","BILI","41","1","2013-01-28","Associate Member","Mike Allen"
"50.7","BILI","41","1","2013-01-28","Associate Member","Dean Allison"
"50.8","BILI","41","1","2013-01-28","Associate Member","Stella Ambler"
"50.9","BILI","41","1","2013-01-28","Associate Member","Rob Anders"
"50.10","BILI","41","1","2013-01-28","Associate Member","David Anderson"
"50.11","BILI","41","1","2013-01-28","Associate Member","Scott Armstrong"
"50.12","BILI","41","1","2013-01-28","Associate Member","Jay Aspin"
"50.13","BILI","41","1","2013-01-28","Associate Member","Joyce Bateman"
"50.14","BILI","41","1","2013-01-28","Associate Member","Leon Benoit"
"50.15","BILI","41","1","2013-01-28","Associate Member","Candice Bergen"
"50.16","BILI","41","1","2013-01-28","Associate Member","James Bezan"
"50.17","BILI","41","1","2013-01-28","Associate Member","Kelly Block"
"50.18","BILI","41","1","2013-01-28","Associate Member","Ray Boughen"
"50.19","BILI","41","1","2013-01-28","Associate Member","Peter Braid"
"50.20","BILI","41","1","2013-01-28","Associate Member","Garry Breitkreuz"
"50.21","BILI","41","1","2013-01-28","Associate Member","Gordon Brown"
"50.22","BILI","41","1","2013-01-28","Associate Member","Lois Brown"
"50.23","BILI","41","1","2013-01-28","Associate Member","Patrick Brown"
"50.24","BILI","41","1","2013-01-28","Associate Member","Brad Butt"
"50.25","BILI","41","1","2013-01-28","Associate Member","Paul Calandra"
"50.26","BILI","41","1","2013-01-28","Associate Member","Blaine Calkins"
"50.27","BILI","41","1","2013-01-28","Associate Member","Ron Cannan"
"50.28","BILI","41","1","2013-01-28","Associate Member","John Carmichael"
"50.29","BILI","41","1","2013-01-28","Associate Member","Colin Carrie"
"50.30","BILI","41","1","2013-01-28","Associate Member","Corneliu Chisu"
"50.31","BILI","41","1","2013-01-28","Associate Member","Michael Chong"
"50.32","BILI","41","1","2013-01-28","Associate Member","Joan Crockatt"
"50.33","BILI","41","1","2013-01-28","Associate Member","Joe Daniel"
"50.34","BILI","41","1","2013-01-28","Associate Member","Patricia Davidson"
"50.35","BILI","41","1","2013-01-28","Associate Member","Bob Dechert"
"50.36","BILI","41","1","2013-01-28","Associate Member","Dean Del Mastro"
"50.37","BILI","41","1","2013-01-28","Associate Member","Earl Dreeshen"
"50.38","BILI","41","1","2013-01-28","Associate Member","Rick Dykstra"
"50.39","BILI","41","1","2013-01-28","Associate Member","Kerry-Lynne D. Findlay"
"50.40","BILI","41","1","2013-01-28","Associate Member","Cheryl Gallant"
"50.41","BILI","41","1","2013-01-28","Associate Member","Parm Gill"
"50.42","BILI","41","1","2013-01-28","Associate Member","Shelly Glover"
"50.43","BILI","41","1","2013-01-28","Associate Member","Robert Goguen"
"50.44","BILI","41","1","2013-01-28","Associate Member","Jacques Gourde"
"50.45","BILI","41","1","2013-01-28","Associate Member","Nina Grewal"
"50.46","BILI","41","1","2013-01-28","Associate Member","Laurie Hawn"
"50.47","BILI","41","1","2013-01-28","Associate Member","Bryan Hayes"
"50.48","BILI","41","1","2013-01-28","Associate Member","Russ Hiebert"
"50.49","BILI","41","1","2013-01-28","Associate Member","Randy Hoback"
"50.50","BILI","41","1","2013-01-28","Associate Member","Ed Holder"
"50.51","BILI","41","1","2013-01-28","Associate Member","Roxanne James"
"50.52","BILI","41","1","2013-01-28","Associate Member","Brian Jean"
"50.53","BILI","41","1","2013-01-28","Associate Member","Randy Kamp"
"50.54","BILI","41","1","2013-01-28","Associate Member","Gerald Keddy"
"50.55","BILI","41","1","2013-01-28","Associate Member","Greg Kerr"
"50.56","BILI","41","1","2013-01-28","Associate Member","Ed Komarnicki"
"50.57","BILI","41","1","2013-01-28","Associate Member","Daryl Kramp"
"50.58","BILI","41","1","2013-01-28","Associate Member","Mike Lake"
"50.59","BILI","41","1","2013-01-28","Associate Member","Guy Lauzon"
"50.60","BILI","41","1","2013-01-28","Associate Member","Ryan Leef"
"50.61","BILI","41","1","2013-01-28","Associate Member","Kellie Leitch"
"50.62","BILI","41","1","2013-01-28","Associate Member","Pierre Lemieux"
"50.63","BILI","41","1","2013-01-28","Associate Member","Chungsen Leung"
"50.64","BILI","41","1","2013-01-28","Associate Member","Wladyslaw Lizon"
"50.65","BILI","41","1","2013-01-28","Associate Member","Ben Lobb"
"50.66","BILI","41","1","2013-01-28","Associate Member","Tom Lukiwski"
"50.67","BILI","41","1","2013-01-28","Associate Member","James Lunney"
"50.68","BILI","41","1","2013-01-28","Associate Member","Dave MacKenzie"
"50.69","BILI","41","1","2013-01-28","Associate Member","Colin Mayes"
"50.70","BILI","41","1","2013-01-28","Associate Member","Phil McColeman"
"50.71","BILI","41","1","2013-01-28","Associate Member","Cathy McLeod"
"50.72","BILI","41","1","2013-01-28","Associate Member","Costas Menegakis"
"50.73","BILI","41","1","2013-01-28","Associate Member","Rob Merrifield"
"50.74","BILI","41","1","2013-01-28","Associate Member","Larry Miller"
"50.75","BILI","41","1","2013-01-28","Associate Member","Rob Moore"
"50.76","BILI","41","1","2013-01-28","Associate Member","Rick Norlock"
"50.77","BILI","41","1","2013-01-28","Associate Member","Deepak Obhrai"
"50.78","BILI","41","1","2013-01-28","Associate Member","Tilly O'Neill Gordon"
"50.79","BILI","41","1","2013-01-28","Associate Member","Ted Opitz"
"50.80","BILI","41","1","2013-01-28","Associate Member","Erin O'Toole"
"50.81","BILI","41","1","2013-01-28","Associate Member","LaVar Payne"
"50.82","BILI","41","1","2013-01-28","Associate Member","Pierre Poilievre"
"50.83","BILI","41","1","2013-01-28","Associate Member","Joe Preston"
"50.84","BILI","41","1","2013-01-28","Associate Member","James Rajotte"
"50.85","BILI","41","1","2013-01-28","Associate Member","Scott Reid"
"50.86","BILI","41","1","2013-01-28","Associate Member","Michelle Rempel"
"50.87","BILI","41","1","2013-01-28","Associate Member","Blake Richards"
"50.88","BILI","41","1","2013-01-28","Associate Member","Greg Rickford"
"50.89","BILI","41","1","2013-01-28","Associate Member","Andrew Saxton"
"50.90","BILI","41","1","2013-01-28","Associate Member","Gary Schellenberger"
"50.91","BILI","41","1","2013-01-28","Associate Member","Kyle Seeback"
"50.92","BILI","41","1","2013-01-28","Associate Member","Bev Shipley"
"50.93","BILI","41","1","2013-01-28","Associate Member","Devinder Shory"
"50.94","BILI","41","1","2013-01-28","Associate Member","Joy Smith"
"50.95","BILI","41","1","2013-01-28","Associate Member","Robert Sopuck"
"50.96","BILI","41","1","2013-01-28","Associate Member","Kevin Sorenson"
"50.97","BILI","41","1","2013-01-28","Associate Member","Brian Storseth"
"50.98","BILI","41","1","2013-01-28","Associate Member","Mark Strahl"
"50.99","BILI","41","1","2013-01-28","Associate Member","David Sweet"
"50.100","BILI","41","1","2013-01-28","Associate Member","David Tilson"
"50.101","BILI","41","1","2013-01-28","Associate Member","Lawrence Toet"
"50.102","BILI","41","1","2013-01-28","Associate Member","Brad Trost"
"50.103","BILI","41","1","2013-01-28","Associate Member","Bernard Trottier"
"50.104","BILI","41","1","2013-01-28","Associate Member","Susan Truppe"
"50.105","BILI","41","1","2013-01-28","Associate Member","Merv Tweed"
"50.106","BILI","41","1","2013-01-28","Associate Member","Dave Van Kesteren"
"50.107","BILI","41","1","2013-01-28","Associate Member","Maurice Vellacott"
"50.108","BILI","41","1","2013-01-28","Associate Member","Mike Wallace"
"50.109","BILI","41","1","2013-01-28","Associate Member","Mark Warawa"
"50.110","BILI","41","1","2013-01-28","Associate Member","Chris Warkentin"
"50.111","BILI","41","1","2013-01-28","Associate Member","Jeff Watson"
"50.112","BILI","41","1","2013-01-28","Associate Member","John Weston"
"50.113","BILI","41","1","2013-01-28","Associate Member","Rodney Weston"
"50.114","BILI","41","1","2013-01-28","Associate Member","David Wilks"
"50.115","BILI","41","1","2013-01-28","Associate Member","John Williamson"
"50.116","BILI","41","1","2013-01-28","Associate Member","Stephen Woodworth"
"50.117","BILI","41","1","2013-01-28","Associate Member","Wai Young"
"50.118","BILI","41","1","2013-01-28","Associate Member","Bob Zimmer"
"50.119","BILI","41","1","2013-01-28","Associate Member","Mauril Bélanger"
"50.120","BILI","41","1","2013-01-28","Associate Member","Ted Hsu"
"51.1","BILI","41","1","2013-03-28","Associate Member","Eve Adams"
"51.2","BILI","41","1","2013-03-28","Associate Member","Mark Adler"
"51.3","BILI","41","1","2013-03-28","Associate Member","Dan Albas"
"51.4","BILI","41","1","2013-03-28","Associate Member","Harold Albrecht"
"51.5","BILI","41","1","2013-03-28","Associate Member","Chris Alexander"
"51.6","BILI","41","1","2013-03-28","Associate Member","Mike Allen"
"51.7","BILI","41","1","2013-03-28","Associate Member","Dean Allison"
"51.8","BILI","41","1","2013-03-28","Associate Member","Stella Ambler"
"51.9","BILI","41","1","2013-03-28","Associate Member","Rob Anders"
"51.10","BILI","41","1","2013-03-28","Associate Member","David Anderson"
"51.11","BILI","41","1","2013-03-28","Associate Member","Scott Armstrong"
"51.12","BILI","41","1","2013-03-28","Associate Member","Jay Aspin"
"51.13","BILI","41","1","2013-03-28","Associate Member","Joyce Bateman"
"51.14","BILI","41","1","2013-03-28","Associate Member","Leon Benoit"
"51.15","BILI","41","1","2013-03-28","Associate Member","Candice Bergen"
"51.16","BILI","41","1","2013-03-28","Associate Member","James Bezan"
"51.17","BILI","41","1","2013-03-28","Associate Member","Kelly Block"
"51.18","BILI","41","1","2013-03-28","Associate Member","Ray Boughen"
"51.19","BILI","41","1","2013-03-28","Associate Member","Peter Braid"
"51.20","BILI","41","1","2013-03-28","Associate Member","Garry Breitkreuz"
"51.21","BILI","41","1","2013-03-28","Associate Member","Gordon Brown"
"51.22","BILI","41","1","2013-03-28","Associate Member","Lois Brown"
"51.23","BILI","41","1","2013-03-28","Associate Member","Patrick Brown"
"51.24","BILI","41","1","2013-03-28","Associate Member","Brad Butt"
"51.25","BILI","41","1","2013-03-28","Associate Member","Paul Calandra"
"51.26","BILI","41","1","2013-03-28","Associate Member","Blaine Calkins"
"51.27","BILI","41","1","2013-03-28","Associate Member","Ron Cannan"
"51.28","BILI","41","1","2013-03-28","Associate Member","John Carmichael"
"51.29","BILI","41","1","2013-03-28","Associate Member","Colin Carrie"
"51.30","BILI","41","1","2013-03-28","Associate Member","Corneliu Chisu"
"51.31","BILI","41","1","2013-03-28","Associate Member","Michael Chong"
"51.32","BILI","41","1","2013-03-28","Associate Member","Joan Crockatt"
"51.33","BILI","41","1","2013-03-28","Associate Member","Joe Daniel"
"51.34","BILI","41","1","2013-03-28","Associate Member","Patricia Davidson"
"51.35","BILI","41","1","2013-03-28","Associate Member","Bob Dechert"
"51.36","BILI","41","1","2013-03-28","Associate Member","Dean Del Mastro"
"51.37","BILI","41","1","2013-03-28","Associate Member","Earl Dreeshen"
"51.38","BILI","41","1","2013-03-28","Associate Member","Rick Dykstra"
"51.39","BILI","41","1","2013-03-28","Associate Member","Kerry-Lynne D. Findlay"
"51.40","BILI","41","1","2013-03-28","Associate Member","Cheryl Gallant"
"51.41","BILI","41","1","2013-03-28","Associate Member","Parm Gill"
"51.42","BILI","41","1","2013-03-28","Associate Member","Shelly Glover"
"51.43","BILI","41","1","2013-03-28","Associate Member","Robert Goguen"
"51.44","BILI","41","1","2013-03-28","Associate Member","Jacques Gourde"
"51.45","BILI","41","1","2013-03-28","Associate Member","Nina Grewal"
"51.46","BILI","41","1","2013-03-28","Associate Member","Laurie Hawn"
"51.47","BILI","41","1","2013-03-28","Associate Member","Bryan Hayes"
"51.48","BILI","41","1","2013-03-28","Associate Member","Russ Hiebert"
"51.49","BILI","41","1","2013-03-28","Associate Member","Randy Hoback"
"51.50","BILI","41","1","2013-03-28","Associate Member","Ed Holder"
"51.51","BILI","41","1","2013-03-28","Associate Member","Roxanne James"
"51.52","BILI","41","1","2013-03-28","Associate Member","Brian Jean"
"51.53","BILI","41","1","2013-03-28","Associate Member","Randy Kamp"
"51.54","BILI","41","1","2013-03-28","Associate Member","Gerald Keddy"
"51.55","BILI","41","1","2013-03-28","Associate Member","Greg Kerr"
"51.56","BILI","41","1","2013-03-28","Associate Member","Ed Komarnicki"
"51.57","BILI","41","1","2013-03-28","Associate Member","Daryl Kramp"
"51.58","BILI","41","1","2013-03-28","Associate Member","Mike Lake"
"51.59","BILI","41","1","2013-03-28","Associate Member","Guy Lauzon"
"51.60","BILI","41","1","2013-03-28","Associate Member","Ryan Leef"
"51.61","BILI","41","1","2013-03-28","Associate Member","Kellie Leitch"
"51.62","BILI","41","1","2013-03-28","Associate Member","Pierre Lemieux"
"51.63","BILI","41","1","2013-03-28","Associate Member","Chungsen Leung"
"51.64","BILI","41","1","2013-03-28","Associate Member","Wladyslaw Lizon"
"51.65","BILI","41","1","2013-03-28","Associate Member","Ben Lobb"
"51.66","BILI","41","1","2013-03-28","Associate Member","Tom Lukiwski"
"51.67","BILI","41","1","2013-03-28","Associate Member","James Lunney"
"51.68","BILI","41","1","2013-03-28","Associate Member","Dave MacKenzie"
"51.69","BILI","41","1","2013-03-28","Associate Member","Colin Mayes"
"51.70","BILI","41","1","2013-03-28","Associate Member","Phil McColeman"
"51.71","BILI","41","1","2013-03-28","Associate Member","Cathy McLeod"
"51.72","BILI","41","1","2013-03-28","Associate Member","Costas Menegakis"
"51.73","BILI","41","1","2013-03-28","Associate Member","Rob Merrifield"
"51.74","BILI","41","1","2013-03-28","Associate Member","Larry Miller"
"51.75","BILI","41","1","2013-03-28","Associate Member","Rob Moore"
"51.76","BILI","41","1","2013-03-28","Associate Member","Rick Norlock"
"51.77","BILI","41","1","2013-03-28","Associate Member","Deepak Obhrai"
"51.78","BILI","41","1","2013-03-28","Associate Member","Tilly O'Neill Gordon"
"51.79","BILI","41","1","2013-03-28","Associate Member","Ted Opitz"
"51.80","BILI","41","1","2013-03-28","Associate Member","Erin O'Toole"
"51.81","BILI","41","1","2013-03-28","Associate Member","LaVar Payne"
"51.82","BILI","41","1","2013-03-28","Associate Member","Pierre Poilievre"
"51.83","BILI","41","1","2013-03-28","Associate Member","Joe Preston"
"51.84","BILI","41","1","2013-03-28","Associate Member","James Rajotte"
"51.85","BILI","41","1","2013-03-28","Associate Member","Scott Reid"
"51.86","BILI","41","1","2013-03-28","Associate Member","Michelle Rempel"
"51.87","BILI","41","1","2013-03-28","Associate Member","Blake Richards"
"51.88","BILI","41","1","2013-03-28","Associate Member","Greg Rickford"
"51.89","BILI","41","1","2013-03-28","Associate Member","Andrew Saxton"
"51.90","BILI","41","1","2013-03-28","Associate Member","Gary Schellenberger"
"51.91","BILI","41","1","2013-03-28","Associate Member","Kyle Seeback"
"51.92","BILI","41","1","2013-03-28","Associate Member","Bev Shipley"
"51.93","BILI","41","1","2013-03-28","Associate Member","Devinder Shory"
"51.94","BILI","41","1","2013-03-28","Associate Member","Joy Smith"
"51.95","BILI","41","1","2013-03-28","Associate Member","Robert Sopuck"
"51.96","BILI","41","1","2013-03-28","Associate Member","Kevin Sorenson"
"51.97","BILI","41","1","2013-03-28","Associate Member","Brian Storseth"
"51.98","BILI","41","1","2013-03-28","Associate Member","Mark Strahl"
"51.99","BILI","41","1","2013-03-28","Associate Member","David Sweet"
"51.100","BILI","41","1","2013-03-28","Associate Member","David Tilson"
"51.101","BILI","41","1","2013-03-28","Associate Member","Lawrence Toet"
"51.102","BILI","41","1","2013-03-28","Associate Member","Brad Trost"
"51.103","BILI","41","1","2013-03-28","Associate Member","Bernard Trottier"
"51.104","BILI","41","1","2013-03-28","Associate Member","Susan Truppe"
"51.105","BILI","41","1","2013-03-28","Associate Member","Merv Tweed"
"51.106","BILI","41","1","2013-03-28","Associate Member","Dave Van Kesteren"
"51.107","BILI","41","1","2013-03-28","Associate Member","Maurice Vellacott"
"51.108","BILI","41","1","2013-03-28","Associate Member","Mike Wallace"
"51.109","BILI","41","1","2013-03-28","Associate Member","Mark Warawa"
"51.110","BILI","41","1","2013-03-28","Associate Member","Chris Warkentin"
"51.111","BILI","41","1","2013-03-28","Associate Member","Jeff Watson"
"51.112","BILI","41","1","2013-03-28","Associate Member","John Weston"
"51.113","BILI","41","1","2013-03-28","Associate Member","Rodney Weston"
"51.114","BILI","41","1","2013-03-28","Associate Member","David Wilks"
"51.115","BILI","41","1","2013-03-28","Associate Member","John Williamson"
"51.116","BILI","41","1","2013-03-28","Associate Member","Stephen Woodworth"
"51.117","BILI","41","1","2013-03-28","Associate Member","Wai Young"
"51.118","BILI","41","1","2013-03-28","Associate Member","Bob Zimmer"
"51.119","BILI","41","1","2013-03-28","Associate Member","Mauril Bélanger"
"51.120","BILI","41","1","2013-03-28","Associate Member","Ted Hsu"
"52.1","BILI","41","1","2013-06-07","Associate Member","Eve Adams"
"52.2","BILI","41","1","2013-06-07","Associate Member","Mark Adler"
"52.3","BILI","41","1","2013-06-07","Associate Member","Dan Albas"
"52.4","BILI","41","1","2013-06-07","Associate Member","Harold Albrecht"
"52.5","BILI","41","1","2013-06-07","Associate Member","Chris Alexander"
"52.6","BILI","41","1","2013-06-07","Associate Member","Mike Allen"
"52.7","BILI","41","1","2013-06-07","Associate Member","Dean Allison"
"52.8","BILI","41","1","2013-06-07","Associate Member","Stella Ambler"
"52.9","BILI","41","1","2013-06-07","Associate Member","Rob Anders"
"52.10","BILI","41","1","2013-06-07","Associate Member","David Anderson"
"52.11","BILI","41","1","2013-06-07","Associate Member","Scott Armstrong"
"52.12","BILI","41","1","2013-06-07","Associate Member","Jay Aspin"
"52.13","BILI","41","1","2013-06-07","Associate Member","Joyce Bateman"
"52.14","BILI","41","1","2013-06-07","Associate Member","Leon Benoit"
"52.15","BILI","41","1","2013-06-07","Associate Member","Candice Bergen"
"52.16","BILI","41","1","2013-06-07","Associate Member","James Bezan"
"52.17","BILI","41","1","2013-06-07","Associate Member","Kelly Block"
"52.18","BILI","41","1","2013-06-07","Associate Member","Ray Boughen"
"52.19","BILI","41","1","2013-06-07","Associate Member","Peter Braid"
"52.20","BILI","41","1","2013-06-07","Associate Member","Garry Breitkreuz"
"52.21","BILI","41","1","2013-06-07","Associate Member","Gordon Brown"
"52.22","BILI","41","1","2013-06-07","Associate Member","Lois Brown"
"52.23","BILI","41","1","2013-06-07","Associate Member","Patrick Brown"
"52.24","BILI","41","1","2013-06-07","Associate Member","Brad Butt"
"52.25","BILI","41","1","2013-06-07","Associate Member","Paul Calandra"
"52.26","BILI","41","1","2013-06-07","Associate Member","Blaine Calkins"
"52.27","BILI","41","1","2013-06-07","Associate Member","Ron Cannan"
"52.28","BILI","41","1","2013-06-07","Associate Member","John Carmichael"
"52.29","BILI","41","1","2013-06-07","Associate Member","Colin Carrie"
"52.30","BILI","41","1","2013-06-07","Associate Member","Corneliu Chisu"
"52.31","BILI","41","1","2013-06-07","Associate Member","Michael Chong"
"52.32","BILI","41","1","2013-06-07","Associate Member","Joan Crockatt"
"52.33","BILI","41","1","2013-06-07","Associate Member","Joe Daniel"
"52.34","BILI","41","1","2013-06-07","Associate Member","Patricia Davidson"
"52.35","BILI","41","1","2013-06-07","Associate Member","Bob Dechert"
"52.36","BILI","41","1","2013-06-07","Associate Member","Dean Del Mastro"
"52.37","BILI","41","1","2013-06-07","Associate Member","Earl Dreeshen"
"52.38","BILI","41","1","2013-06-07","Associate Member","Rick Dykstra"
"52.39","BILI","41","1","2013-06-07","Associate Member","Kerry-Lynne D. Findlay"
"52.40","BILI","41","1","2013-06-07","Associate Member","Cheryl Gallant"
"52.41","BILI","41","1","2013-06-07","Associate Member","Parm Gill"
"52.42","BILI","41","1","2013-06-07","Associate Member","Shelly Glover"
"52.43","BILI","41","1","2013-06-07","Associate Member","Robert Goguen"
"52.44","BILI","41","1","2013-06-07","Associate Member","Jacques Gourde"
"52.45","BILI","41","1","2013-06-07","Associate Member","Nina Grewal"
"52.46","BILI","41","1","2013-06-07","Associate Member","Laurie Hawn"
"52.47","BILI","41","1","2013-06-07","Associate Member","Bryan Hayes"
"52.48","BILI","41","1","2013-06-07","Associate Member","Russ Hiebert"
"52.49","BILI","41","1","2013-06-07","Associate Member","Randy Hoback"
"52.50","BILI","41","1","2013-06-07","Associate Member","Ed Holder"
"52.51","BILI","41","1","2013-06-07","Associate Member","Roxanne James"
"52.52","BILI","41","1","2013-06-07","Associate Member","Brian Jean"
"52.53","BILI","41","1","2013-06-07","Associate Member","Randy Kamp"
"52.54","BILI","41","1","2013-06-07","Associate Member","Gerald Keddy"
"52.55","BILI","41","1","2013-06-07","Associate Member","Greg Kerr"
"52.56","BILI","41","1","2013-06-07","Associate Member","Ed Komarnicki"
"52.57","BILI","41","1","2013-06-07","Associate Member","Daryl Kramp"
"52.58","BILI","41","1","2013-06-07","Associate Member","Mike Lake"
"52.59","BILI","41","1","2013-06-07","Associate Member","Guy Lauzon"
"52.60","BILI","41","1","2013-06-07","Associate Member","Ryan Leef"
"52.61","BILI","41","1","2013-06-07","Associate Member","Kellie Leitch"
"52.62","BILI","41","1","2013-06-07","Associate Member","Pierre Lemieux"
"52.63","BILI","41","1","2013-06-07","Associate Member","Wladyslaw Lizon"
"52.64","BILI","41","1","2013-06-07","Associate Member","Ben Lobb"
"52.65","BILI","41","1","2013-06-07","Associate Member","Tom Lukiwski"
"52.66","BILI","41","1","2013-06-07","Associate Member","James Lunney"
"52.67","BILI","41","1","2013-06-07","Associate Member","Dave MacKenzie"
"52.68","BILI","41","1","2013-06-07","Associate Member","Colin Mayes"
"52.69","BILI","41","1","2013-06-07","Associate Member","Phil McColeman"
"52.70","BILI","41","1","2013-06-07","Associate Member","Cathy McLeod"
"52.71","BILI","41","1","2013-06-07","Associate Member","Costas Menegakis"
"52.72","BILI","41","1","2013-06-07","Associate Member","Rob Merrifield"
"52.73","BILI","41","1","2013-06-07","Associate Member","Larry Miller"
"52.74","BILI","41","1","2013-06-07","Associate Member","Rob Moore"
"52.75","BILI","41","1","2013-06-07","Associate Member","Rick Norlock"
"52.76","BILI","41","1","2013-06-07","Associate Member","Deepak Obhrai"
"52.77","BILI","41","1","2013-06-07","Associate Member","Tilly O'Neill Gordon"
"52.78","BILI","41","1","2013-06-07","Associate Member","Ted Opitz"
"52.79","BILI","41","1","2013-06-07","Associate Member","Erin O'Toole"
"52.80","BILI","41","1","2013-06-07","Associate Member","LaVar Payne"
"52.81","BILI","41","1","2013-06-07","Associate Member","Pierre Poilievre"
"52.82","BILI","41","1","2013-06-07","Associate Member","Joe Preston"
"52.83","BILI","41","1","2013-06-07","Associate Member","James Rajotte"
"52.84","BILI","41","1","2013-06-07","Associate Member","Scott Reid"
"52.85","BILI","41","1","2013-06-07","Associate Member","Michelle Rempel"
"52.86","BILI","41","1","2013-06-07","Associate Member","Blake Richards"
"52.87","BILI","41","1","2013-06-07","Associate Member","Greg Rickford"
"52.88","BILI","41","1","2013-06-07","Associate Member","Andrew Saxton"
"52.89","BILI","41","1","2013-06-07","Associate Member","Gary Schellenberger"
"52.90","BILI","41","1","2013-06-07","Associate Member","Kyle Seeback"
"52.91","BILI","41","1","2013-06-07","Associate Member","Bev Shipley"
"52.92","BILI","41","1","2013-06-07","Associate Member","Devinder Shory"
"52.93","BILI","41","1","2013-06-07","Associate Member","Joy Smith"
"52.94","BILI","41","1","2013-06-07","Associate Member","Robert Sopuck"
"52.95","BILI","41","1","2013-06-07","Associate Member","Kevin Sorenson"
"52.96","BILI","41","1","2013-06-07","Associate Member","Brian Storseth"
"52.97","BILI","41","1","2013-06-07","Associate Member","Mark Strahl"
"52.98","BILI","41","1","2013-06-07","Associate Member","David Sweet"
"52.99","BILI","41","1","2013-06-07","Associate Member","David Tilson"
"52.100","BILI","41","1","2013-06-07","Associate Member","Lawrence Toet"
"52.101","BILI","41","1","2013-06-07","Associate Member","Brad Trost"
"52.102","BILI","41","1","2013-06-07","Associate Member","Bernard Trottier"
"52.103","BILI","41","1","2013-06-07","Associate Member","Susan Truppe"
"52.104","BILI","41","1","2013-06-07","Associate Member","Merv Tweed"
"52.105","BILI","41","1","2013-06-07","Associate Member","Dave Van Kesteren"
"52.106","BILI","41","1","2013-06-07","Associate Member","Maurice Vellacott"
"52.107","BILI","41","1","2013-06-07","Associate Member","Mike Wallace"
"52.108","BILI","41","1","2013-06-07","Associate Member","Mark Warawa"
"52.109","BILI","41","1","2013-06-07","Associate Member","Chris Warkentin"
"52.110","BILI","41","1","2013-06-07","Associate Member","Jeff Watson"
"52.111","BILI","41","1","2013-06-07","Associate Member","John Weston"
"52.112","BILI","41","1","2013-06-07","Associate Member","Rodney Weston"
"52.113","BILI","41","1","2013-06-07","Associate Member","David Wilks"
"52.114","BILI","41","1","2013-06-07","Associate Member","John Williamson"
"52.115","BILI","41","1","2013-06-07","Associate Member","Stephen Woodworth"
"52.116","BILI","41","1","2013-06-07","Associate Member","Wai Young"
"52.117","BILI","41","1","2013-06-07","Associate Member","Bob Zimmer"
"52.118","BILI","41","1","2013-06-07","Associate Member","Mauril Bélanger"
