"observation_path","chamber_path","member_path","observation_number","chamber_number","member_number","chamber_name","full_name","first_name","last_name","constituency_name","constituency_ID","party_name","start_date","end_date"
"/chamber-1/member-129","/chamber-1","/chamber-1/member-129",129,1,129,"House of Commons","Rob Clarke","Rob","Clarke","Desnethé—Missinippi—Churchill River","/chamber-1/constituency-67","Conservative Party of Canada",2008-03-17,2015-10-10
"/chamber-1/member-130","/chamber-1","/chamber-1/member-130",130,1,130,"House of Commons","Roger Clavet","Roger","Clavet","Louis-Hébert","/chamber-1/constituency-144","Bloc Québécois",2004-06-28,2006-01-01
"/chamber-1/member-131","/chamber-1","/chamber-1/member-131",131,1,131,"House of Commons","Bernard Cleary","Bernard","Cleary","Louis-Saint-Laurent","/chamber-1/constituency-145","Bloc Québécois",2004-06-28,2006-01-01
"/chamber-1/member-132","/chamber-1","/chamber-1/member-132",132,1,132,"House of Commons","Ryan Cleary","Ryan","Cleary","St. John's South—Mount Pearl","/chamber-1/constituency-258","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-133","/chamber-1","/chamber-1/member-133",133,1,133,"House of Commons","Tony Clement","Tony","Clement","Parry Sound—Muskoka","/chamber-1/constituency-196","Conservative Party of Canada",2006-01-23,2015-10-10
"/chamber-1/member-134","/chamber-1","/chamber-1/member-134",134,1,134,"House of Commons","Siobhan Coady","Siobhan","Coady","St. John's South—Mount Pearl","/chamber-1/constituency-258","Liberal Party of Canada",2008-10-14,2011-05-05
"/chamber-1/member-135","/chamber-1","/chamber-1/member-135",135,1,135,"House of Commons","Denis Coderre","Denis","Coderre","Bourassa","/chamber-1/constituency-23","Liberal Party of Canada",2004-06-28,2013-06-06
"/chamber-1/member-136","/chamber-1","/chamber-1/member-136",136,1,136,"House of Commons","Joe Comartin","Joe","Comartin","Windsor—Tecumseh","/chamber-1/constituency-297","New Democratic Party",2004-06-28,2015-10-10
"/chamber-1/member-137","/chamber-1","/chamber-1/member-137",137,1,137,"House of Commons","Joe Comuzzi","Joe","Comuzzi","Thunder Bay—Superior North","/chamber-1/constituency-267","Liberal Party of Canada",2004-06-28,2008-10-10
"/chamber-1/member-138","/chamber-1","/chamber-1/member-138",138,1,138,"House of Commons","Guy Côté","Guy","Côté","Portneuf—Jacques-Cartier","/chamber-1/constituency-206","Bloc Québécois",2004-06-28,2006-01-01
"/chamber-1/member-139","/chamber-1","/chamber-1/member-139",139,1,139,"House of Commons","Raymond Côté","Raymond","Côté","Beauport—Limoilou","/chamber-1/constituency-18","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-140","/chamber-1","/chamber-1/member-140",140,1,140,"House of Commons","Irwin Cotler","Irwin","Cotler","Mount Royal","/chamber-1/constituency-164","Liberal Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-141","/chamber-1","/chamber-1/member-141",141,1,141,"House of Commons","Paul Crête","Paul","Crête","Montmagny—L'Islet—Kamouraska—Rivière-du-Loup","/chamber-1/constituency-162","Bloc Québécois",2004-06-28,2009-05-05
"/chamber-1/member-142","/chamber-1","/chamber-1/member-142",142,1,142,"House of Commons","Joan Crockatt","Joan","Crockatt","Calgary Centre","/chamber-1/constituency-36","Conservative Party of Canada",2012-11-26,2015-10-10
"/chamber-1/member-143","/chamber-1","/chamber-1/member-143",143,1,143,"House of Commons","Bonnie Crombie","Bonnie","Crombie","Mississauga—Streetsville","/chamber-1/constituency-159","Liberal Party of Canada",2008-10-14,2011-05-05
"/chamber-1/member-144","/chamber-1","/chamber-1/member-144",144,1,144,"House of Commons","Jean Crowder","Jean","Crowder","Nanaimo—Cowichan","/chamber-1/constituency-166","New Democratic Party",2004-06-28,2015-10-10
"/chamber-1/member-145","/chamber-1","/chamber-1/member-145",145,1,145,"House of Commons","Nathan Cullen","Nathan","Cullen","Skeena—Bulkley Valley","/chamber-1/constituency-252","New Democratic Party",2004-06-28,2015-10-10
"/chamber-1/member-146","/chamber-1","/chamber-1/member-146",146,1,146,"House of Commons","Roy Cullen","Roy","Cullen","Etobicoke North","/chamber-1/constituency-88","Liberal Party of Canada",2004-06-28,2008-10-10
"/chamber-1/member-147","/chamber-1","/chamber-1/member-147",147,1,147,"House of Commons","John Cummins","John","Cummins","Delta—Richmond East","/chamber-1/constituency-66","Conservative Party of Canada",2004-06-28,2011-05-05
"/chamber-1/member-148","/chamber-1","/chamber-1/member-148",148,1,148,"House of Commons","Rodger Cuzner","Rodger","Cuzner","Cape Breton—Canso","/chamber-1/constituency-45","Liberal Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-149","/chamber-1","/chamber-1/member-149",149,1,149,"House of Commons","Jean-Claude D'Amours","Jean-Claude","D'Amours","Madawaska—Restigouche","/chamber-1/constituency-147","Liberal Party of Canada",2004-06-28,2011-05-05
"/chamber-1/member-150","/chamber-1","/chamber-1/member-150",150,1,150,"House of Commons","Joe Daniel","Joe","Daniel","Don Valley East","/chamber-1/constituency-68","Conservative Party of Canada",2011-05-02,2015-10-10
"/chamber-1/member-151","/chamber-1","/chamber-1/member-151",151,1,151,"House of Commons","Patricia Davidson","Patricia","Davidson","Sarnia—Lambton","/chamber-1/constituency-237","Conservative Party of Canada",2006-01-23,2015-10-10
"/chamber-1/member-152","/chamber-1","/chamber-1/member-152",152,1,152,"House of Commons","Don Davies","Don","Davies","Vancouver Kingsway","/chamber-1/constituency-277","New Democratic Party",2008-10-14,2015-10-10
"/chamber-1/member-153","/chamber-1","/chamber-1/member-153",153,1,153,"House of Commons","Libby Davies","Libby","Davies","Vancouver East","/chamber-1/constituency-275","New Democratic Party",2004-06-28,2015-10-10
"/chamber-1/member-154","/chamber-1","/chamber-1/member-154",154,1,154,"House of Commons","Anne-Marie Day","Anne-Marie","Day","Charlesbourg—Haute-Saint-Charles","/chamber-1/constituency-51","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-155","/chamber-1","/chamber-1/member-155",155,1,155,"House of Commons","Stockwell Day","Stockwell","Day","Okanagan—Coquihalla","/chamber-1/constituency-183","Conservative Party of Canada",2004-06-28,2011-05-05
"/chamber-1/member-156","/chamber-1","/chamber-1/member-156",156,1,156,"House of Commons","Claude DeBellefeuille","Claude","DeBellefeuille","Beauharnois—Salaberry","/chamber-1/constituency-17","Bloc Québécois",2006-01-23,2011-05-05
"/chamber-1/member-157","/chamber-1","/chamber-1/member-157",157,1,157,"House of Commons","Bob Dechert","Bob","Dechert","Mississauga—Erindale","/chamber-1/constituency-158","Conservative Party of Canada",2008-10-14,2015-10-10
"/chamber-1/member-158","/chamber-1","/chamber-1/member-158",158,1,158,"House of Commons","Dean Del Mastro","Dean","Del Mastro","Peterborough","/chamber-1/constituency-199","Conservative Party of Canada",2006-01-23,2014-11-11
"/chamber-1/member-159","/chamber-1","/chamber-1/member-159",159,1,159,"House of Commons","Nicole Demers","Nicole","Demers","Laval","/chamber-1/constituency-134","Bloc Québécois",2004-06-28,2011-05-05
"/chamber-1/member-160","/chamber-1","/chamber-1/member-160",160,1,160,"House of Commons","Johanne Deschamps","Johanne","Deschamps","Laurentides—Labelle","/chamber-1/constituency-132","Bloc Québécois",2004-06-28,2011-05-05
"/chamber-1/member-161","/chamber-1","/chamber-1/member-161",161,1,161,"House of Commons","Bev Desjarlais","Bev","Desjarlais","Churchill","/chamber-1/constituency-58","Independent",2004-06-28,2006-01-01
"/chamber-1/member-162","/chamber-1","/chamber-1/member-162",162,1,162,"House of Commons","Luc Desnoyers","Luc","Desnoyers","Rivière-des-Mille-Îles","/chamber-1/constituency-222","Bloc Québécois",2008-10-14,2011-05-05
"/chamber-1/member-163","/chamber-1","/chamber-1/member-163",163,1,163,"House of Commons","Odina Desrochers","Odina","Desrochers","Lotbinière—Chutes-de-la-Chaudière","/chamber-1/constituency-143","Bloc Québécois",2004-06-28,2006-01-01
"/chamber-1/member-164","/chamber-1","/chamber-1/member-164",164,1,164,"House of Commons","Paul DeVillers","Paul","DeVillers","Simcoe North","/chamber-1/constituency-250","Liberal Party of Canada",2004-06-28,2006-01-01
"/chamber-1/member-165","/chamber-1","/chamber-1/member-165",165,1,165,"House of Commons","Barry Devolin","Barry","Devolin","Haliburton—Kawartha Lakes—Brock","/chamber-1/constituency-99","Conservative Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-166","/chamber-1","/chamber-1/member-166",166,1,166,"House of Commons","Paul Dewar","Paul","Dewar","Ottawa Centre","/chamber-1/constituency-186","New Democratic Party",2006-01-23,2015-10-10
"/chamber-1/member-167","/chamber-1","/chamber-1/member-167",167,1,167,"House of Commons","Sukh Dhaliwal","Sukh","Dhaliwal","Newton—North Delta","/chamber-1/constituency-171","Liberal Party of Canada",2006-01-23,2011-05-05
"/chamber-1/member-168","/chamber-1","/chamber-1/member-168",168,1,168,"House of Commons","Ruby Dhalla","Ruby","Dhalla","Brampton—Springdale","/chamber-1/constituency-26","Liberal Party of Canada",2004-06-28,2011-05-05
"/chamber-1/member-169","/chamber-1","/chamber-1/member-169",169,1,169,"House of Commons","Stéphane Dion","Stéphane","Dion","Saint-Laurent—Cartierville","/chamber-1/constituency-234","Liberal Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-170","/chamber-1","/chamber-1/member-170",170,1,170,"House of Commons","Pierre Dionne Labelle","Pierre","Dionne Labelle","Rivière-du-Nord","/chamber-1/constituency-223","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-171","/chamber-1","/chamber-1/member-171",171,1,171,"House of Commons","Fin Donnelly","Fin","Donnelly","New Westminster—Coquitlam","/chamber-1/constituency-169","New Democratic Party",2009-11-09,2015-10-10
"/chamber-1/member-172","/chamber-1","/chamber-1/member-172",172,1,172,"House of Commons","Rosane Doré Lefebvre","Rosane","Doré Lefebvre","Alfred-Pellan","/chamber-1/constituency-7","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-173","/chamber-1","/chamber-1/member-173",173,1,173,"House of Commons","Jean Dorion","Jean","Dorion","Longueuil—Pierre-Boucher","/chamber-1/constituency-142","Bloc Québécois",2008-10-14,2011-05-05
"/chamber-1/member-174","/chamber-1","/chamber-1/member-174",174,1,174,"House of Commons","Ujjal Dosanjh","Ujjal","Dosanjh","Vancouver South","/chamber-1/constituency-279","Liberal Party of Canada",2004-06-28,2011-05-05
"/chamber-1/member-175","/chamber-1","/chamber-1/member-175",175,1,175,"House of Commons","Norman E. Doyle","Norman E.","Doyle","St. John's East","/chamber-1/constituency-257","Conservative Party of Canada",2004-06-28,2008-10-10
"/chamber-1/member-176","/chamber-1","/chamber-1/member-176",176,1,176,"House of Commons","Earl Dreeshen","Earl","Dreeshen","Red Deer","/chamber-1/constituency-213","Conservative Party of Canada",2008-10-14,2015-10-10
"/chamber-1/member-177","/chamber-1","/chamber-1/member-177",177,1,177,"House of Commons","Claude Drouin","Claude","Drouin","Beauce","/chamber-1/constituency-16","Liberal Party of Canada",2004-06-28,2006-01-01
"/chamber-1/member-178","/chamber-1","/chamber-1/member-178",178,1,178,"House of Commons","Ken Dryden","Ken","Dryden","York Centre","/chamber-1/constituency-303","Liberal Party of Canada",2004-06-28,2011-05-05
"/chamber-1/member-179","/chamber-1","/chamber-1/member-179",179,1,179,"House of Commons","Matthew Dubé","Matthew","Dubé","Chambly—Borduas","/chamber-1/constituency-50","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-180","/chamber-1","/chamber-1/member-180",180,1,180,"House of Commons","Emmanuel Dubourg","Emmanuel","Dubourg","Bourassa","/chamber-1/constituency-23","Liberal Party of Canada",2013-11-25,2015-10-10
"/chamber-1/member-181","/chamber-1","/chamber-1/member-181",181,1,181,"House of Commons","Gilles Duceppe","Gilles","Duceppe","Laurier—Sainte-Marie","/chamber-1/constituency-133","Bloc Québécois",2004-06-28,2011-05-05
"/chamber-1/member-182","/chamber-1","/chamber-1/member-182",182,1,182,"House of Commons","Nicolas Dufour","Nicolas","Dufour","Repentigny","/chamber-1/constituency-217","Bloc Québécois",2008-10-14,2011-05-05
"/chamber-1/member-183","/chamber-1","/chamber-1/member-183",183,1,183,"House of Commons","John Duncan","John","Duncan","Vancouver Island North","/chamber-1/constituency-276","Conservative Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-184","/chamber-1","/chamber-1/member-184",184,1,184,"House of Commons","Kirsty Duncan","Kirsty","Duncan","Etobicoke North","/chamber-1/constituency-88","Liberal Party of Canada",2008-10-14,2015-10-10
"/chamber-1/member-185","/chamber-1","/chamber-1/member-185",185,1,185,"House of Commons","Linda Duncan","Linda","Duncan","Edmonton—Strathcona","/chamber-1/constituency-80","New Democratic Party",2008-10-14,2015-10-10
"/chamber-1/member-186","/chamber-1","/chamber-1/member-186",186,1,186,"House of Commons","Pierre-Luc Dusseault","Pierre-Luc","Dusseault","Sherbrooke","/chamber-1/constituency-249","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-187","/chamber-1","/chamber-1/member-187",187,1,187,"House of Commons","Rick Dykstra","Rick","Dykstra","St. Catharines","/chamber-1/constituency-256","Conservative Party of Canada",2006-01-23,2015-10-10
"/chamber-1/member-188","/chamber-1","/chamber-1/member-188",188,1,188,"House of Commons","Wayne Easter","Wayne","Easter","Malpeque","/chamber-1/constituency-148","Liberal Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-189","/chamber-1","/chamber-1/member-189",189,1,189,"House of Commons","Ruben Efford","Ruben","Efford","Avalon","/chamber-1/constituency-11","Liberal Party of Canada",2004-06-28,2006-01-01
"/chamber-1/member-190","/chamber-1","/chamber-1/member-190",190,1,190,"House of Commons","Jim Eglinski","Jim","Eglinski","Yellowhead","/chamber-1/constituency-302","Conservative Party of Canada",2014-11-17,2015-10-10
"/chamber-1/member-191","/chamber-1","/chamber-1/member-191",191,1,191,"House of Commons","David Emerson","David","Emerson","Vancouver Kingsway","/chamber-1/constituency-277","Liberal Party of Canada",2004-06-28,2008-10-10
"/chamber-1/member-192","/chamber-1","/chamber-1/member-192",192,1,192,"House of Commons","Ken Epp","Ken","Epp","Edmonton—Sherwood Park","/chamber-1/constituency-77","Conservative Party of Canada",2004-06-28,2008-10-10
"/chamber-1/member-193","/chamber-1","/chamber-1/member-193",193,1,193,"House of Commons","Mark Eyking","Mark","Eyking","Sydney—Victoria","/chamber-1/constituency-263","Liberal Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-194","/chamber-1","/chamber-1/member-194",194,1,194,"House of Commons","Meili Faille","Meili","Faille","Vaudreuil-Soulanges","/chamber-1/constituency-280","Bloc Québécois",2004-06-28,2011-05-05
"/chamber-1/member-195","/chamber-1","/chamber-1/member-195",195,1,195,"House of Commons","Ted Falk","Ted","Falk","Provencher","/chamber-1/constituency-210","Conservative Party of Canada",2013-11-25,2015-10-10
"/chamber-1/member-196","/chamber-1","/chamber-1/member-196",196,1,196,"House of Commons","Julian Fantino","Julian","Fantino","Vaughan","/chamber-1/constituency-281","Conservative Party of Canada",2010-11-29,2015-10-10
"/chamber-1/member-197","/chamber-1","/chamber-1/member-197",197,1,197,"House of Commons","Ed Fast","Ed","Fast","Abbotsford","/chamber-1/constituency-1","Conservative Party of Canada",2006-01-23,2015-10-10
"/chamber-1/member-198","/chamber-1","/chamber-1/member-198",198,1,198,"House of Commons","Kerry-Lynne D. Findlay","Kerry-Lynne D.","Findlay","Delta—Richmond East","/chamber-1/constituency-66","Conservative Party of Canada",2011-05-02,2015-10-10
"/chamber-1/member-199","/chamber-1","/chamber-1/member-199",199,1,199,"House of Commons","Diane Finley","Diane","Finley","Haldimand—Norfolk","/chamber-1/constituency-98","Conservative Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-200","/chamber-1","/chamber-1/member-200",200,1,200,"House of Commons","Brian Fitzpatrick","Brian","Fitzpatrick","Prince Albert","/chamber-1/constituency-207","Conservative Party of Canada",2004-06-28,2008-10-10
"/chamber-1/member-201","/chamber-1","/chamber-1/member-201",201,1,201,"House of Commons","Jim Flaherty","Jim","Flaherty","Whitby—Oshawa","/chamber-1/constituency-293","Conservative Party of Canada",2006-01-23,2014-04-04
"/chamber-1/member-202","/chamber-1","/chamber-1/member-202",202,1,202,"House of Commons","Steven Fletcher","Steven","Fletcher","Charleswood—St. James—Assiniboia","/chamber-1/constituency-52","Conservative Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-203","/chamber-1","/chamber-1/member-203",203,1,203,"House of Commons","Raymonde Folco","Raymonde","Folco","Laval—Les Îles","/chamber-1/constituency-135","Liberal Party of Canada",2004-06-28,2011-05-05
"/chamber-1/member-204","/chamber-1","/chamber-1/member-204",204,1,204,"House of Commons","Joe Fontana","Joe","Fontana","London North Centre","/chamber-1/constituency-139","Liberal Party of Canada",2004-06-28,2006-09-09
"/chamber-1/member-205","/chamber-1","/chamber-1/member-205",205,1,205,"House of Commons","Judy Foote","Judy","Foote","Random—Burin—St. George's","/chamber-1/constituency-212","Liberal Party of Canada",2008-10-14,2015-10-10
"/chamber-1/member-206","/chamber-1","/chamber-1/member-206",206,1,206,"House of Commons","Paul Forseth","Paul","Forseth","New Westminster—Coquitlam","/chamber-1/constituency-169","Conservative Party of Canada",2004-06-28,2006-01-01
"/chamber-1/member-207","/chamber-1","/chamber-1/member-207",207,1,207,"House of Commons","Jean-François Fortin","Jean-François","Fortin","Haute-Gaspésie—La Mitis—Matane—Matapédia","/chamber-1/constituency-106","Forces et Démocratie",2011-05-02,2015-10-10
"/chamber-1/member-208","/chamber-1","/chamber-1/member-208",208,1,208,"House of Commons","Chrystia Freeland","Chrystia","Freeland","Toronto Centre","/chamber-1/constituency-270","Liberal Party of Canada",2013-11-25,2015-10-10
"/chamber-1/member-209","/chamber-1","/chamber-1/member-209",209,1,209,"House of Commons","Carole Freeman","Carole","Freeman","Châteauguay—Saint-Constant","/chamber-1/constituency-54","Bloc Québécois",2006-01-23,2011-05-05
"/chamber-1/member-210","/chamber-1","/chamber-1/member-210",210,1,210,"House of Commons","Mylène Freeman","Mylène","Freeman","Argenteuil—Papineau—Mirabel","/chamber-1/constituency-10","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-211","/chamber-1","/chamber-1/member-211",211,1,211,"House of Commons","Liza Frulla","Liza","Frulla","Jeanne-Le Ber","/chamber-1/constituency-112","Liberal Party of Canada",2004-06-28,2006-01-01
"/chamber-1/member-212","/chamber-1","/chamber-1/member-212",212,1,212,"House of Commons","Hedy Fry","Hedy","Fry","Vancouver Centre","/chamber-1/constituency-274","Liberal Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-213","/chamber-1","/chamber-1/member-213",213,1,213,"House of Commons","Christiane Gagnon","Christiane","Gagnon","Québec","/chamber-1/constituency-211","Bloc Québécois",2004-06-28,2011-05-05
"/chamber-1/member-214","/chamber-1","/chamber-1/member-214",214,1,214,"House of Commons","Marcel Gagnon","Marcel","Gagnon","Saint-Maurice—Champlain","/chamber-1/constituency-236","Bloc Québécois",2004-06-28,2006-01-01
"/chamber-1/member-215","/chamber-1","/chamber-1/member-215",215,1,215,"House of Commons","Sébastien Gagnon","Sébastien","Gagnon","Jonquière—Alma","/chamber-1/constituency-114","Bloc Québécois",2004-06-28,2006-01-01
"/chamber-1/member-216","/chamber-1","/chamber-1/member-216",216,1,216,"House of Commons","Royal Galipeau","Royal","Galipeau","Ottawa—Orléans","/chamber-1/constituency-189","Conservative Party of Canada",2006-01-23,2015-10-10
"/chamber-1/member-217","/chamber-1","/chamber-1/member-217",217,1,217,"House of Commons","Cheryl Gallant","Cheryl","Gallant","Renfrew—Nipissing—Pembroke","/chamber-1/constituency-216","Conservative Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-218","/chamber-1","/chamber-1/member-218",218,1,218,"House of Commons","Roger Gallaway","Roger","Gallaway","Sarnia—Lambton","/chamber-1/constituency-237","Liberal Party of Canada",2004-06-28,2006-01-01
"/chamber-1/member-219","/chamber-1","/chamber-1/member-219",219,1,219,"House of Commons","Marc Garneau","Marc","Garneau","Westmount—Ville-Marie","/chamber-1/constituency-291","Liberal Party of Canada",2008-10-14,2015-10-10
"/chamber-1/member-220","/chamber-1","/chamber-1/member-220",220,1,220,"House of Commons","Randall Garrison","Randall","Garrison","Esquimalt—Juan de Fuca","/chamber-1/constituency-85","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-221","/chamber-1","/chamber-1/member-221",221,1,221,"House of Commons","Roger Gaudet","Roger","Gaudet","Montcalm","/chamber-1/constituency-161","Bloc Québécois",2004-06-28,2011-05-05
"/chamber-1/member-222","/chamber-1","/chamber-1/member-222",222,1,222,"House of Commons","Michel Gauthier","Michel","Gauthier","Roberval—Lac-Saint-Jean","/chamber-1/constituency-224","Bloc Québécois",2004-06-28,2007-07-07
"/chamber-1/member-223","/chamber-1","/chamber-1/member-223",223,1,223,"House of Commons","Bernard Généreux","Bernard","Généreux","Montmagny—L'Islet—Kamouraska—Rivière-du-Loup","/chamber-1/constituency-162","Conservative Party of Canada",2009-11-09,2011-05-05
"/chamber-1/member-224","/chamber-1","/chamber-1/member-224",224,1,224,"House of Commons","Réjean Genest","Réjean","Genest","Shefford","/chamber-1/constituency-248","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-225","/chamber-1","/chamber-1/member-225",225,1,225,"House of Commons","Jonathan Genest-Jourdain","Jonathan","Genest-Jourdain","Manicouagan","/chamber-1/constituency-149","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-226","/chamber-1","/chamber-1/member-226",226,1,226,"House of Commons","Alain Giguère","Alain","Giguère","Marc-Aurèle-Fortin","/chamber-1/constituency-150","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-227","/chamber-1","/chamber-1/member-227",227,1,227,"House of Commons","Parm Gill","Parm","Gill","Brampton—Springdale","/chamber-1/constituency-26","Conservative Party of Canada",2011-05-02,2015-10-10
"/chamber-1/member-228","/chamber-1","/chamber-1/member-228",228,1,228,"House of Commons","Shelly Glover","Shelly","Glover","Saint Boniface","/chamber-1/constituency-228","Conservative Party of Canada",2008-10-14,2015-10-10
"/chamber-1/member-229","/chamber-1","/chamber-1/member-229",229,1,229,"House of Commons","Marc Godbout","Marc","Godbout","Ottawa—Orléans","/chamber-1/constituency-189","Liberal Party of Canada",2004-06-28,2006-01-01
"/chamber-1/member-230","/chamber-1","/chamber-1/member-230",230,1,230,"House of Commons","John Godfrey","John","Godfrey","Don Valley West","/chamber-1/constituency-69","Liberal Party of Canada",2004-06-28,2008-08-08
"/chamber-1/member-231","/chamber-1","/chamber-1/member-231",231,1,231,"House of Commons","Yvon Godin","Yvon","Godin","Acadie—Bathurst","/chamber-1/constituency-4","New Democratic Party",2004-06-28,2015-10-10
"/chamber-1/member-232","/chamber-1","/chamber-1/member-232",232,1,232,"House of Commons","Robert Goguen","Robert","Goguen","Moncton—Riverview—Dieppe","/chamber-1/constituency-160","Conservative Party of Canada",2011-05-02,2015-10-10
"/chamber-1/member-233","/chamber-1","/chamber-1/member-233",233,1,233,"House of Commons","Peter Goldring","Peter","Goldring","Edmonton East","/chamber-1/constituency-74","Conservative Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-234","/chamber-1","/chamber-1/member-234",234,1,234,"House of Commons","Ralph Goodale","Ralph","Goodale","Wascana","/chamber-1/constituency-285","Liberal Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-235","/chamber-1","/chamber-1/member-235",235,1,235,"House of Commons","Gary Goodyear","Gary","Goodyear","Cambridge","/chamber-1/constituency-44","Conservative Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-236","/chamber-1","/chamber-1/member-236",236,1,236,"House of Commons","Bal Gosal","Bal","Gosal","Bramalea—Gore—Malton","/chamber-1/constituency-24","Conservative Party of Canada",2011-05-02,2015-10-10
"/chamber-1/member-237","/chamber-1","/chamber-1/member-237",237,1,237,"House of Commons","Jim Gouk","Jim","Gouk","British Columbia Southern Interior","/chamber-1/constituency-29","Conservative Party of Canada",2004-06-28,2006-01-01
"/chamber-1/member-238","/chamber-1","/chamber-1/member-238",238,1,238,"House of Commons","Jacques Gourde","Jacques","Gourde","Lotbinière—Chutes-de-la-Chaudière","/chamber-1/constituency-143","Conservative Party of Canada",2006-01-23,2015-10-10
"/chamber-1/member-239","/chamber-1","/chamber-1/member-239",239,1,239,"House of Commons","Bill Graham","Bill","Graham","Toronto Centre","/chamber-1/constituency-270","Liberal Party of Canada",2004-06-28,2007-07-07
"/chamber-1/member-240","/chamber-1","/chamber-1/member-240",240,1,240,"House of Commons","Raymond Gravel","Raymond","Gravel","Repentigny","/chamber-1/constituency-217","Bloc Québécois",2006-11-27,2008-10-10
"/chamber-1/member-241","/chamber-1","/chamber-1/member-241",241,1,241,"House of Commons","Claude Gravelle","Claude","Gravelle","Nickel Belt","/chamber-1/constituency-174","New Democratic Party",2008-10-14,2015-10-10
"/chamber-1/member-242","/chamber-1","/chamber-1/member-242",242,1,242,"House of Commons","Gurmant Grewal","Gurmant","Grewal","Newton—North Delta","/chamber-1/constituency-171","Conservative Party of Canada",2004-06-28,2006-01-01
"/chamber-1/member-243","/chamber-1","/chamber-1/member-243",243,1,243,"House of Commons","Nina Grewal","Nina","Grewal","Fleetwood—Port Kells","/chamber-1/constituency-90","Conservative Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-244","/chamber-1","/chamber-1/member-244",244,1,244,"House of Commons","Sadia Groguhé","Sadia","Groguhé","Saint-Lambert","/chamber-1/constituency-233","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-245","/chamber-1","/chamber-1/member-245",245,1,245,"House of Commons","Albina Guarnieri","Albina","Guarnieri","Mississauga East—Cooksville","/chamber-1/constituency-155","Liberal Party of Canada",2004-06-28,2011-05-05
"/chamber-1/member-246","/chamber-1","/chamber-1/member-246",246,1,246,"House of Commons","Monique Guay","Monique","Guay","Rivière-du-Nord","/chamber-1/constituency-223","Bloc Québécois",2004-06-28,2011-05-05
"/chamber-1/member-247","/chamber-1","/chamber-1/member-247",247,1,247,"House of Commons","Helena Guergis","Helena","Guergis","Simcoe—Grey","/chamber-1/constituency-251","Conservative Party of Canada",2004-06-28,2011-05-05
"/chamber-1/member-248","/chamber-1","/chamber-1/member-248",248,1,248,"House of Commons","Claude Guimond","Claude","Guimond","Rimouski-Neigette—Témiscouata—Les Basques","/chamber-1/constituency-221","Bloc Québécois",2008-10-14,2011-05-05
"/chamber-1/member-249","/chamber-1","/chamber-1/member-249",249,1,249,"House of Commons","Michel Guimond","Michel","Guimond","Montmorency—Charlevoix—Haute-Côte-Nord","/chamber-1/constituency-163","Bloc Québécois",2004-06-28,2011-05-05
"/chamber-1/member-250","/chamber-1","/chamber-1/member-250",250,1,250,"House of Commons","Martha Hall Findlay","Martha","Hall Findlay","Willowdale","/chamber-1/constituency-295","Liberal Party of Canada",2008-03-17,2011-05-05
"/chamber-1/member-251","/chamber-1","/chamber-1/member-251",251,1,251,"House of Commons","Art Hanger","Art","Hanger","Calgary Northeast","/chamber-1/constituency-39","Conservative Party of Canada",2004-06-28,2008-10-10
"/chamber-1/member-252","/chamber-1","/chamber-1/member-252",252,1,252,"House of Commons","Stephen Harper","Stephen","Harper","Calgary Southwest","/chamber-1/constituency-41","Conservative Party of Canada",2004-06-28,2015-10-10
"/chamber-1/member-253","/chamber-1","/chamber-1/member-253",253,1,253,"House of Commons","Dan Harris","Dan","Harris","Scarborough Southwest","/chamber-1/constituency-243","New Democratic Party",2011-05-02,2015-10-10
"/chamber-1/member-254","/chamber-1","/chamber-1/member-254",254,1,254,"House of Commons","Jack Harris","Jack","Harris","St. John's East","/chamber-1/constituency-257","New Democratic Party",2008-10-14,2015-10-10
