"","observation_path","parliament_path","chamber_path","member_path","observation_number","parliament_number","chamber_number","member_number","chamber_name","full_name","first_name","last_name","member_ID","constituency_name","party_name","start_date","end_date"
"418","/parliament-39/chamber-1/member-109","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-109",418,"39",1,109,"House of Commons","Joe Fontana","Joe","Fontana","/chamber-1/member-267","London North Centre","Liberal","1/23/2006","9/20/2006"
"419","/parliament-39/chamber-1/member-110","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-110",419,"39",1,110,"House of Commons","Carole Freeman","Carole","Freeman","/chamber-1/member-277","Châteauguay—Saint-Constant","Bloc Québécois","1/23/2006","10/13/2008"
"420","/parliament-39/chamber-1/member-111","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-111",420,"39",1,111,"House of Commons","Hedy Fry","Hedy","Fry","/chamber-1/member-280","Vancouver Centre","Liberal","1/23/2006","10/13/2008"
"421","/parliament-39/chamber-1/member-112","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-112",421,"39",1,112,"House of Commons","Christiane Gagnon","Christiane","Gagnon","/chamber-1/member-282","Québec","Bloc Québécois","1/23/2006","10/13/2008"
"422","/parliament-39/chamber-1/member-113","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-113",422,"39",1,113,"House of Commons","Royal Galipeau","Royal","Galipeau","/chamber-1/member-285","Ottawa—Orléans","Conservative","1/23/2006","10/13/2008"
"423","/parliament-39/chamber-1/member-114","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-114",423,"39",1,114,"House of Commons","Cheryl Gallant","Cheryl","Gallant","/chamber-1/member-286","Renfrew—Nipissing—Pembroke","Conservative","1/23/2006","10/13/2008"
"424","/parliament-39/chamber-1/member-115","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-115",424,"39",1,115,"House of Commons","Roger Gaudet","Roger","Gaudet","/chamber-1/member-290","Montcalm","Bloc Québécois","1/23/2006","10/13/2008"
"425","/parliament-39/chamber-1/member-116","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-116",425,"39",1,116,"House of Commons","Michel Gauthier","Michel","Gauthier","/chamber-1/member-291","Roberval—Lac-Saint-Jean","Bloc Québécois","1/23/2006","7/29/2007"
"426","/parliament-39/chamber-1/member-117","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-117",426,"39",1,117,"House of Commons","John Godfrey","John","Godfrey","/chamber-1/member-303","Don Valley West","Liberal","1/23/2006","8/1/2008"
"427","/parliament-39/chamber-1/member-118","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-118",427,"39",1,118,"House of Commons","Yvon Godin","Yvon","Godin","/chamber-1/member-305","Acadie—Bathurst","NDP","1/23/2006","10/13/2008"
"428","/parliament-39/chamber-1/member-119","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-119",428,"39",1,119,"House of Commons","Peter Goldring","Peter","Goldring","/chamber-1/member-307","Edmonton East","Conservative","1/23/2006","10/13/2008"
"429","/parliament-39/chamber-1/member-120","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-120",429,"39",1,120,"House of Commons","Ralph Goodale","Ralph","Goodale","/chamber-1/member-309","Wascana","Liberal","1/23/2006","10/13/2008"
"430","/parliament-39/chamber-1/member-121","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-121",430,"39",1,121,"House of Commons","Gary Goodyear","Gary","Goodyear","/chamber-1/member-310","Cambridge","Conservative","1/23/2006","10/13/2008"
"431","/parliament-39/chamber-1/member-122","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-122",431,"39",1,122,"House of Commons","Jacques Gourde","Jacques","Gourde","/chamber-1/member-314","Lotbinière—Chutes-de-la-Chaudière","Conservative","1/23/2006","10/13/2008"
"432","/parliament-39/chamber-1/member-123","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-123",432,"39",1,123,"House of Commons","Bill Graham","Bill","Graham","/chamber-1/member-315","Toronto Centre","Liberal","1/23/2006","7/2/2007"
"433","/parliament-39/chamber-1/member-124","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-124",433,"39",1,124,"House of Commons","Raymond Gravel","Raymond","Gravel","/chamber-1/member-317","Repentigny","Bloc Québécois","11/27/2006","10/13/2008"
"434","/parliament-39/chamber-1/member-125","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-125",434,"39",1,125,"House of Commons","Nina Grewal","Nina","Grewal","/chamber-1/member-320","Fleetwood—Port Kells","Conservative","1/23/2006","10/13/2008"
"435","/parliament-39/chamber-1/member-126","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-126",435,"39",1,126,"House of Commons","Albina Guarnieri","Albina","Guarnieri","/chamber-1/member-323","Mississauga East—Cooksville","Liberal","1/23/2006","10/13/2008"
"436","/parliament-39/chamber-1/member-127","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-127",436,"39",1,127,"House of Commons","Monique Guay","Monique","Guay","/chamber-1/member-324","Rivière-du-Nord","Bloc Québécois","1/23/2006","10/13/2008"
"437","/parliament-39/chamber-1/member-128","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-128",437,"39",1,128,"House of Commons","Helena Guergis","Helena","Guergis","/chamber-1/member-325","Simcoe—Grey","Conservative","1/23/2006","10/13/2008"
"438","/parliament-39/chamber-1/member-129","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-129",438,"39",1,129,"House of Commons","Michel Guimond","Michel","Guimond","/chamber-1/member-327","Montmorency—Charlevoix—Haute-Côte-Nord","Bloc Québécois","1/23/2006","10/13/2008"
"439","/parliament-39/chamber-1/member-130","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-130",439,"39",1,130,"House of Commons","Martha Hall Findlay","Martha","Hall Findlay","/chamber-1/member-329","Willowdale","Liberal","3/17/2008","10/13/2008"
"440","/parliament-39/chamber-1/member-131","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-131",440,"39",1,131,"House of Commons","Art Hanger","Art","Hanger","/chamber-1/member-330","Calgary Northeast","Conservative","1/23/2006","10/13/2008"
"441","/parliament-39/chamber-1/member-132","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-132",441,"39",1,132,"House of Commons","Stephen Harper","Stephen","Harper","/chamber-1/member-334","Calgary Southwest","Conservative","1/23/2006","10/13/2008"
"442","/parliament-39/chamber-1/member-133","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-133",442,"39",1,133,"House of Commons","Richard Harris","Richard","Harris","/chamber-1/member-337","Cariboo—Prince George","Conservative","1/23/2006","10/13/2008"
"443","/parliament-39/chamber-1/member-134","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-134",443,"39",1,134,"House of Commons","Luc Harvey","Luc","Harvey","/chamber-1/member-339","Louis-Hébert","Conservative","1/23/2006","10/13/2008"
"444","/parliament-39/chamber-1/member-135","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-135",444,"39",1,135,"House of Commons","Laurie Hawn","Laurie","Hawn","/chamber-1/member-342","Edmonton Centre","Conservative","1/23/2006","10/13/2008"
"445","/parliament-39/chamber-1/member-136","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-136",445,"39",1,136,"House of Commons","Loyola Hearn","Loyola","Hearn","/chamber-1/member-344","St. John's South—Mount Pearl","Conservative","1/23/2006","10/13/2008"
"446","/parliament-39/chamber-1/member-137","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-137",446,"39",1,137,"House of Commons","Russ Hiebert","Russ","Hiebert","/chamber-1/member-347","South Surrey—White Rock—Cloverdale","Conservative","1/23/2006","10/13/2008"
"447","/parliament-39/chamber-1/member-138","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-138",447,"39",1,138,"House of Commons","Jay Hill","Jay","Hill","/chamber-1/member-348","Prince George—Peace River","Conservative","1/23/2006","10/13/2008"
"448","/parliament-39/chamber-1/member-139","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-139",448,"39",1,139,"House of Commons","Betty Hinton","Betty","Hinton","/chamber-1/member-350","Kamloops—Thompson—Cariboo","Conservative","1/23/2006","10/13/2008"
"449","/parliament-39/chamber-1/member-140","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-140",449,"39",1,140,"House of Commons","Mark Holland","Mark","Holland","/chamber-1/member-355","Ajax—Pickering","Liberal","1/23/2006","10/13/2008"
"450","/parliament-39/chamber-1/member-141","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-141",450,"39",1,141,"House of Commons","Charles Hubbard","Charles","Hubbard","/chamber-1/member-358","Miramichi","Liberal","1/23/2006","10/13/2008"
"451","/parliament-39/chamber-1/member-142","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-142",451,"39",1,142,"House of Commons","Michael Ignatieff","Michael","Ignatieff","/chamber-1/member-365","Etobicoke—Lakeshore","Liberal","1/23/2006","10/13/2008"
"452","/parliament-39/chamber-1/member-143","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-143",452,"39",1,143,"House of Commons","Rahim Jaffer","Rahim","Jaffer","/chamber-1/member-367","Edmonton—Strathcona","Conservative","1/23/2006","10/13/2008"
"453","/parliament-39/chamber-1/member-144","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-144",453,"39",1,144,"House of Commons","Brian Jean","Brian","Jean","/chamber-1/member-369","Fort McMurray—Athabasca","Conservative","1/23/2006","10/13/2008"
"454","/parliament-39/chamber-1/member-145","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-145",454,"39",1,145,"House of Commons","Marlene Jennings","Marlene","Jennings","/chamber-1/member-371","Notre-Dame-de-Grâce—Lachine","Liberal","1/23/2006","10/13/2008"
"455","/parliament-39/chamber-1/member-146","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-146",455,"39",1,146,"House of Commons","Peter Julian","Peter","Julian","/chamber-1/member-379","Burnaby—New Westminster","NDP","1/23/2006","10/13/2008"
"456","/parliament-39/chamber-1/member-147","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-147",456,"39",1,147,"House of Commons","Susan Kadis","Susan","Kadis","/chamber-1/member-380","Thornhill","Liberal","1/23/2006","10/13/2008"
"457","/parliament-39/chamber-1/member-148","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-148",457,"39",1,148,"House of Commons","Randy Kamp","Randy","Kamp","/chamber-1/member-381","Pitt Meadows—Maple Ridge—Mission","Conservative","1/23/2006","10/13/2008"
"458","/parliament-39/chamber-1/member-149","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-149",458,"39",1,149,"House of Commons","Nancy Karetak-Lindell","Nancy","Karetak-Lindell","/chamber-1/member-384","Nunavut","Liberal","1/23/2006","10/13/2008"
"459","/parliament-39/chamber-1/member-150","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-150",459,"39",1,150,"House of Commons","Jim Karygiannis","Jim","Karygiannis","/chamber-1/member-385","Scarborough—Agincourt","Liberal","1/23/2006","10/13/2008"
"460","/parliament-39/chamber-1/member-151","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-151",460,"39",1,151,"House of Commons","Gerald Keddy","Gerald","Keddy","/chamber-1/member-386","South Shore—St. Margaret's","Conservative","1/23/2006","10/13/2008"
"461","/parliament-39/chamber-1/member-152","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-152",461,"39",1,152,"House of Commons","Tina Keeper","Tina","Keeper","/chamber-1/member-387","Churchill","Liberal","1/23/2006","10/13/2008"
"462","/parliament-39/chamber-1/member-153","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-153",462,"39",1,153,"House of Commons","Jason Kenney","Jason","Kenney","/chamber-1/member-391","Calgary Southeast","Conservative","1/23/2006","10/13/2008"
"463","/parliament-39/chamber-1/member-154","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-154",463,"39",1,154,"House of Commons","Wajid Khan","Wajid","Khan","/chamber-1/member-395","Mississauga—Streetsville","Conservative","1/23/2006","10/13/2008"
"464","/parliament-39/chamber-1/member-155","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-155",464,"39",1,155,"House of Commons","Ed Komarnicki","Ed","Komarnicki","/chamber-1/member-400","Souris—Moose Mountain","Conservative","1/23/2006","10/13/2008"
"465","/parliament-39/chamber-1/member-156","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-156",465,"39",1,156,"House of Commons","Maka Kotto","Maka","Kotto","/chamber-1/member-401","Saint-Lambert","Bloc Québécois","1/23/2006","3/13/2008"
"466","/parliament-39/chamber-1/member-157","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-157",466,"39",1,157,"House of Commons","Daryl Kramp","Daryl","Kramp","/chamber-1/member-402","Prince Edward—Hastings","Conservative","1/23/2006","10/13/2008"
"467","/parliament-39/chamber-1/member-158","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-158",467,"39",1,158,"House of Commons","Jean-Yves Laforest","Jean-Yves","Laforest","/chamber-1/member-405","Saint-Maurice—Champlain","Bloc Québécois","1/23/2006","10/13/2008"
"468","/parliament-39/chamber-1/member-159","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-159",468,"39",1,159,"House of Commons","Mario Laframboise","Mario","Laframboise","/chamber-1/member-406","Argenteuil—Papineau—Mirabel","Bloc Québécois","1/23/2006","10/13/2008"
"469","/parliament-39/chamber-1/member-160","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-160",469,"39",1,160,"House of Commons","Mike Lake","Mike","Lake","/chamber-1/member-407","Edmonton—Mill Woods—Beaumont","Conservative","1/23/2006","10/13/2008"
"470","/parliament-39/chamber-1/member-161","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-161",470,"39",1,161,"House of Commons","Francine Lalonde","Francine","Lalonde","/chamber-1/member-408","La Pointe-de-l'Île","Bloc Québécois","1/23/2006","10/13/2008"
"471","/parliament-39/chamber-1/member-162","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-162",471,"39",1,162,"House of Commons","Jean Lapierre","Jean","Lapierre","/chamber-1/member-412","Outremont","Liberal","1/23/2006","1/28/2007"
"472","/parliament-39/chamber-1/member-163","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-163",472,"39",1,163,"House of Commons","Guy Lauzon","Guy","Lauzon","/chamber-1/member-419","Stormont—Dundas—South Glengarry","Conservative","1/23/2006","10/13/2008"
"473","/parliament-39/chamber-1/member-164","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-164",473,"39",1,164,"House of Commons","Carole Lavallée","Carole","Lavallée","/chamber-1/member-421","Saint-Bruno—Saint-Hubert","Bloc Québécois","1/23/2006","10/13/2008"
"474","/parliament-39/chamber-1/member-165","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-165",474,"39",1,165,"House of Commons","Jack Layton","Jack","Layton","/chamber-1/member-423","Toronto—Danforth","NDP","1/23/2006","10/13/2008"
"475","/parliament-39/chamber-1/member-166","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-166",475,"39",1,166,"House of Commons","Denis Lebel","Denis","Lebel","/chamber-1/member-424","Roberval—Lac-Saint-Jean","Conservative","9/17/2007","10/13/2008"
"476","/parliament-39/chamber-1/member-167","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-167",476,"39",1,167,"House of Commons","Dominic LeBlanc","Dominic","LeBlanc","/chamber-1/member-425","Beauséjour","Liberal","1/23/2006","10/13/2008"
"477","/parliament-39/chamber-1/member-168","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-168",477,"39",1,168,"House of Commons","Derek Lee","Derek","Lee","/chamber-1/member-428","Scarborough—Rouge River","Liberal","1/23/2006","10/13/2008"
"478","/parliament-39/chamber-1/member-169","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-169",478,"39",1,169,"House of Commons","Marc Lemay","Marc","Lemay","/chamber-1/member-432","Abitibi—Témiscamingue","Bloc Québécois","1/23/2006","10/13/2008"
"479","/parliament-39/chamber-1/member-170","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-170",479,"39",1,170,"House of Commons","Pierre Lemieux","Pierre","Lemieux","/chamber-1/member-434","Glengarry—Prescott—Russell","Conservative","1/23/2006","10/13/2008"
"480","/parliament-39/chamber-1/member-171","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-171",480,"39",1,171,"House of Commons","Yves Lessard","Yves","Lessard","/chamber-1/member-437","Chambly—Borduas","Bloc Québécois","1/23/2006","10/13/2008"
"481","/parliament-39/chamber-1/member-172","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-172",481,"39",1,172,"House of Commons","Yvon Lévesque","Yvon","Lévesque","/chamber-1/member-439","Abitibi—Baie-James—Nunavik—Eeyou","Bloc Québécois","1/23/2006","10/13/2008"
"482","/parliament-39/chamber-1/member-173","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-173",482,"39",1,173,"House of Commons","Yvan Loubier","Yvan","Loubier","/chamber-1/member-451","Saint-Hyacinthe—Bagot","Bloc Québécois","1/23/2006","2/21/2007"
"483","/parliament-39/chamber-1/member-174","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-174",483,"39",1,174,"House of Commons","Tom Lukiwski","Tom","Lukiwski","/chamber-1/member-453","Regina—Lumsden—Lake Centre","Conservative","1/23/2006","10/13/2008"
"484","/parliament-39/chamber-1/member-175","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-175",484,"39",1,175,"House of Commons","Gary Lunn","Gary","Lunn","/chamber-1/member-454","Saanich—Gulf Islands","Conservative","1/23/2006","10/13/2008"
"485","/parliament-39/chamber-1/member-176","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-176",485,"39",1,176,"House of Commons","James Lunney","James","Lunney","/chamber-1/member-455","Nanaimo—Alberni","Conservative","1/23/2006","10/13/2008"
"486","/parliament-39/chamber-1/member-177","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-177",486,"39",1,177,"House of Commons","Marcel Lussier","Marcel","Lussier","/chamber-1/member-456","Brossard—La Prairie","Bloc Québécois","1/23/2006","10/13/2008"
"487","/parliament-39/chamber-1/member-178","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-178",487,"39",1,178,"House of Commons","Lawrence MacAulay","Lawrence","MacAulay","/chamber-1/member-457","Cardigan","Liberal","1/23/2006","10/13/2008"
"488","/parliament-39/chamber-1/member-179","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-179",488,"39",1,179,"House of Commons","Peter MacKay","Peter","MacKay","/chamber-1/member-459","Central Nova","Conservative","1/23/2006","10/13/2008"
"489","/parliament-39/chamber-1/member-180","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-180",489,"39",1,180,"House of Commons","Dave MacKenzie","Dave","MacKenzie","/chamber-1/member-460","Oxford","Conservative","1/23/2006","10/13/2008"
"490","/parliament-39/chamber-1/member-181","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-181",490,"39",1,181,"House of Commons","Gurbax Malhi","Gurbax","Malhi","/chamber-1/member-466","Bramalea—Gore—Malton","Liberal","1/23/2006","10/13/2008"
"491","/parliament-39/chamber-1/member-182","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-182",491,"39",1,182,"House of Commons","Luc Malo","Luc","Malo","/chamber-1/member-467","Verchères—Les Patriotes","Bloc Québécois","1/23/2006","10/13/2008"
"492","/parliament-39/chamber-1/member-183","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-183",492,"39",1,183,"House of Commons","John Maloney","John","Maloney","/chamber-1/member-469","Welland","Liberal","1/23/2006","10/13/2008"
"493","/parliament-39/chamber-1/member-184","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-184",493,"39",1,184,"House of Commons","Fabian Manning","Fabian","Manning","/chamber-1/member-472","Avalon","Conservative","1/23/2006","10/13/2008"
"494","/parliament-39/chamber-1/member-185","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-185",494,"39",1,185,"House of Commons","Inky Mark","Inky","Mark","/chamber-1/member-475","Dauphin—Swan River—Marquette","Conservative","1/23/2006","10/13/2008"
"495","/parliament-39/chamber-1/member-186","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-186",495,"39",1,186,"House of Commons","Diane Marleau","Diane","Marleau","/chamber-1/member-476","Sudbury","Liberal","1/23/2006","10/13/2008"
"496","/parliament-39/chamber-1/member-187","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-187",496,"39",1,187,"House of Commons","Wayne Marston","Wayne","Marston","/chamber-1/member-477","Hamilton East—Stoney Creek","NDP","1/23/2006","10/13/2008"
"497","/parliament-39/chamber-1/member-188","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-188",497,"39",1,188,"House of Commons","Keith Martin","Keith","Martin","/chamber-1/member-479","Esquimalt—Juan de Fuca","Liberal","1/23/2006","10/13/2008"
"498","/parliament-39/chamber-1/member-189","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-189",498,"39",1,189,"House of Commons","Pat Martin","Pat","Martin","/chamber-1/member-480","Winnipeg Centre","NDP","1/23/2006","10/13/2008"
"499","/parliament-39/chamber-1/member-190","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-190",499,"39",1,190,"House of Commons","Paul Martin","Paul","Martin","/chamber-1/member-481","LaSalle—Émard","Liberal","1/23/2006","10/13/2008"
"500","/parliament-39/chamber-1/member-191","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-191",500,"39",1,191,"House of Commons","Tony Martin","Tony","Martin","/chamber-1/member-482","Sault Ste. Marie","NDP","1/23/2006","10/13/2008"
"501","/parliament-39/chamber-1/member-192","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-192",501,"39",1,192,"House of Commons","Brian Masse","Brian","Masse","/chamber-1/member-483","Windsor West","NDP","1/23/2006","10/13/2008"
"502","/parliament-39/chamber-1/member-193","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-193",502,"39",1,193,"House of Commons","Irene Mathyssen","Irene","Mathyssen","/chamber-1/member-485","London—Fanshawe","NDP","1/23/2006","10/13/2008"
"503","/parliament-39/chamber-1/member-194","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-194",503,"39",1,194,"House of Commons","Bill Matthews","Bill","Matthews","/chamber-1/member-486","Random—Burin—St. George's","Liberal","1/23/2006","10/13/2008"
"504","/parliament-39/chamber-1/member-195","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-195",504,"39",1,195,"House of Commons","Colin Mayes","Colin","Mayes","/chamber-1/member-489","Okanagan—Shuswap","Conservative","1/23/2006","10/13/2008"
"505","/parliament-39/chamber-1/member-196","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-196",505,"39",1,196,"House of Commons","John McCallum","John","McCallum","/chamber-1/member-490","Markham—Unionville","Liberal","1/23/2006","10/13/2008"
"506","/parliament-39/chamber-1/member-197","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-197",506,"39",1,197,"House of Commons","Alexa McDonough","Alexa","McDonough","/chamber-1/member-495","Halifax","NDP","1/23/2006","10/13/2008"
"507","/parliament-39/chamber-1/member-198","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-198",507,"39",1,198,"House of Commons","David McGuinty","David","McGuinty","/chamber-1/member-496","Ottawa South","Liberal","1/23/2006","10/13/2008"
"508","/parliament-39/chamber-1/member-199","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-199",508,"39",1,199,"House of Commons","Joe McGuire","Joe","McGuire","/chamber-1/member-497","Egmont","Liberal","1/23/2006","10/13/2008"
"509","/parliament-39/chamber-1/member-200","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-200",509,"39",1,200,"House of Commons","John McKay","John","McKay","/chamber-1/member-498","Scarborough—Guildwood","Liberal","1/23/2006","10/13/2008"
"510","/parliament-39/chamber-1/member-201","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-201",510,"39",1,201,"House of Commons","Dan McTeague","Dan","McTeague","/chamber-1/member-504","Pickering—Scarborough East","Liberal","1/23/2006","10/13/2008"
"511","/parliament-39/chamber-1/member-202","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-202",511,"39",1,202,"House of Commons","Réal Ménard","Réal","Ménard","/chamber-1/member-505","Hochelaga","Bloc Québécois","1/23/2006","10/13/2008"
"512","/parliament-39/chamber-1/member-203","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-203",512,"39",1,203,"House of Commons","Serge Ménard","Serge","Ménard","/chamber-1/member-506","Marc-Aurèle-Fortin","Bloc Québécois","1/23/2006","10/13/2008"
"513","/parliament-39/chamber-1/member-204","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-204",513,"39",1,204,"House of Commons","Ted Menzies","Ted","Menzies","/chamber-1/member-510","Macleod","Conservative","1/23/2006","10/13/2008"
"514","/parliament-39/chamber-1/member-205","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-205",514,"39",1,205,"House of Commons","Gary Merasty","Gary","Merasty","/chamber-1/member-511","Desnethé—Missinippi—Churchill River","Liberal","1/23/2006","8/31/2007"
"515","/parliament-39/chamber-1/member-206","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-206",515,"39",1,206,"House of Commons","Rob Merrifield","Rob","Merrifield","/chamber-1/member-512","Yellowhead","Conservative","1/23/2006","10/13/2008"
"516","/parliament-39/chamber-1/member-207","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-207",516,"39",1,207,"House of Commons","Larry Miller","Larry","Miller","/chamber-1/member-515","Bruce—Grey—Owen Sound","Conservative","1/23/2006","10/13/2008"
"517","/parliament-39/chamber-1/member-208","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-208",517,"39",1,208,"House of Commons","Peter Milliken","Peter","Milliken","/chamber-1/member-517","Kingston and the Islands","Liberal","1/23/2006","10/13/2008"
"518","/parliament-39/chamber-1/member-209","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-209",518,"39",1,209,"House of Commons","Bob Mills","Bob","Mills","/chamber-1/member-518","Red Deer","Conservative","1/23/2006","10/13/2008"
"519","/parliament-39/chamber-1/member-210","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-210",519,"39",1,210,"House of Commons","Maria Minna","Maria","Minna","/chamber-1/member-519","Beaches—East York","Liberal","1/23/2006","10/13/2008"
"520","/parliament-39/chamber-1/member-211","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-211",520,"39",1,211,"House of Commons","James Moore","James","Moore","/chamber-1/member-523","Port Moody—Westwood—Port Coquitlam","Conservative","1/23/2006","10/13/2008"
"521","/parliament-39/chamber-1/member-212","/parliament-39","/parliament-39/chamber-1","/parliament-39/chamber-1/member-212",521,"39",1,212,"House of Commons","Rob Moore","Rob","Moore","/chamber-1/member-524","Fundy Royal","Conservative","1/23/2006","10/13/2008"
