observation_path,parliament_path,chamber_path,member_path,observation_number,parliament_number,chamber_number,member_number,chamber_name,full_name,first_name,last_name,member_ID,constituency_name,constituency_ID,party_name,start_date,end_date
/parliament-39/chamber-1/member-56,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-56,365,39,1,56,House of Commons,Lawrence Cannon,Lawrence,Cannon,/chamber-1/member-104,Pontiac,/chamber-1/constituency-203,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-57,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-57,366,39,1,57,House of Commons,Serge Cardin,Serge,Cardin,/chamber-1/member-105,Sherbrooke,/chamber-1/constituency-249,Bloc Québécois,1/23/06,10/10/08
/parliament-39/chamber-1/member-58,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-58,367,39,1,58,House of Commons,Colin Carrie,Colin,Carrie,/chamber-1/member-109,Oshawa,/chamber-1/constituency-185,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-59,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-59,368,39,1,59,House of Commons,Robert Carrier,Robert,Carrier,/chamber-1/member-110,Alfred-Pellan,/chamber-1/constituency-7,Bloc Québécois,1/23/06,10/10/08
/parliament-39/chamber-1/member-60,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-60,369,39,1,60,House of Commons,Bill Casey,Bill,Casey,/chamber-1/member-112,Cumberland—Colchester—Musquodoboit Valley,/chamber-1/constituency-61,Independent,1/23/06,10/10/08
/parliament-39/chamber-1/member-61,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-61,370,39,1,61,House of Commons,Rick Casson,Rick,Casson,/chamber-1/member-115,Lethbridge,/chamber-1/constituency-137,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-62,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-62,371,39,1,62,House of Commons,Brenda Chamberlain,Brenda,Chamberlain,/chamber-1/member-117,Guelph,/chamber-1/constituency-97,Liberal Party of Canada,1/23/06,4/4/08
/parliament-39/chamber-1/member-63,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-63,372,39,1,63,House of Commons,Raymond Chan,Raymond,Chan,/chamber-1/member-119,Richmond,/chamber-1/constituency-218,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-64,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-64,373,39,1,64,House of Commons,Chris Charlton,Chris,Charlton,/chamber-1/member-120,Hamilton Mountain,/chamber-1/constituency-105,New Democratic Party,1/23/06,10/10/08
/parliament-39/chamber-1/member-65,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-65,374,39,1,65,House of Commons,Michael Chong,Michael,Chong,/chamber-1/member-125,Wellington—Halton Hills,/chamber-1/constituency-287,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-66,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-66,375,39,1,66,House of Commons,Olivia Chow,Olivia,Chow,/chamber-1/member-127,Trinity—Spadina,/chamber-1/constituency-272,New Democratic Party,1/23/06,10/10/08
/parliament-39/chamber-1/member-67,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-67,376,39,1,67,House of Commons,David Christopherson,David,Christopherson,/chamber-1/member-128,Hamilton Centre,/chamber-1/constituency-103,New Democratic Party,1/23/06,10/10/08
/parliament-39/chamber-1/member-68,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-68,377,39,1,68,House of Commons,Rob Clarke,Rob,Clarke,/chamber-1/member-129,Desnethé—Missinippi—Churchill River,/chamber-1/constituency-67,Conservative Party of Canada,3/17/08,10/10/08
/parliament-39/chamber-1/member-69,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-69,378,39,1,69,House of Commons,Tony Clement,Tony,Clement,/chamber-1/member-133,Parry Sound—Muskoka,/chamber-1/constituency-196,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-70,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-70,379,39,1,70,House of Commons,Denis Coderre,Denis,Coderre,/chamber-1/member-135,Bourassa,/chamber-1/constituency-23,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-71,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-71,380,39,1,71,House of Commons,Joe Comartin,Joe,Comartin,/chamber-1/member-136,Windsor—Tecumseh,/chamber-1/constituency-297,New Democratic Party,1/23/06,10/10/08
/parliament-39/chamber-1/member-72,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-72,381,39,1,72,House of Commons,Joe Comuzzi,Joe,Comuzzi,/chamber-1/member-137,Thunder Bay—Superior North,/chamber-1/constituency-267,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-73,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-73,382,39,1,73,House of Commons,Irwin Cotler,Irwin,Cotler,/chamber-1/member-140,Mount Royal,/chamber-1/constituency-164,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-74,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-74,383,39,1,74,House of Commons,Paul Crête,Paul,Crête,/chamber-1/member-141,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,/chamber-1/constituency-162,Bloc Québécois,1/23/06,10/10/08
/parliament-39/chamber-1/member-75,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-75,384,39,1,75,House of Commons,Jean Crowder,Jean,Crowder,/chamber-1/member-144,Nanaimo—Cowichan,/chamber-1/constituency-166,New Democratic Party,1/23/06,10/10/08
/parliament-39/chamber-1/member-76,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-76,385,39,1,76,House of Commons,Nathan Cullen,Nathan,Cullen,/chamber-1/member-145,Skeena—Bulkley Valley,/chamber-1/constituency-252,New Democratic Party,1/23/06,10/10/08
/parliament-39/chamber-1/member-77,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-77,386,39,1,77,House of Commons,Roy Cullen,Roy,Cullen,/chamber-1/member-146,Etobicoke North,/chamber-1/constituency-88,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-78,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-78,387,39,1,78,House of Commons,John Cummins,John,Cummins,/chamber-1/member-147,Delta—Richmond East,/chamber-1/constituency-66,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-79,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-79,388,39,1,79,House of Commons,Rodger Cuzner,Rodger,Cuzner,/chamber-1/member-148,Cape Breton—Canso,/chamber-1/constituency-45,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-80,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-80,389,39,1,80,House of Commons,Jean-Claude D'Amours,Jean-Claude,D'Amours,/chamber-1/member-149,Madawaska—Restigouche,/chamber-1/constituency-147,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-81,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-81,390,39,1,81,House of Commons,Patricia Davidson,Patricia,Davidson,/chamber-1/member-151,Sarnia—Lambton,/chamber-1/constituency-237,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-82,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-82,391,39,1,82,House of Commons,Libby Davies,Libby,Davies,/chamber-1/member-153,Vancouver East,/chamber-1/constituency-275,New Democratic Party,1/23/06,10/10/08
/parliament-39/chamber-1/member-83,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-83,392,39,1,83,House of Commons,Stockwell Day,Stockwell,Day,/chamber-1/member-155,Okanagan—Coquihalla,/chamber-1/constituency-183,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-84,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-84,393,39,1,84,House of Commons,Claude DeBellefeuille,Claude,DeBellefeuille,/chamber-1/member-156,Beauharnois—Salaberry,/chamber-1/constituency-17,Bloc Québécois,1/23/06,10/10/08
/parliament-39/chamber-1/member-85,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-85,394,39,1,85,House of Commons,Dean Del Mastro,Dean,Del Mastro,/chamber-1/member-158,Peterborough,/chamber-1/constituency-199,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-86,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-86,395,39,1,86,House of Commons,Nicole Demers,Nicole,Demers,/chamber-1/member-159,Laval,/chamber-1/constituency-134,Bloc Québécois,1/23/06,10/10/08
/parliament-39/chamber-1/member-87,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-87,396,39,1,87,House of Commons,Johanne Deschamps,Johanne,Deschamps,/chamber-1/member-160,Laurentides—Labelle,/chamber-1/constituency-132,Bloc Québécois,1/23/06,10/10/08
/parliament-39/chamber-1/member-88,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-88,397,39,1,88,House of Commons,Barry Devolin,Barry,Devolin,/chamber-1/member-165,Haliburton—Kawartha Lakes—Brock,/chamber-1/constituency-99,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-89,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-89,398,39,1,89,House of Commons,Paul Dewar,Paul,Dewar,/chamber-1/member-166,Ottawa Centre,/chamber-1/constituency-186,New Democratic Party,1/23/06,10/10/08
/parliament-39/chamber-1/member-90,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-90,399,39,1,90,House of Commons,Sukh Dhaliwal,Sukh,Dhaliwal,/chamber-1/member-167,Newton—North Delta,/chamber-1/constituency-171,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-91,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-91,400,39,1,91,House of Commons,Ruby Dhalla,Ruby,Dhalla,/chamber-1/member-168,Brampton—Springdale,/chamber-1/constituency-26,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-92,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-92,401,39,1,92,House of Commons,Stéphane Dion,Stéphane,Dion,/chamber-1/member-169,Saint-Laurent—Cartierville,/chamber-1/constituency-234,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-93,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-93,402,39,1,93,House of Commons,Ujjal Dosanjh,Ujjal,Dosanjh,/chamber-1/member-174,Vancouver South,/chamber-1/constituency-279,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-94,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-94,403,39,1,94,House of Commons,Norman E. Doyle,Norman E.,Doyle,/chamber-1/member-175,St. John's East,/chamber-1/constituency-257,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-95,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-95,404,39,1,95,House of Commons,Ken Dryden,Ken,Dryden,/chamber-1/member-178,York Centre,/chamber-1/constituency-303,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-96,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-96,405,39,1,96,House of Commons,Gilles Duceppe,Gilles,Duceppe,/chamber-1/member-181,Laurier—Sainte-Marie,/chamber-1/constituency-133,Bloc Québécois,1/23/06,10/10/08
/parliament-39/chamber-1/member-97,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-97,406,39,1,97,House of Commons,Rick Dykstra,Rick,Dykstra,/chamber-1/member-187,St. Catharines,/chamber-1/constituency-256,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-98,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-98,407,39,1,98,House of Commons,Wayne Easter,Wayne,Easter,/chamber-1/member-188,Malpeque,/chamber-1/constituency-148,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-99,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-99,408,39,1,99,House of Commons,David Emerson,David,Emerson,/chamber-1/member-191,Vancouver Kingsway,/chamber-1/constituency-277,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-100,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-100,409,39,1,100,House of Commons,Ken Epp,Ken,Epp,/chamber-1/member-192,Edmonton—Sherwood Park,/chamber-1/constituency-77,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-101,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-101,410,39,1,101,House of Commons,Mark Eyking,Mark,Eyking,/chamber-1/member-193,Sydney—Victoria,/chamber-1/constituency-263,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-102,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-102,411,39,1,102,House of Commons,Meili Faille,Meili,Faille,/chamber-1/member-194,Vaudreuil-Soulanges,/chamber-1/constituency-280,Bloc Québécois,1/23/06,10/10/08
/parliament-39/chamber-1/member-103,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-103,412,39,1,103,House of Commons,Ed Fast,Ed,Fast,/chamber-1/member-197,Abbotsford,/chamber-1/constituency-1,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-104,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-104,413,39,1,104,House of Commons,Diane Finley,Diane,Finley,/chamber-1/member-199,Haldimand—Norfolk,/chamber-1/constituency-98,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-105,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-105,414,39,1,105,House of Commons,Brian Fitzpatrick,Brian,Fitzpatrick,/chamber-1/member-200,Prince Albert,/chamber-1/constituency-207,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-106,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-106,415,39,1,106,House of Commons,Jim Flaherty,Jim,Flaherty,/chamber-1/member-201,Whitby—Oshawa,/chamber-1/constituency-293,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-107,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-107,416,39,1,107,House of Commons,Steven Fletcher,Steven,Fletcher,/chamber-1/member-202,Charleswood—St. James—Assiniboia,/chamber-1/constituency-52,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-108,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-108,417,39,1,108,House of Commons,Raymonde Folco,Raymonde,Folco,/chamber-1/member-203,Laval—Les Îles,/chamber-1/constituency-135,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-109,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-109,418,39,1,109,House of Commons,Joe Fontana,Joe,Fontana,/chamber-1/member-204,London North Centre,/chamber-1/constituency-139,Liberal Party of Canada,1/23/06,9/9/06
/parliament-39/chamber-1/member-110,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-110,419,39,1,110,House of Commons,Carole Freeman,Carole,Freeman,/chamber-1/member-209,Châteauguay—Saint-Constant,/chamber-1/constituency-54,Bloc Québécois,1/23/06,10/10/08
/parliament-39/chamber-1/member-111,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-111,420,39,1,111,House of Commons,Hedy Fry,Hedy,Fry,/chamber-1/member-212,Vancouver Centre,/chamber-1/constituency-274,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-112,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-112,421,39,1,112,House of Commons,Christiane Gagnon,Christiane,Gagnon,/chamber-1/member-213,Québec,/chamber-1/constituency-211,Bloc Québécois,1/23/06,10/10/08
/parliament-39/chamber-1/member-113,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-113,422,39,1,113,House of Commons,Royal Galipeau,Royal,Galipeau,/chamber-1/member-216,Ottawa—Orléans,/chamber-1/constituency-189,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-114,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-114,423,39,1,114,House of Commons,Cheryl Gallant,Cheryl,Gallant,/chamber-1/member-217,Renfrew—Nipissing—Pembroke,/chamber-1/constituency-216,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-115,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-115,424,39,1,115,House of Commons,Roger Gaudet,Roger,Gaudet,/chamber-1/member-221,Montcalm,/chamber-1/constituency-161,Bloc Québécois,1/23/06,10/10/08
/parliament-39/chamber-1/member-116,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-116,425,39,1,116,House of Commons,Michel Gauthier,Michel,Gauthier,/chamber-1/member-222,Roberval—Lac-Saint-Jean,/chamber-1/constituency-224,Bloc Québécois,1/23/06,7/7/07
/parliament-39/chamber-1/member-117,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-117,426,39,1,117,House of Commons,John Godfrey,John,Godfrey,/chamber-1/member-230,Don Valley West,/chamber-1/constituency-69,Liberal Party of Canada,1/23/06,8/8/08
/parliament-39/chamber-1/member-118,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-118,427,39,1,118,House of Commons,Yvon Godin,Yvon,Godin,/chamber-1/member-231,Acadie—Bathurst,/chamber-1/constituency-4,New Democratic Party,1/23/06,10/10/08
/parliament-39/chamber-1/member-119,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-119,428,39,1,119,House of Commons,Peter Goldring,Peter,Goldring,/chamber-1/member-233,Edmonton East,/chamber-1/constituency-74,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-120,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-120,429,39,1,120,House of Commons,Ralph Goodale,Ralph,Goodale,/chamber-1/member-234,Wascana,/chamber-1/constituency-285,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-121,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-121,430,39,1,121,House of Commons,Gary Goodyear,Gary,Goodyear,/chamber-1/member-235,Cambridge,/chamber-1/constituency-44,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-122,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-122,431,39,1,122,House of Commons,Jacques Gourde,Jacques,Gourde,/chamber-1/member-238,Lotbinière—Chutes-de-la-Chaudière,/chamber-1/constituency-143,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-123,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-123,432,39,1,123,House of Commons,Bill Graham,Bill,Graham,/chamber-1/member-239,Toronto Centre,/chamber-1/constituency-270,Liberal Party of Canada,1/23/06,7/7/07
/parliament-39/chamber-1/member-124,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-124,433,39,1,124,House of Commons,Raymond Gravel,Raymond,Gravel,/chamber-1/member-240,Repentigny,/chamber-1/constituency-217,Bloc Québécois,11/27/06,10/10/08
/parliament-39/chamber-1/member-125,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-125,434,39,1,125,House of Commons,Nina Grewal,Nina,Grewal,/chamber-1/member-243,Fleetwood—Port Kells,/chamber-1/constituency-90,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-126,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-126,435,39,1,126,House of Commons,Albina Guarnieri,Albina,Guarnieri,/chamber-1/member-245,Mississauga East—Cooksville,/chamber-1/constituency-155,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-127,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-127,436,39,1,127,House of Commons,Monique Guay,Monique,Guay,/chamber-1/member-246,Rivière-du-Nord,/chamber-1/constituency-223,Bloc Québécois,1/23/06,10/10/08
/parliament-39/chamber-1/member-128,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-128,437,39,1,128,House of Commons,Helena Guergis,Helena,Guergis,/chamber-1/member-247,Simcoe—Grey,/chamber-1/constituency-251,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-129,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-129,438,39,1,129,House of Commons,Michel Guimond,Michel,Guimond,/chamber-1/member-249,Montmorency—Charlevoix—Haute-Côte-Nord,/chamber-1/constituency-163,Bloc Québécois,1/23/06,10/10/08
/parliament-39/chamber-1/member-130,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-130,439,39,1,130,House of Commons,Martha Hall Findlay,Martha,Hall Findlay,/chamber-1/member-250,Willowdale,/chamber-1/constituency-295,Liberal Party of Canada,3/17/08,10/10/08
/parliament-39/chamber-1/member-131,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-131,440,39,1,131,House of Commons,Art Hanger,Art,Hanger,/chamber-1/member-251,Calgary Northeast,/chamber-1/constituency-39,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-132,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-132,441,39,1,132,House of Commons,Stephen Harper,Stephen,Harper,/chamber-1/member-252,Calgary Southwest,/chamber-1/constituency-41,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-133,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-133,442,39,1,133,House of Commons,Richard Harris,Richard,Harris,/chamber-1/member-255,Cariboo—Prince George,/chamber-1/constituency-47,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-134,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-134,443,39,1,134,House of Commons,Luc Harvey,Luc,Harvey,/chamber-1/member-257,Louis-Hébert,/chamber-1/constituency-144,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-135,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-135,444,39,1,135,House of Commons,Laurie Hawn,Laurie,Hawn,/chamber-1/member-259,Edmonton Centre,/chamber-1/constituency-73,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-136,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-136,445,39,1,136,House of Commons,Loyola Hearn,Loyola,Hearn,/chamber-1/member-261,St. John's South—Mount Pearl,/chamber-1/constituency-258,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-137,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-137,446,39,1,137,House of Commons,Russ Hiebert,Russ,Hiebert,/chamber-1/member-262,South Surrey—White Rock—Cloverdale,/chamber-1/constituency-255,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-138,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-138,447,39,1,138,House of Commons,Jay Hill,Jay,Hill,/chamber-1/member-263,Prince George—Peace River,/chamber-1/constituency-209,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-139,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-139,448,39,1,139,House of Commons,Betty Hinton,Betty,Hinton,/chamber-1/member-265,Kamloops—Thompson—Cariboo,/chamber-1/constituency-115,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-140,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-140,449,39,1,140,House of Commons,Mark Holland,Mark,Holland,/chamber-1/member-269,Ajax—Pickering,/chamber-1/constituency-6,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-141,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-141,450,39,1,141,House of Commons,Charles Hubbard,Charles,Hubbard,/chamber-1/member-271,Miramichi,/chamber-1/constituency-154,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-142,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-142,451,39,1,142,House of Commons,Michael Ignatieff,Michael,Ignatieff,/chamber-1/member-275,Etobicoke—Lakeshore,/chamber-1/constituency-89,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-143,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-143,452,39,1,143,House of Commons,Rahim Jaffer,Rahim,Jaffer,/chamber-1/member-277,Edmonton—Strathcona,/chamber-1/constituency-80,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-144,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-144,453,39,1,144,House of Commons,Brian Jean,Brian,Jean,/chamber-1/member-279,Fort McMurray—Athabasca,/chamber-1/constituency-91,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-145,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-145,454,39,1,145,House of Commons,Marlene Jennings,Marlene,Jennings,/chamber-1/member-280,Notre-Dame-de-Grâce—Lachine,/chamber-1/constituency-179,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-146,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-146,455,39,1,146,House of Commons,Peter Julian,Peter,Julian,/chamber-1/member-283,Burnaby—New Westminster,/chamber-1/constituency-35,New Democratic Party,1/23/06,10/10/08
/parliament-39/chamber-1/member-147,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-147,456,39,1,147,House of Commons,Susan Kadis,Susan,Kadis,/chamber-1/member-284,Thornhill,/chamber-1/constituency-265,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-148,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-148,457,39,1,148,House of Commons,Randy Kamp,Randy,Kamp,/chamber-1/member-285,Pitt Meadows—Maple Ridge—Mission,/chamber-1/constituency-202,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-149,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-149,458,39,1,149,House of Commons,Nancy Karetak-Lindell,Nancy,Karetak-Lindell,/chamber-1/member-287,Nunavut,/chamber-1/constituency-180,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-150,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-150,459,39,1,150,House of Commons,Jim Karygiannis,Jim,Karygiannis,/chamber-1/member-288,Scarborough—Agincourt,/chamber-1/constituency-244,Liberal Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-151,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-151,460,39,1,151,House of Commons,Gerald Keddy,Gerald,Keddy,/chamber-1/member-289,South Shore—St. Margaret's,/chamber-1/constituency-254,Conservative Party of Canada,1/23/06,10/10/08
/parliament-39/chamber-1/member-152,/parliament-39,/parliament-39/chamber-1,/parliament-39/chamber-1/member-152,461,39,1,152,House of Commons,Tina Keeper,Tina,Keeper,/chamber-1/member-290,Churchill,/chamber-1/constituency-58,Liberal Party of Canada,1/23/06,10/10/08
